title,review,rating,date,userName,isEdited,app_name,app_id,developerResponse
Overall a great app,"I have recommended this app to multiple people as it has been a great way for me to track my progress and receive consistent accountability. I love how customizable the routines are, and while there is guidance from the app, you’re ultimately in control of your experience. As far as feedback goes, I’ve grown to strongly dislike the background music. I understand the healing and relaxation properties that music can have, but I find these specific tunes very annoying compared to meditative sounds I prefer. I have muted the sounds during the routines and also went to settings to turn them off. Unfortunately it comes back on no matter what I do. I also believe that celebrating overall progress would be nice. In addition to longest streaks, acknowledging consistent attempts will encourage people even more I believe. For instance, I have never completed an entire week of my routines, but there was one week I tried everyday, and there were only two days I couldn’t fully complete. I like to celebrate small wins, and that to me was one. Other than that I love what the Fabulous team is doing with the app. All I ask is that you either offer different selections of background music and/or allow a muting option that actually works please.",4,2021-04-28 16:38:18,Netta Lynne,False,fabulous-daily-routine-planner,1203637303,
A path to a better me,"This is actually my second time attempting my ""journey"". I started once last year, but due to a lot of mental and environmental issues, I had to delete the app just to relieve some of my stress. Recently, though, I've wanted to improve myself and my life, and have been working on my own to pick up a few new projects to focus on (learning a new language, learning an instrument, etc.). I remembered how great Fabulous was at helping me keep up a solid routine, and so decided to download it again. Now that I'm past the ""drink water"" challenge once again, I'm really happy to spend a little on a subscription so I can fill up my ""rituals"" with all the things I wanna do!
The only reason I can't give it five stars is because I feel there are many places it could improve, such as the ability to add custom ""habits"", and the option to skip the ""drink water"" and ""eat breakfast"" challenges if you've already been doing that for however long (like me, hehe).
I also find it a little bit of an oxymoron that the app continuously tells you to get away from tech, yet says to make sure you use it as often as you possibly can, as well as follow all of their social, but I suppose that's just a part of running an app, haha.",4,2020-07-27 20:01:19,Kae Sera,False,fabulous-daily-routine-planner,1203637303,
Just let the app guide you.,"This app has brought me out of the COVID-19 quarantine feeling of helplessness and confusion. I am so happy that I did the trial and didn’t let my tendency to control things take over. My advice on how to do the trial: just let the app guide you. Content is slowly dripped to you. You don’t know what is next. Just accept that and trust your new coach, which is an app full of a ton of science-based content. The first thing you are told to do is start a morning routine of drinking a glass of water when you first wake up. If you already do this, then just check it off and be patient. If you must, start one of the challenges so you have something new to do, but try to start small. For the first few days of the trial I felt like the app was asking me to just totally trust it, even though it hadn’t given me a good enough reason. I also felt that 7 days was not long enough. But by day 5 I was feeling really good. I had set an alert on my phone to cancel if I didn’t want to start a paid subscription, but I decided that this is worth it. I am now on day 8 and really feeling good about my morning, afternoon, and evening routines! I love this app!",5,2020-04-19 16:12:57,Ernenwein,False,fabulous-daily-routine-planner,1203637303,
Great app to create and inspire new healthy habits!,"I stumbled across this app and thought I’d give it a shot. One of the things I suffer from is lack of accountability, I’ll procrastinate and avoid things of I can, choosing to lay around and be lazy if no one is telling me otherwise. This app reminds me throughout the day to practice new healthy habits that I chose to create a happier and more active me! The support from the positive community here and the inspiring little messages that come with goal completion give you that extra push to continue on the path you set up. I’ve only been doing it for a week and albeit a slow start, I am beginning to really see some new habits form and I love it! Be the healthier, happier you that you know you can and want to be. It’s as simple as saying “I want to change” and you don’t have to do it alone. Having served 10 years in the military I recognize the importance of support in trying to develop yourself into your goals. Except instead of a DI yelling in your face to push through, you have a supportive community that provides the same support, but in a calm and motivating manner. Different tactics, similar results! So happy I found this app!",5,2021-06-16 22:35:14,Jreeeezy,False,fabulous-daily-routine-planner,1203637303,
You get what you put in,"This app is a great tool to help disorganized individuals get organized. Personally, I often find myself forgetting to do simple things because I am too caught up in thought. This app snaps me out of that so that I can remember other things I need to do. Furthermore, it has an incredible amount of great advice regarding a variety of subjects. This advice will make you both more efficient and effective in whatever you are setting out to accomplish. I greatly respect the way this app was designed.

Having said that, this app won’t cure you of laziness. You need to find a way to be intrinsically motivated to maintain habits. When you have cultivated that motivation, this app will serve as a way to hone that motivation. I don’t use it for work, as that is not something I need to be reminded of. However, I often forget to tidy up or make my bed. Even more, I forget to celebrate every little victory I have throughout the day, and to end the day with gratitude. These small tweaks in habit lead to enormous changes in wellbeing. 

For anyone who needs help (or even advice) with keeping their life organized, healthy, and productive, I highly recommend this app.",5,2020-03-28 02:35:15,Diogenes the Optimist,False,fabulous-daily-routine-planner,1203637303,
"Disappointed, easy fix","This app seemed promising but turned out to be really unfortunate. I started with the 7 day free trial and after setting my intentions, I was given my first new habit. To drink water every morning. This is something I already do every day so I was eager to just move on to my next step. Unfortunately the app makes you complete the habit you’re on for 3 DAYS before giving you another. And you cannot preview what the next habit will be. So I stopped opening the app because it had nothing to tell me. I then realized that if the next habit was also something I already do, I would be forced out of the trial period and charged the yearly fee before I even got my third habit. I quickly cancelled the subscription.

This issue would be sooo easily fixed if when given a “habit” to begin you had the option to say “I already do this” so it could move on to something else. I searched everywhere in the app for an option to skip the task but if it exists I couldn’t find it. Developers, please add a skip option and this app would be so much more worthwhile. It’s almost like the app assumes you must not have any good habits when you begin. Either that or they are hoping customers will accidentally slip by that 7 day mark trying to make progress without realizing they’ve been charged $40.",2,2020-02-09 03:05:58,kdubzzs,False,fabulous-daily-routine-planner,1203637303,"{'id': 14172968, 'body': 'Hi\xa0there, thank you for sharing your feedback with us! We\'re currently working to make our onboarding more personalized and understand that it can be irrelevant for some users. Eventually, you\'d be able to start more relevant journeys/challenges by tapping on the rocket icon from the home screen. While the first few Challenges do take 3-days to complete which can quickly overlap the 7-day trial, Fabulous does offer a Free Version which can be accessed without any payments/trials where several Journeys, Challenges, and Guided Trainings are free. The trials and subscriptions are optional. Trials can be ""x"" out in the corner. If you have further feedback or suggestions for us, then feel free to share it with us at hello@thefabulous.co we\'d greatly appreciate it!', 'modified': '2020-03-23T02:23:01Z'}"
Great Habit App - But does not have a way to pause if you end up in hospital,"This is a very great app; but learns towards ableism because it doesn’t allow actual life to occur. I ended up in the hospital for a freak accident of internal bleeding, had emergency surgery, and was bedfast. I had an entire schedule that I had spent months working towards in this app before the surgery. This app has no way to press pause. Instead it sends messages implying that everyone “falls of the bandwagon” - umm, that’s not what’s happening here: thank you. It comes across as condescending and becomes a reminder of what you can’t do and all of the life you are missing out on because you are trying to recover. It’s completely demoralizing. This app absolutely needs a way to hit pause and take a step back when life (car wrecks, deaths, etc.) gets in the way of the less important ‘five minute walks, workout ritual, make sure you’re tidying your space, yoga rituals, and the like. Nobody cares about that crap when you’re in bed fighting for your life. The creators of the app did not think that through - life happens. Pauses are healthy too; the alternative is Obsessive Compulsive Disorder rooted in Ableism. This app needs a pause button. When life is flowers and roses: this app is peachy!",3,2020-11-04 16:53:10,AP31967,False,fabulous-daily-routine-planner,1203637303,
Good but frustrating,"I have a lot of personal goals that just seemed impossible, this app was great for me a person with add who rd DS to push up hill than and force things rather than stop and do the things that lead to self care and happiness. For me it’s recipe to self love. Make sure you read at least one page, meditate for a few minutes. I like the animations and the calming music that helps me to slow down and be in the moment. But sometimes I fall off the wagon and though the intentions are good, im forced to fill out a form that takes too long and ultimately discourages me from getting back into my routine. Sometimes the Home Screen is so cluttered with junk I’ll never read. I
Or I ignore. Perhaps the ui hasn’t quite been mastered to make me care of the flow needs adjusted? I need a way out sometimes.  I also suggested to my partner to give it a shot, I really sold it to him because he’s doing self care work. The initial onboarding sent him into an eye roll and I’m certain he will never open it again. Which is sad because I feel like he could e joy it. I’m a designer and I get wanting to be the be all comprehensive app. But it feels like it’s gotten a little unwieldy. You need to give people some space and not force them to do it your way.",3,2021-04-15 14:56:57,loudrockz,False,fabulous-daily-routine-planner,1203637303,
"Good concept, confusing UI","This app totally works — building habits a little at a time is precisely what my last therapist told me works very well for my ADD and anxiety. Doing one thing for a few days, then adding another little thing, and so on, had been working great for me for a little over a week now. 
I’ve seen people say that the app is inflexible in its goals, but most of the time you can work around the specifics and do something else in the same vein. I can’t drink a full glass of water first in the morning because of my acid reflux, but I can remember that it’s a goal of mine and drink 4-5 extra sips. I don’t exercise first thing in the morning, but instead I did 8 mins of yoga. 
This is great therapy for those of us who can’t get access to behavioral therapy right now. I feel more refreshed when I go about my business in the morning because I have more habits to keep me moving. I feel rewarded just for drinking water. In principle, this app is amazing. 
The only issue is that there are so many buttons and screens that it gets wildly confusing sometimes as to what I’m trying to do and how I got here. I end up just force closing sometimes and starting over.",4,2021-04-12 13:18:06,MRStone27,False,fabulous-daily-routine-planner,1203637303,
Amazing app (highly recommend),"This app is absolutely amazing. It may have a confusing set up at first but it really helps you once you’ve figured out how it works. There’s routines for throughout the day which help you get up and start moving and have a plan for your day. This app also has “circles” designated to certain things that you may be struggling with. It allows you to chat with others from all around the world and share your experiences and help each other. I think this feature is really great because you get to see others progress in their life and you also get to help them with it, and share your progress. There are also journeys that you set up to help you with everyday problems. For example, social media detox, self-love, de-clutter, gratitude, being able to let go, journaling, etc. This app gives you a chance to reflect and change yourself for the better. It’s really inspiring all the positivity this app and the people using it radiates. Overall, this app is phenomenal and I would definitely recommend it if you struggle with being productive, self-love, etc.",5,2021-04-01 01:34:42,Kayoala101,False,fabulous-daily-routine-planner,1203637303,
App is nice,"I really like the visuals like seeing the calendar at a month glance and seeing the progress that I’ve made. But it’s not a convenient thing at this point if I add one thing to my morning routine that I’ve already been doing so well at and I miss one thing I don’t get my mark on top of that I can’t go back further and make sure it’s properly tracking. So I have been on track my calendar doesn’t show it and that makes me sad and I also know that I need to cancel my membership for this application going forward it’s two limiting and it’s not helpful when I feel defeated.

I enjoy the app I love the instant positive feedback. I appreciate the pace and reading about why were setting up the structure for personal success. However I am bummed that you can’t go back and rewatch the animated journey and there doesn’t seem to be away two go back and edit your meals or habits from the night previous. When I turn my phone off for the night I’m not gonna pick it back up to click that I did a meditation so I would like to be able to toggle between days and to rewatch cartoon journey , One for encouragement and two I was excited to share with others what a great app but there was not a way for me to do so.",3,2021-02-06 17:22:22,Mr. MearKat,False,fabulous-daily-routine-planner,1203637303,
It changed way too much and I’m unhappy 😡,When I first started to use this app I thought it was very good and fun idea to power through your day but after maybe 15 days of using the app I felt less of that joy and then after may be a month and a half of using the app I deleted it because it kept sending me unneeded notifications then recently I re-downloaded it to give it another go it took away the options to find a meditation I would like to do an exercise I would like to do and everything like that this would not be a bad review if you did not do that the update took away one of his best features ever had this new explore inspiration page it’s quite boring all it is is little pictures and most of them I don’t even like but the ones I do like I like and then I get so many of them just kidding I get like zero Of them I don’t get any of the ones that I end up liking I keep liking yoga ones they’re not popping up fabulous developers if you take the time to read this I would love because this app is just in non usable without that feature but other than that I like the cool graphics the design and the set up but I do not like that I cannot add habits very early in my Journey so for those reasons I have to give you a two star review.,2,2020-08-07 12:30:18,basset_poodle-335,False,fabulous-daily-routine-planner,1203637303,
Not intuitive,"I tried to set up this app for the free trial (7 days) but it made me start with only one habit that happened to already be something I do every day. And then because I don’t always look at my phone every morning and didn’t check off a day even when I did it, it set me back to day 1. So the one week trial was useless to see if I could build new habits. When I cancelled before getting charged, they sent me an email offering me a 30 day trial since 7 days might not be enough—this seemed like a great option until I tried to use it and because I already had an account it said “you’ve already subscribed”. So they sent me a useless 30 day trial unless I want to create a second account and start over from day 1, again. 

Besides those issues, i found the animations to be rather annoying and pointless. Maybe it works better over the long term, but it really feels oriented towards teens and young adults and I wouldn’t recommend it. The interface is also not intuitive and you have to go through like 5 steps to check off each habit, which feels like it wastes a bunch of my time when I could be actually getting on with my day. I will be searching for a streamlined alternative.",2,2021-06-14 09:05:08,hilbarx,False,fabulous-daily-routine-planner,1203637303,
