isEdited,developerResponse,rating,title,review,date,userName,app_name,app_id
False,"{'id': 22727973, 'body': ""Hello Mr2snafu! There are multiple special offers running currently and it can be confusing - we understand that! The best deal is the lifetime Premium membership, which can bring the price to as little as $0.52 per month so just a few $ per year. Please drop us a line at support@breethe.com and we'll be happy to let you know about the current promotions and get you sorted out with Premium membership at the best price available. We hope to hear from you soon! 😍"", 'modified': '2021-05-10T19:20:31Z'}",2,This app is amazing...with ONE BIG DRAWBACK,"I downloaded this for the free trial, fell in love with it! I use it to get my toddlers to calm down, go to sleep, and it even helps me get to sleep fast. I absolutely love it! I went to keep it and saw the app company had sent me an email. They claimed it was normally $400 a year for it and they were going to give me a steep discount of $.52 a month that equaled $150 a year. Uhhh no. Went to dance through the App Store and they claimed it was $90 a year. Yeah, still no. Or I could pay $13 a month. As great as it is, $13 a month with wacky math is a form no. If they could actually figure out how much this app costs, I might reconsider it. Now I’m off to find a free meditation app.",2021-05-08 21:14:37,Mr2snafu,breethe-meditation-sleep,920161006
False,"{'id': 23546413, 'body': ""Hi UnicornObseser 🤝 We're really sorry to hear how this change had affected you. The good thing is - this option is coming back soon! It was removed temporarily and will be included again with one of the upcoming updates. We ask you for a little bit more patience and in the meantime - please contact us at support@breethe.com (mentioning this review) and we'll be happy to advise you on other options you can use in the meantime. We hope to hear from you soon! ❤️"", 'modified': '2021-06-23T13:57:22Z'}",1,Money hungry app,"I NEVER take the time to leave a bad review but ever since the app took away the extended sleep timer option, my youngest daughter (who is a horrid sleeper) and I have had no sleep. This was the only thing that worked for us for LITERALLY over a year. We finally got SOME sleep, thanks to my extending the time to 60mins. But nope. Another failed app. And I am all for making money. But if I’m going to commit to the most awful of the free fall asleep tools, the LEAST they could do is keep consistent. Total disappointment. And to think I told EVERYONE about this app to help them and their child sleep. Unbelievable. And I’m sure I’ll get the same canned response as everyone else... 🎶contact our tech department! Eye roll.",2021-06-22 05:01:00,UnicornObseser,breethe-meditation-sleep,920161006
False,"{'id': 20760893, 'body': ""Thank you for sharing your opinion, Elliminelli! 🤩 As for the background music - it definitely shouldn't be playing when you have any other content on. Please drop us a line at support@breethe.com so that we can help you address it. We hope to hear from you soon! 👍"", 'modified': '2021-01-31T18:57:01Z'}",4,"Great App, but background music issue","I do love this App. And I was excited to have Joe Dispenza but there are apparently more videos that he references in his 3 of 3. It would be nice to have the additional ones. Also, I had to turn the background music completely off because it kept playing through talks or other music. I noticed someone online had the same issue. I like the background music when I’m browsing for something but it needs to shut off when a session begins. Other than that, great App!",2021-01-30 05:26:06,Elliminelli,breethe-meditation-sleep,920161006
False,"{'id': 23684578, 'body': ""Thank you so much for the review, InPain 😍 We're happy to hear that you are enjoying the app and the service! 🥰"", 'modified': '2021-06-30T21:38:06Z'}",5,Wonderful App with Great Customer Service!,"This app has everything you could need to help you lead a happier more mindful life. Learn to meditate programs, sleep meditations, helpful talks, active mindfulness activities, relaxing music and meditations of all types! I love this app and it has become an invaluable part of my life. This company also has fantastic customer service. Twice I reached out to them with questions and they were so responsive and helpful! I highly recommend thus app.",2021-06-28 20:55:28,InPain,breethe-meditation-sleep,920161006
False,"{'id': 21716349, 'body': 'Thank you so much for a wonderful review, Timetotrance! 👌😍', 'modified': '2021-03-17T20:29:51Z'}",5,My go to,"This is only the second app I’ve EVER subscribed to. I first just downloaded it to give it a try. After seeing all the music and varied meditations and teachers/teachings I immediately ungraded my membership. 
The variety is endless, there is truly, truly something for everyone. I LOVE this app. 
And best of all there is always something new!! 
Greatest app for meditation and calming ever. 
Learning and hands on ... obviously I can’t say enough good things.",2021-03-16 11:07:54,Timetotrance,breethe-meditation-sleep,920161006
False,"{'id': 23181534, 'body': ""Hello BO1060! 🙂 Please note that Apple doesn't share your payment information with us (or other developers) so your details are safely stored in your Apple account. If you'd like to test Breethe Premium, please drop us a line at support@breethe.com and we'll arrange a free trial for you directly, without a need for you to share your payment details with anyone. We do believe that you will love it! 🥰"", 'modified': '2021-06-03T19:28:23Z'}",1,Deleted,"I was really interested in this app &, what small amount of free access it offered, I found very helpful & appealing. I decided to try the 14 Day “Free” Trial. I immediately got a pop-up asking me to either top up my Apple balance or provide credit card information. 
I do not approve of apps that require this just so you can test a “free” trial to see if you want to subscribe.  I don’t know you. I don’t trust this. I am fully aware that the trial can be cancelled at any time but, I prefer to make the choice to provide my payment options when I am ready to make an actual purchase. 
What a shame! But, there’s plenty other resources out there that don’t require this. Deleted.",2021-06-02 14:36:10,BO1060,breethe-meditation-sleep,920161006
False,"{'id': 21691928, 'body': 'Hello, Myrtle Yutz ❤️ We\'re sorry to hear that you did not enjoy some of Lynne\'s meditations. We understand that not everything will work for everyone, so there are plenty more teachers to choose from! If you tap ""Library"", scroll down to ""Authors"" and tap ""Teachers"" - you will be able to select one of many teachers available on the platform. It will also show you all of the available content from the selected teacher. Please drop us a line at support@breethe.com if you have any further questions or queries 🥰', 'modified': '2021-03-16T19:19:12Z'}",1,Her voice,"She, Lynne Goldberg, never stops talking.  In the pain meditation she says, "" I'll give you a minute to scan you're body."". Or better yet, "" I'll give you a minute to focus on your breathing, visiting the parts that cause you pain."" Then she talks through the whole minute, when do I get to focus?  

Then as if she is my doctor, she's says, ""rate you pain from one to ten."". And of course, continues to talk.  She means well, I am sure, however she just makes me more tense and more concerned about why did I say 6 and maybe it was 7?  Not for me to be reminded of the pain level as a relaxing tool. And especially without some time to get to a good place without chatter.",2021-03-14 17:10:56,Myrtle Yutz,breethe-meditation-sleep,920161006
False,"{'id': 20485828, 'body': 'Thank you for taking the time to write such a beautiful review, jo729! 🥰🙏', 'modified': '2021-01-18T21:32:28Z'}",4,OMG...This is what SLEEP is! Wow!,"So many people talk about sleep as if it’s like this magical time of non-existence to get away from everything and re-charge your battery...heart, mind, and soul. I had no clue what they meant as I always fell into the non-sleeper group of individuals in this world where everything just starts to run together and there is no ending or beginning between things. That was until Breethe. Now, I not only can sleep, I fall asleep in a very meditative state like no other! Beautiful!",2021-01-16 19:07:58,jo729,breethe-meditation-sleep,920161006
False,"{'id': 23051347, 'body': 'Hi Tony159404, thank you so much for sharing your experience! 😍', 'modified': '2021-05-27T18:45:12Z'}",5,Don’t normally write reviews,I have to say I’ve been feeling really cloudy in my head from so many thoughts and with my marriage and being stressed out but with this app i feel so peaceful and the guided meditation makes me feel peaceful and happy and I feel like as long as I am meditating I can get through anything along with me praying and reading the Bible but the app is amazing and I’d recommend this to anyone thank you.,2021-05-26 04:09:50,Tony159404,breethe-meditation-sleep,920161006
False,"{'id': 21023578, 'body': 'Thank you for a wonderful review, AhtzEsq1432! 🧘\u200d♀️❤️🧘\u200d♂️', 'modified': '2021-02-12T15:51:00Z'}",5,"Great App, Helpful Support Team!","I have only been using this app for a few days but I really like it. There is a good variety of meditations and the person speaking is not annoying! I also work with children and am trying to incorporate meditation with them and the kids sessions on this app are awesome. The support for this app is also awesome, they get back to you quickly and they are so kind. Thank you Breethe!",2021-02-10 17:58:41,AhtzEsq1432,breethe-meditation-sleep,920161006
False,"{'id': 20760849, 'body': 'You have no idea how great it is to hear that we are making a difference, Tammie162 😍Thank you for sharing! 🧘\u200d♀️❤️🧘\u200d♂️', 'modified': '2021-01-31T18:46:54Z'}",5,Wonderful App,"The free part of the app is great and you get a few tracks to listen too. I ended wanting more and bought the year subscription and I am so happy I did. I have been dealing with anxiety and panic attacks for years. I have medication that helps, but I still deal with it daily. Just listening to one meditation track and I could feel my anxiety slipping away. I can’t praise this enough.",2021-01-29 17:26:32,Tammie162,breethe-meditation-sleep,920161006
False,"{'id': 20409236, 'body': ""We're sorry to hear that Shraven! Please drop us a line at support@breethe.com and we'll be happy to help you find something that should suit you better! ❤️🧘\u200d♀️🧘\u200d♂️"", 'modified': '2021-01-14T18:09:08Z'}",3,Sleepless Nights,"Let me start off by saying the app itself is very nice and the music and guided meditations are very well done. With that said though I tried this app for three nights and had three VERY fitful nights of sleep. I tried both the meditations and the various sound/music playlists and spent more time waking in the middle of the night than I did sleeping all three nights. I wish this would have worked for me as I really liked the content, but I got it to help with sleeping and that did not happen for me.",2021-01-12 16:35:19,Shraven,breethe-meditation-sleep,920161006
False,"{'id': 20666821, 'body': 'Thank you so much for your words of appreciation, f hby Co! 🧘\u200d♀️🤩🧘\u200d♂️', 'modified': '2021-01-26T20:12:54Z'}",5,Amazing ✅✅✅✅,"I love this app soooo much the music, the tension release, it also helped with my sleeping issues. 1 downside is that most of the stuff on there is premium but for the most part it’s better than calm and maybe headspace. It’s like the music blended into my ears and it was bonding with me. I HIGHLY recommend this app if u have any issues like relationships,anger,sleep, & more. Pls support these guys they did a very good job",2021-01-25 04:11:44,f hby Co,breethe-meditation-sleep,920161006
True,"{'id': 14906081, 'body': ""Hello poopcop03. We're sorry to hear that some of your favourites were changed into paid content recently. We rotate the free and Premium content every once in a while to allow for everyone to enjoy all of it - even if they only use Breethe with a free account. Please contact us at support@breethe.com and let us help you access the content you now miss.\xa0\nWe hope to hear from you soon! ❤️"", 'modified': '2020-04-25T14:37:15Z'}",1,Frustrated with the exploitation of mental illness,So great that you have to pay money for mental health resources ahahhaha. That was sarcastic everything needs to be free. Stop exploiting people’s suffering periodt. I’ve listened to the free ones a trillion times it’s great that there are so many options. That was sarcastic too. Deleting it after more than a year thanks for almost nothing. I did actually like some of them it just got repetitive since so few are free. I have officially memorized the first chapter of Little Women tho soooo. Oh well all the other apps aren’t free either so I guess I’ll just stay mentally ill😝 peace out;),2021-06-04 03:49:50,poopcop03,breethe-meditation-sleep,920161006
False,"{'id': 21120856, 'body': ""Hi mud314! We're happy to hear that you enjoy Breethe! 🥰 You are right - meditation should be all about calm and peace 🧘\u200d♂️ We apologise if you felt rushed in any way - this certainly wasn't our intention! We would appreciate it very much if you'd contact us at support@breethe.com so that we can find out what went wrong and make it up to you. We hope to hear from you soon! ❤️"", 'modified': '2021-02-17T19:21:02Z'}",4,Like the app,"I really was enjoying the app. But I don’t care at all for their approach to get you sign up for a paid membership. Mediation is supposed to be about being calm and at peace. I felt very rushed with their email campaigns to
Make decision in 48 hours. In 48 hours I won’t know if the app is for me or not. The guilt they play  as well doesn’t help. It made me feel like they were in it for the cash instead of making you feel at rest.",2021-02-15 16:20:22,mud314,breethe-meditation-sleep,920161006
False,"{'id': 21221776, 'body': ""Hello TroubleinTokyo ❤️ We're sorry to hear about your experience! Please note that there are a couple of hundred free items available within the app for you to enjoy and we rotate them regularly to make sure that you can enjoy even more of them. As for the sleep timer, it's actually available on every iOS device. Please drop us a line at support@breethe.com and we'll be happy to point you in the right direction (and help you find more free content too). We hope to hear from you soon! 🧘\u200d♀️🤩🧘\u200d♂️"", 'modified': '2021-02-22T19:44:19Z'}",1,Way better apps out there,The CONSTANT pop up to pay to unlock additional content was beyond annoying.  You couldn’t click anywhere within the app without it popping up.  Don’t like that there is no timer or “sleep” option and you only get a set 30 mins of music/sounds.  The library of available free content is extremely limited and sad.  Listened to one and it was literally the same 5 notes played over and over for 30 mins.  Instead of being relaxing and helping me to fall asleep my mind hyper focused on the repetitiveness of the music.,2021-02-20 06:18:56,TroubleinTokyo,breethe-meditation-sleep,920161006
False,"{'id': 22057113, 'body': ""Thank you for a lovely review, happy lil accident! ❤️ As for the access to the app, it sounds like it could be due to a temporary internet connection issue. If you run into any more issues in the future, please drop us a line at support@breethe.com and we'll be happy to assist you! 🤩"", 'modified': '2021-04-05T19:46:15Z'}",5,Great app but bugs,First I wanna say this is an amazing app and helps me sleep even with my insomnia. As of just a few moments ago I haven’t been able to enter the app but for a second or two. I’m just leaving this in case it’s not just for me and to help others out I’m sure it is just a bug but hopefully it can get fixed soon.,2021-04-01 17:34:26,happy lil accident,breethe-meditation-sleep,920161006
False,"{'id': 21692166, 'body': ""Hi tominkah 🤝 We're sorry to hear about the unexpected charge! Please note that both your trial and subscription are controlled by Apple and you should have received a notification from Apple. Please accept our apologies if that wasn't the case here. If you need assistance with cancelling your subscription and a refund, please drop us a line at support@breethe.com and our support team will be happy to assist you. Take care! ❤️"", 'modified': '2021-03-16T19:40:43Z'}",1,What a scam... take care,"The application doesn’t remind you the end of the free trial, and like this come to pick up in your wallet 12$ for a month !!!
It’s an abuse and we are many to not like this kind of business, plus I never use this app and forgot in a corner of my screen, a lot of publicity for not so much making business on the meditation and the anxiety of people make me.. anxious....
so I Would like a refund of this app cause I really don’t appreciate this state of mind « making money on people’s who forget to delete the app before the end of the free trial » level zero of the ethic.",2021-03-14 21:23:04,tominkah,breethe-meditation-sleep,920161006
False,"{'id': 20485628, 'body': ""We're happy to hear that you enjoy Breethe, TyMya42093! 🥰 Please note that with the Lifetime Premium membership you can bring the price down to under $4 per month! Drop us a line at support@breethe.com and we'll be happy to let you know about any special offers we are currently running. We hope to hear from you soon! 😍"", 'modified': '2021-01-18T21:03:32Z'}",4,Amazing app,"This app is incredible! I’ve been using the free features and it has helped with my mood and anxiety in only a week! The only reason I gave it 4 stars is because I wish it wasn’t so pricy. I’ve finally found something that actually helps me relax and helps my mind ease and it’s a bummer I can’t explore other options. Other than that, it truly is helpful.",2021-01-15 08:52:17,TyMya42093,breethe-meditation-sleep,920161006
False,"{'id': 20355244, 'body': 'Thank you for the wonderful review, AuntieEmm13! 🥰', 'modified': '2021-01-12T19:38:14Z'}",5,Wonderful app!,"I have had the privilege of using Breethe for almost a year now. It is truly a brilliant app created by an amazing woman. There are tons of ever-evolving options to choose from. My personal favorites are the bedtime hypnotherapy meditations. Some of the options include harmonizing relationships, releasing stress/fear/anxiety, weight loss—to name a few.

I highly recommend this app!",2021-01-10 20:17:05,AuntieEmm13,breethe-meditation-sleep,920161006
False,"{'id': 21596217, 'body': ""Thank you for such a great review, GTNBLING 😍 We're happy to hear that you are enjoying Breethe and wish you many wonderful meditations! 🧘\u200d♀️🥰🧘\u200d♂️"", 'modified': '2021-03-11T18:42:02Z'}",5,In love,"There are many apps out there for mindfulness, anxiety, sleep stories, etc. however this app I find to be absolutely incredible. I love the music playing while I search for what my heart tells me at the moment. A sense of calm, even if I’m anxious, peels away just by listening to the music. Thank you for this wonderful app!",2021-03-10 01:32:39,GTNBLING,breethe-meditation-sleep,920161006
False,"{'id': 21479252, 'body': ""We're happy to hear that you enjoy the app, zoebug100000! 😍 Please drop us a line at support@breethe.com and we'll be happy to walk you through the settings. We hope to hear from you soon! 🥰"", 'modified': '2021-03-05T21:09:10Z'}",4,Good app but...,"This was very relaxing app and i am not a person who like to go to bed. There is just one tiny problem...I don’t like talking when I’m trying go to bed. There probably is a setting to change this but I am NOT good with technology 😂. So if you could reply on this and tell me where to go to change that setting, I would love this app and rate it a five star rating ✨✨ ❤️.",2021-03-04 03:22:08,zoebug100000,breethe-meditation-sleep,920161006
False,"{'id': 23295356, 'body': ""Hello gsjdjd cbb ❤️ We're sorry to hear about the issues you are experiencing. It's hard to understand what exactly the issue is from your description, so please drop us a line at support@breethe.com and we'll be happy to take good care you! 🥰"", 'modified': '2021-06-09T21:51:29Z'}",4,Good but,I love this app ever sends I got it it has made me fall asleep in less than 5min but there is always something popping up on my screen and I can use it 1 and then delete it and then have to get the app again to do it anonymously time I still use it but I always have to delete the app last minute and it takes forever,2021-06-08 04:47:44,gsjdjd cbb,breethe-meditation-sleep,920161006
True,"{'id': 16152537, 'body': ""Hello Applebee83,\nWe're very sorry to hear about the issue. The app seems to be working fine, so please drop us a line at support@breethe.com and our support staff will be happy to help you address (and fix) whatever issue may be causing it for you.\xa0We hope to hear from you soon! ❤️"", 'modified': '2020-06-22T20:56:12Z'}",1,Get Calm,"I paid a lot of money for the lifetime access to this app. I was super excited for it. However, it literally doesn’t work. I have deleted and re-downloaded the app multiple times. Anytime I try to play music from this app, it just circles and circles. But when I get on calm with the same Internet strength, it always works. This app sky rockets my blood pressure, b/c all I want to do is stretch and relax with the music, but I always waste about 20 minutes just trying to get it to play something. Do not waste your precious time with it.",2021-05-20 02:19:10,Applebee83,breethe-meditation-sleep,920161006
True,"{'id': 15815129, 'body': 'Hello Lora MCK, \nThank you so much for taking the time to write such a wonderful review! We invest a lot of time, effort and love into creating the Breethe experience and reading such feedback really gives us a motivation boost to continue. Thank you! ❤️', 'modified': '2020-06-06T12:05:37Z'}",5,Always updating!,"There are so many different kinds of mediation techniques and formats on this site! Tapping, hypnosis, stories, fabulous playlists and “master classes” to keep you growing ! Well worth the investment, and the variety of facilitators and methods is spectacular. Here’s to waking up anxiety free and falling back to sleep peacefully at the end of the day!",2021-06-01 18:14:52,Lora MCK,breethe-meditation-sleep,920161006
False,"{'id': 23113446, 'body': 'Thank you for a wonderful review, msperly44! 😍', 'modified': '2021-05-31T21:34:34Z'}",5,This is the best meditation app!,This app has the best of everything! The music is soothing and wonderful. The talks are so enlightening and there are so many meditations of various lengths depending on how much time you have. I have been a subscriber for a couple of years or so and I can’t go to sleep without it! I love it!,2021-05-28 14:41:26,msperly44,breethe-meditation-sleep,920161006
False,"{'id': 23247941, 'body': ""Hello riiiiiiisssssd 🤝 Thank you for the review! ❤️ Yes, you can enjoy 14 days of free trial for free and after that, you can either upgrade to a paid subscription or revert back to a free one. Please drop us a line at support@breethe.com and we'll be happy to let you know about the current special offers we are running. It will hopefully make the price more accessible for you! 🥰"", 'modified': '2021-06-07T19:05:01Z'}",4,It’s amazing but...,"I love this app, however the same thing happened with aura. It gave you about two-three days to listen to all of them and then locked them. I really like Breethe and how easily I fall asleep after listening, but I’d like to change it up and hear new meditations, but I can’t afford to purchase it all.",2021-06-05 04:07:18,riiiiiiisssssd,breethe-meditation-sleep,920161006
False,"{'id': 20694653, 'body': 'Hello CadenceLynne. Thank you for the review! 🥰', 'modified': '2021-01-27T21:18:06Z'}",4,You know how meditation apps are...,"I really liked Breethe! It has lots of free meditation, but of course, it really wants you to get the premium. How ever it has a setting so you can only see free ones- and they do have a lot of free ones! The lady has a calming voice, and immediately when you enter the app, it puts on nice music.",2021-01-25 16:39:52,CadenceLynne,breethe-meditation-sleep,920161006
False,"{'id': 20639719, 'body': 'Thank you for the review, Cmac69! 😍 We wish you and your kids many wonderful meditations! 🧘\u200d♀️🧘\u200d♂️🧘\u200d♀️🧘\u200d♂️', 'modified': '2021-01-25T18:53:18Z'}",4,The family’s go to!,"Love the selection of mediation available from anxiety to sleep mediations.  Everyone  including my kids (18, 11, 10,) fall asleep to the mediation and music. I use it from everything to calming music to morning mediation. I prefer Lynne Goldberg (sp) voice as the others are way to robotic and not forceful..",2021-01-22 13:39:03,Cmac69,breethe-meditation-sleep,920161006
False,"{'id': 20326047, 'body': ""Hello jujsheudnbhs! If you paid for a subscription and then you were asked to pay again, it most likely means that you are logged out of your Breethe account. Please contact us at support@breethe.com and we'll be happy to help you sort it all out and arrange a refund. We hope to hear from you soon! 🥰 "", 'modified': '2021-01-11T18:15:37Z'}",1,Billing issues,"Twice I have paid for the app and it does not work, tells me I need to purchase it again in order to use it. Purchased the yearly subscription 3 months ago, and it made me repurchase it  yesterday to use it, which I did.  Checked my billing to verify, and I was charged twice in 3 months for a yearly app.  Now I have to request refund. This has happened to me twice in 2 years. Frustrating!",2021-01-09 14:57:09,jujsheudnbhs,breethe-meditation-sleep,920161006
False,"{'id': 22664120, 'body': 'Thank you so much, quest18311! 😍', 'modified': '2021-05-06T19:53:36Z'}",5,Next level peace,"This content, this service, and customer service is simply the best. They’ve made navigating through the day and own thoughts so much more enjoyable. Start something great!",2021-05-04 23:22:07,quest18311,breethe-meditation-sleep,920161006
