rating,review,developerResponse,title,userName,date,isEdited,app_name,app_id
5,"I have been diagnosed with panic disorder and have been struggling with finding different tools to help cope during these panic attacks. Obviously seeking medical help was step one, and getting into therapy was step two. However this app was able to really illustrate what anxiety is, where it comes from, why it’s happening, and how you can control it. The app uses cognitive based therapy techniques which is what you would be doing in therapy so it’s an excellent extension. I highly recommend this app for anyone struggling with panic attacks or anxiety.","{'id': 21196172, 'body': 'Thank you for your review. It sounds like you are taking all the right steps, and demonstrating a lot of dedication and bravery. We’re sending you our best thoughts and vibes <3', 'modified': '2021-02-21T23:16:20Z'}",Incredibly helpful for understanding Panic Attacks,Chels Ramowens,2021-02-18 20:30:24,False,rootd-panic-attack-relief,1289018369
5,"I’ve only had this qpp for a few days but so far i’m liking it. I love how the prompts can be read out loud if you need that auditory reassurance. The panic button helps me to focus my anxiety onto something tactile and helps take my mind off of impending anxiety and panic attacks. It’s also subtle enough because it’s in your phone, no one will know (unless you tell them) that you are having a panic attack. It’s only been a few days so I’ll have to see how it goes but so far so good!","{'id': 23443656, 'body': 'Thank you! We definitely wanted Rootd to be a resource you could feel comfortable having open on your phone and time or any place. Thanks for your support!', 'modified': '2021-06-17T15:16:22Z'}",So far so good,LemiKillMrs,2021-06-16 04:27:11,False,rootd-panic-attack-relief,1289018369
5,me and a family member uses this app I wanted to find something manageable and simple for both us and i love the features and how you can get around the app. I love the reminders that you can set for yourself especially when you know when your attacks come into a certain mode of the day and that we can share each other accomplishments and goals. I am still working on the app but I hope this apps gets out for anyone that needs it.,"{'id': 20699201, 'body': 'Thank you for your review. We’re really glad to hear Rootd is helping.', 'modified': '2021-01-28T03:43:51Z'}",anxiety flare ups,Ayeooo_Mel,2021-01-24 21:17:39,False,rootd-panic-attack-relief,1289018369
5,"This app has a lot of options to relieve stress including customization inside of those options! The app targets many different aspects of anxiety and offers reassurance as well as confidence building. Even if your not looking to stop panic attacks, You can still use the journaling, sleep and breathing feature just to make your life a little less stressful. I recommend this app for anyone with a busy mind who wants to calm down 
a bit!","{'id': 22469082, 'body': 'Thank you so much for your review and recommendation! Please do share Rootd with anyone it could help. ', 'modified': '2021-04-26T18:56:37Z'}",A dynamic and effective stress reliever!,Temi654,2021-04-24 17:55:35,False,rootd-panic-attack-relief,1289018369
5,"My daughter (9) and I both deal with some anxiety, and I wish I’d known about this app a long time ago. We’ve been doing the breathing exercises and visualization together for the last couple of days, and we both love it! I haven’t hit the panic button yet, but after reading about how it works, I’m sure it will be an enormous help if I need it. I honestly believe this is an app that literally everyone needs to have!","{'id': 20589836, 'body': 'Thank you for such a kind review! It’s so heartwarming to hear you and your daughter are sharing the journey through anxiety together. You’re lucky to have each other and stronger because of it 🥰 We’d love to know how you did find Rootd - please email us at team@rootd.io ', 'modified': '2021-01-23T02:10:49Z'}",Where has this been all my life?,MelissaMarieBezner,2021-01-20 04:59:47,False,rootd-panic-attack-relief,1289018369
5,I’ve been having terrible anxiety and panic attacks especially when driving. I’ve been looking everywhere for help on how to stop them or at least make them spread out. I like this app because it breaks down what happens during a panic attack and can walk you through it to calm you down. The panic button is a great touch and can call your emergency contact if you’re freaking out too bad.,"{'id': 20914195, 'body': 'We’re so thankful Rootd has been helpful. Sending you positive thoughts and wishes!', 'modified': '2021-02-08T03:52:10Z'}",So far so good,Poe4lyfe7,2021-02-06 15:19:35,False,rootd-panic-attack-relief,1289018369
5,"I often end up downloading apps for anxiety and things like this and end up deleting them within a few days but this app is increasingly helpful, especially when I am experiencing a panic attack. The app also has many features like journaling, it teaches you about anxiety, and it has sections where you can focus on your breathing. I 10/10 recommend getting this.","{'id': 23443637, 'body': 'Thank you so much for your review and recommendation! Happy to hear you’re enjoying the features :)', 'modified': '2021-06-17T15:15:01Z'}",Great app,gnarly2510050,2021-06-16 04:10:39,False,rootd-panic-attack-relief,1289018369
5,"My mom found Rootd for me, because I deal with panic anxiety. I have noticed that understanding the sensations that you feel when having a panic attack can help your mind calm down. I really enjoy how the app gives you all the information on what anxiety is, and how we can try to overcome our fears. I haven't had the app for too long, but I'm hoping that it can be one of the tools to help me overcome anxiety. 🙂","{'id': 21009433, 'body': 'Thank you for your review! We really hope you continue find it helpful too :) Please send us your thoughts/feedback after you’ve had more time to try it out - team@rootd.io ', 'modified': '2021-02-12T01:05:46Z'}",So far so good.,SimpleSoul1,2021-02-10 19:51:12,False,rootd-panic-attack-relief,1289018369
5,"I’ve been dealing with A LOT of stress at work recently, but last week was, by far, the worst. I had my first full-blown anxiety/panic attack in months and could not pull myself out of it. I started looking for breathing exercises online and found Rootd. It was a lifesaver. I went through the breathing exercises a couple of times and was finally able to, well...breathe again. Thank you.","{'id': 20225574, 'body': 'So glad to hear this! You can set daily reminders to use the breathing exercise in the app to if it helps too. Thank you for your review!', 'modified': '2021-01-06T21:38:20Z'}",Thank you!,mLori171,2021-01-05 01:28:17,False,rootd-panic-attack-relief,1289018369
5,"I like this ap. I opted for the free trial. I’m under extreme stress and therefore, countless panic attacks. Literally sometimes I think I’m loosing my mind, I’m not. And I’m okay. You can select breath (much like the Breathe ap in Apple Watch). You can select Rootr who provides you with guidance during panic attacks. I went through the entire Rootr screens and prompts. Hopefully my panic attacks which are anxiety, go away. This is a keeper.","{'id': 23665657, 'body': 'We are sending you are best thoughts and wishes. That you for sharing your review!', 'modified': '2021-06-30T03:56:59Z'}",It’s a good ap,Rhonlynn,2021-06-25 19:57:48,False,rootd-panic-attack-relief,1289018369
5,"I love that Rootd explains so much and gives the science behind anxiety. I feel like if I can rationalize what’s going on in my body it helps me feel better. Everything in their lessons is incredibly reassuring. The different tools they provide you to help with anxiety and emergency panic attacks are phenomenal. I just wish that they had some longer sleeprs, visualizrs, and breathrs","{'id': 23160457, 'body': 'Thank you! Good news - we have a new update coming very soon for the Visualizr and Sleepr we think you’ll really like 😁', 'modified': '2021-06-02T20:45:02Z'}",Helps rationalize my irrational thoughts,ayyymai,2021-05-31 21:16:14,False,rootd-panic-attack-relief,1289018369
5,"I am new to this app and loving it! I adore the cute Rootd monster and the low pressure journalling feature. The courses are also delightful!

I would pay for premium if there was an option to see a chart of your moods over time. 

I highly recommend this app to anyone struggling with their anxiety but finds other apps in the App Store useless.","{'id': 20483216, 'body': 'We’re so happy that you found Rootd (and that you find our blue monster cute). We have many plans to continue updating/improving the app, and mood tracking is a great idea!', 'modified': '2021-01-18T17:59:26Z'}",Adorably Calming and Supportive,DHaleyF,2021-01-14 22:17:54,False,rootd-panic-attack-relief,1289018369
4,I would give this 5 stars however I have two problems 1. For the lessons I understand that you need to have money but what if you made it so you had to watch a ad 2. During the panic attack button it said you don’t experience panic attacks 24/7 but what if you do like me for instance I’m younger and yet I still have panic attacks almost always,"{'id': 22669427, 'body': 'Hi and thanks so much for your review! Happy to address the points below :) \n1) the understanding lessons in Rootd are completely free and will stay that way. They help you understand what’s going on during a panic attack and provide the tools you need to manage them. The only paid lesson content is the short and long term lessons, and they are for when you’re ready to use Rootd to manage panic attacks and anxiety for the long term. Creating and maintaining an app is quite expensive and the proceeds help us make sure the app continues to be great! \n2) when we say panic attacks don’t last 24/7, we mean a single panic attack cannot last 24/7. It ebbs and flows as our body finds its way back to calm. Please ask your physician about the details, as hearing from a medical professional is important. We know panic attacks personally and can sympathize. So sorry you had that experience :(  \nPlease send us an email at support@rootd.io to discuss further as we love to hear from users. Big hugs! ', 'modified': '2021-05-07T03:56:31Z'}",I love it just two problems,12345678 stop,2021-05-05 17:51:41,False,rootd-panic-attack-relief,1289018369
5,I’ve never been able to really relax with any meditation type apps. I’ve been having really bad anxiety and depression issues for about 2 weeks and the doctor recommended Rootd. It helps to ground me and really stop and calm down for a few minutes. Definitely will keep using and highly recommend!,"{'id': 20483233, 'body': 'Thank you for your review, it really helps! We’re so glad you found Rootd, and that you’re finding it helpful. Please message us anytime at team@rootd.io', 'modified': '2021-01-18T18:00:30Z'}",Love It So Far,snb200000000000000,2021-01-14 13:44:38,False,rootd-panic-attack-relief,1289018369
5,"I downloaded this on a whim and I was very impressed with the over all experience. The graphics are simple in my opinion, they are not over whelming with bright colors. I like that I can set reminders to do things with in the app at certain times. It’s been 3 days and I feel calmer in some of my daily routines.","{'id': 20958498, 'body': 'Thank you so much for sharing your review <3', 'modified': '2021-02-09T15:45:47Z'}",Very calming,cds1028,2021-02-07 18:05:08,False,rootd-panic-attack-relief,1289018369
5,"I had been looking for an App to help me with my anxiety. I have found several meditation apps, but none as comprehensive as this app. Meditation is one of the modalities used, but this app really educates you! It walks with you hand in hand through education and healing. I recommend this app to everyone! Especially in these unprecedented times!","{'id': 20272462, 'body': 'Thank you for your review. These unprecedented times are challenging for many in many different ways, and we’re so glad you found Rootd helpful. ', 'modified': '2021-01-08T17:42:32Z'}",Excellent App!,DeeMarieMe,2021-01-06 20:28:45,False,rootd-panic-attack-relief,1289018369
5,"I have relied on Rootd to help me through difficult times. It has been so beneficial. Through the app and with help of a therapist, I have seen major improvement. You won’t be disappointed. Even if you can’t get to a therapist, practice the lessons on Rootd. You’ll learn about your strengths too!","{'id': 23665645, 'body': 'Thank you for such kind feedback! We’re so happy Rootd has been helpful.', 'modified': '2021-06-30T03:56:00Z'}",Since the pandemic began,OliverBleu,2021-06-25 09:53:44,False,rootd-panic-attack-relief,1289018369
5,"I suffer from anxiety and panic attacks and I’m always looking for new strategies for relief. This was recommended by a friend and it not only help alleviate my physical symptoms, it did so in a way that was helpful. Rootd did not just try to distract me (that can only wait to for a moment or two). Rootd used science and reminded me that my physical symptoms will diminish. And they did!","{'id': 21663240, 'body': 'Thank you so much for your review. We’re really glad your friend recommended you try Rootd. Please do share it with anyone else you think it could help!', 'modified': '2021-03-15T15:50:30Z'}",Quick relief!,Momuvboyz,2021-03-11 18:00:37,False,rootd-panic-attack-relief,1289018369
5,"It’s been two days and I already feel this app is a game changer. The way it helps you through panic attacks is incredible. It doesn’t coddle you, but it still calms you. The trick to it is....you have to want to do it. Be open, let the app do its thing, and you’ll be amazed at how well it works!","{'id': 20535770, 'body': ""Hi there! You'e very right about this! While there are parts of Rootd that work for anyone - high anxiety or not - such as the Breathr and Visualizr tool, you're really right about needing to want the change to get the best effects, and to trust Rootd to work well :) Thanks for the thoughtful comment and review. We're happy you found Rootd and that it is there for you. "", 'modified': '2021-01-20T18:45:26Z'}",Very Good in Helping To Calm,JRCheez,2021-01-17 19:18:49,False,rootd-panic-attack-relief,1289018369
5,"I’m suffered from panic attacks for so long. Medication helped but now they are starting to come back. This app really makes me feel like someone out there understands how it feels to have such painful anxiety. Great app and it has really helped me to feel calmer. It’s not an attack, just a sensation.","{'id': 20699277, 'body': 'We made Rootd out of personal experience with anxiety, so the cause is very close to heart. Thank you so much for your review.', 'modified': '2021-01-28T03:47:26Z'}","It’s not an attack, just a sensation.",#thisisme:),2021-01-26 03:04:07,False,rootd-panic-attack-relief,1289018369
5,"I enjoy the multiple options available for de-stressing. The lessons are calming to read, the journal helps you keep track, the ambient noises help you relax and the breathing and visualizer act as pacers! Would recommend to anyone who likes to try out different options!","{'id': 22469101, 'body': 'Thank you for your review! Rootd is designed to help along the entire journey of managing and overcoming panic attacks and anxiety. We’re so glad you like the variety of tools and content. ', 'modified': '2021-04-26T18:58:06Z'}",One stop for relaxation,Timilehin ariyo,2021-04-24 20:05:43,False,rootd-panic-attack-relief,1289018369
5,I would suggest this app for anyone who suffers from Daily panic attacks and anxiety as it helped me when I was having a full out attack while driving and being 1 hours away from Home. It truly felt like I had a counselor alongside me pushing me to feel better.,"{'id': 20142024, 'body': 'Thank you for your review, hearing this feedback is great motivation for us to continue working hard on Rootd. You’re amazing!', 'modified': '2021-01-03T19:20:12Z'}",Great app,lopez97323,2021-01-02 03:22:57,False,rootd-panic-attack-relief,1289018369
5,I downloaded this in the middle of a panic attack and after using 3 rounds of the prompts using the button I felt so much calmer. I’ve been using the journal and visualizer and it really improved my mental health. Thank you to all the amazing people who came up with the prompts,"{'id': 23005359, 'body': 'You are so so welcome! Thank YOU so much for your support 🥰', 'modified': '2021-05-25T15:41:32Z'}",💕,AmyCRNA,2021-05-24 03:41:42,False,rootd-panic-attack-relief,1289018369
5,"Very helpful, and educational. If you are practicing good mental hygiene this will be very useful. Pressing the button when you are having a panic attack makes you more in control, I really like that feature.","{'id': 20812481, 'body': 'The big red panic attack relief button was the first idea behind creating Rootd to support panic attacks and anxiety. Thank you so much for your review!', 'modified': '2021-02-02T16:05:19Z'}",Push the Bug Red Button,Whatupwitdat??,2021-01-29 21:40:59,False,rootd-panic-attack-relief,1289018369
5,This app really helps me when I’m feeling anxious! And it’s so convenient to have everything right there on your phone for easy access. I especially love it for when I’m feeling a panic attack coming on at work. It really works!,"{'id': 21481747, 'body': 'We’re so happy you like it, thank you for your review!', 'modified': '2021-03-06T03:39:13Z'}",Awesome!,ChelsAutry,2021-03-03 19:15:33,False,rootd-panic-attack-relief,1289018369
5,This app has been so helpful for me! It is great at explaining the way anxiety etc. affects you mentally and offers helpful strategies for coping with stressors. The button for panic attacks has helped me multiple times and offers affirmations that are really helpful in moments of distress.,"{'id': 21402922, 'body': 'So thankful to hear Rootd had been helpful. Thank you, and please let us know if you ever have questions or more feedback - team @rootd.io', 'modified': '2021-03-02T16:37:11Z'}",5 stars!,e12819,2021-03-01 04:20:55,False,rootd-panic-attack-relief,1289018369
5,I highly recommend this app I have been suffering in silence with my pain attacks and felt crazy by my doctors always found no reason for my feeling racing mind and trouble at night sleeping so happy I found this app it helps,"{'id': 21196175, 'body': 'We’re so thankful to hear it has helped. Thank you for sharing!', 'modified': '2021-02-21T23:17:29Z'}",Helpful,Ko07tt,2021-02-19 23:32:26,False,rootd-panic-attack-relief,1289018369
5,I have only had this app for a week but there is some really useful information. I think that the UI is very easy and understandable. I’m looking forward to seeing how this can help.,,Recently Downloaded,Q 1/16/2014,2021-01-27 21:24:44,False,rootd-panic-attack-relief,1289018369
5,"If you are ever having any problems mentally, download this app! Especially during this pandemic when we couldn’t have been more far apart, this app is what you need to achieve mental well-being!
James",,This app is a lifesaver!,henrntmzkjrbamkckc smkd,2021-01-29 11:28:37,False,rootd-panic-attack-relief,1289018369
4,"I’ve tested a few of these apps. If you’re in the grips of terror and feel like your chest is caving in, then this won’t help once panic grips you, but if the guy in front of you cuts you off on the freeway, fire it up on Bluetooth and it may lower your heart rate a couple bpm.","{'id': 22002348, 'body': 'Hi :) We’re fortunate to have many user reviews that speak of Rootd actually being most helpful in the middle of a panic attack. Have you tried the panic button feature? Please email us at team@rootd.io', 'modified': '2021-04-01T22:16:38Z'}",Better than others...,Dr. Vandelay,2021-03-31 14:08:31,False,rootd-panic-attack-relief,1289018369
5,I’ve only had the app for about 3 days now but I can’t tell you how many times I’ve already used it! It works well and the best part is it teaches me better self regulation techniques,"{'id': 22298116, 'body': 'Thank you so much for your review! So happy to hear your first few days with Rootd have been helpful and we hope it continues to help support 🥰', 'modified': '2021-04-17T16:36:53Z'}",Great tool to manage stress and anxiety!!,His_babygirl4ever,2021-04-15 20:49:42,False,rootd-panic-attack-relief,1289018369
5,This app is informative and helpful. What works best for me when having an attack is to understand what’s happening with my body and mind and practice breathing techniques. This is exactly what the app helps with. Would recommend,"{'id': 20225581, 'body': 'Thank you so much for your review and recommendation. As a small team every review really makes a difference. ', 'modified': '2021-01-06T21:39:00Z'}",Very helpful,MGE_13,2021-01-04 17:16:46,False,rootd-panic-attack-relief,1289018369
5,"I struggle with anxiety and have panic attacks. This app has definitely helped me calm down when I didn’t want to do anything drastic like text my therapist- LOL! It’s a great way to challenge the anxious thoughts and push into the panic attack, thereby taking control of the situation.","{'id': 20132589, 'body': 'This was our aim when we created Rootd, we’re so glad you’re finding it helpful. Thank you for your review!', 'modified': '2021-01-02T20:06:44Z'}",Anxiety,Abby122091,2021-01-01 03:34:30,False,rootd-panic-attack-relief,1289018369
5,"I downloaded the app with doubt in the beginning, cause I’ve tried quite a few anxiety services. Then I found this one is for real! it really helps and I’ll surely continue to use Rootd on a daily basis:)","{'id': 22157964, 'body': 'We’re so glad to hear this! Daily practice is a great idea, thank you for your review!', 'modified': '2021-04-10T03:25:42Z'}",Glad I found Rootd!,cityahoo,2021-04-08 17:01:10,False,rootd-panic-attack-relief,1289018369
5,"I’m so glad I found this app! An app that teaches CBT?? That keeps trauma based coping skills at the tip of my fingers?? A place to go during a meltdown or panic attack?? Amazing!! Incredible!! I honestly can’t believe this exists... but, I’m incredibly grateful that it does. Thank you, Rootd!!!","{'id': 22705918, 'body': 'We are so grateful for your support! Thank you ☺️ ', 'modified': '2021-05-09T20:08:36Z'}",Excellent,myfragileheart,2021-05-07 21:11:28,False,rootd-panic-attack-relief,1289018369
5,I downloaded the app during a panic attack and it made me be able to calm down. It has helped me slow my thoughts during panic attacks many times! 10/10 recommend!!,"{'id': 22698713, 'body': 'We’re so thankful Rootd could help, thank you for sharing!', 'modified': '2021-05-08T23:05:03Z'}",Loved it!,ratrat420,2021-05-06 22:04:42,False,rootd-panic-attack-relief,1289018369
5,I started using this tool to help me get through cravings during my quitting smoking journey. It quickly became so much more. I’ve noticed my anxiety and panic moments have almost diminished. It’s been a breath of fresh air (pun intended)!,"{'id': 20462674, 'body': 'Thank you for sharing your awesome progress!', 'modified': '2021-01-18T05:17:36Z'}",Nice tool to remind you to breathe!,JReno76,2021-01-16 14:44:15,False,rootd-panic-attack-relief,1289018369
4,"As a person who just started experiencing anxiety attacks, I’m grateful that there are apps like this to help. The information was general but good. I wish the Rootr (panic button) could be expanded and extended more because it just loops and repeats affirmations which could get old fast.","{'id': 20699252, 'body': 'Thank you for your feedback. We are constantly working on new updates to Rootd and adding new features - we’ll do our best to make it a 5 star experience for you soon!', 'modified': '2021-01-28T03:46:16Z'}",Has Helped So Far,blueblack_jack,2021-01-25 22:19:44,False,rootd-panic-attack-relief,1289018369
5,This app really helped me when I was in my worst mentally it helped me realize how much just breathing and meditating really helps your day improve and feel good and how it helps you progress love this app rootd is my best friend💕💕,"{'id': 22734374, 'body': 'We are so thankful Rootd could help. Sending you the best vibes, thank you for your review!', 'modified': '2021-05-11T05:04:57Z'}",Best app ever,Annmariiee00,2021-05-09 19:42:28,False,rootd-panic-attack-relief,1289018369
5,"I have general anxiety, social anxiety and a panic disorder. I recently started using this app for help calm my panic / anxiety and so far it is helping. I recommend downloading if you are looking to put in the work to calm your anxiety / panic.","{'id': 22130172, 'body': 'Thank you so much for your review and recommendation! We’re really happy Rootd has been helping. ', 'modified': '2021-04-08T15:49:56Z'}",An app worth downloading !,heatherrmarieeee,2021-04-04 16:31:26,False,rootd-panic-attack-relief,1289018369
5,"I’m curious to see how this app will help during a regular panic attack. I haven’t had one, yet; to practice on the on the app. But I did a preview of the panic button. And it’s a unique concept that I actually can’t wait to try.","{'id': 21544640, 'body': ""So great to hear that you see Rootd and the panic button is unique and that you can't wait to give the rest a try. Big hugs!"", 'modified': '2021-03-09T15:37:57Z'}",Panic attacks,Movies989,2021-03-08 00:13:36,False,rootd-panic-attack-relief,1289018369
5,"I love the exercises, the breathing and visualizing helped calm me down. The lessons about anxiety and panic help me to rationalize with myself about what’s going on in my head and body. It helps me feel less alone!","{'id': 23665600, 'body': 'We’re so glad you’re finding Rootd helpful. Thank you for your review :)', 'modified': '2021-06-30T03:53:21Z'}",Love the exercises and lessons!,ChelsDannielle,2021-06-27 22:30:24,False,rootd-panic-attack-relief,1289018369
5,It a 5star app because it really helps when I’m about to have a panic attack or I just really need to get something out that I can’t with anyone.,"{'id': 23527761, 'body': 'Thank you for sharing. We’re really thankful Rootd is able to help. ', 'modified': '2021-06-22T15:30:22Z'}",5 stars,Deayhstar2009,2021-06-19 23:58:02,False,rootd-panic-attack-relief,1289018369
5,"Having suffered from panic attacks, it is very helpful to have something to help recenter myself. Would definitely recommend.",,Helpful in the moment,Ncdsangel05,2021-01-29 15:49:52,False,rootd-panic-attack-relief,1289018369
