review,userName,title,date,isEdited,rating,app_name,app_id,developerResponse
"I downloaded Headspace when it was free for health care workers in 2020. I was pregnant at the time and was under a lot of stress at my job. I started with the pregnancy course on the app. This was so amazing. First of all, Andy’s voice is incredibly calming. Then the pregnancy meditation helped me feel closer to baby. I was diagnosed with gestational diabetes, and when I was less stressed, my glucose was lower. This app helped me a ton with that. Then, when I went to my 29 week check up, I had just read a work email I was very upset about. The nurse took my blood pressure and it was high. They sent me to the hospital for monitoring. While I was there I practiced the meditation I had learned and was able to get my blood pressure down so I could go home! The meditations also helped me get through labor! Now that I had my baby, I’m still using this app because it just helps me find calm in my crazy world of being and full time working mom during a pandemic. If you are at all interested in meditation, you need this app. I promise it’s worth the money. When my free subscription is over, I’m paying for it! I never write app reviews, but I just want everyone to know how great Headspace truly is.",MSUBSMPH,I can’t recommend this enough,2021-01-11 01:40:45,False,5,headspace-meditation-sleep,493145008,
"In my abnormal psychology class we learned anxiety is not just a fight or flight response but instead can be a future oriented response. Abnormal anxiety usually is characterized by presenting when there is no real danger. Therefore when I lay down in bed to sleep and I start getting an increase heart rate, feel extremely hot and sometimes nauseous at the idea of future situations and work that I have yet to do, it’s abnormal. Even if many people experience this is is abnormal because there is no real threat just my brain over thinking future situations. Therefore on my quest to look for ways to relax my mind before bed I downloaded headspace. I usually listen to a guided meditation before bed. Followed I will set one of their sleep music for 60 minutes and lay down. I now am normally asleep before the sleep music stops. Even though in my class we talked more about biological and psychological treatments, I felt as though there might be an easier way for me to deal with this anxiety. Headspace has created a way for me to clear my head before bed allowing for more and a greater quality of sleep. I would suggest this app to anyone, not even for just sleeping. But as a way it relax.",Sav.Dragan,The wonders of headspace,2021-03-26 14:57:09,False,5,headspace-meditation-sleep,493145008,
"I give this app 5 stars because the build of this app, the contents of this app, the flow of this app is great. well done. Every app can be improved and this one needs work in some ways 1. the watch app: the only thing I every get on the watch app is a 1 minute ""breath mini"". the watch app is basically useless. Why can't I see my today screen on the watch and start my various mediations from the watch. the watch app gets 1 star. 2. Shortcuts: on the iphone I have setup a sleep schedule. On the ""good night"" screen I am given the option to run shortcuts. Headspace offers a few shortcuts that can be called from this screen. One is the nightly ""sleepcast"". the sleepcast is supposzed to be different every night. It is different on my today screen, but the shortcut always plays the ""Rainyday Antiques"". therefore the shortcut is useless. this part of the app gets 1 star. Lastly, the philosophy behind this app is mindlessness. It is taught as a universal fix for bringing the mind to a place of ease. As such it is a religious philosophy. I think they need to be more open about this and they need to state that the point of this is to alleviate suffering.

This app looks like they did version 1 then stopped before finishing the details.    Shortcuts must work for this app to be fully functional",Antiduplicity,A great app.  Needs work,2021-06-09 05:06:38,False,3,headspace-meditation-sleep,493145008,
"I signed up for my free trial in fall 2019, at the recommendation of a family member. I thought it was great, but wanted to shop around and see what all of the individual meditation apps had to offer, but Headspace is the clear winner. I signed up for an annual subscription (and I hardly ever do that). The general organization of the interface is great in its simplicity, because you can easily toggle between the app’s different features with the navigation on the bottom, and there’s only five options so it’s aesthetically pleasing to me. Speaking of aesthetics, the graphics shown while meditating are very uplifting, simple, and non-intimidating. I think apps like Calm that have the ability to show/do nature sounds are cool, but that feels like too many decisions as to what graphic to choose. The soft Australian accent that Andy has is very calming but feels more non-judgmental, like an old friend who’s just being your guide through the meditation. The daily video content pieces are cool, too. So far I’ve learned about how music affects the brain and about snake plants. This app leaves me feeling inspired and refreshed. 10/10. Great job, devs!",Omfgitsheather,Tried several apps and this is the clear winner,2021-05-06 13:04:13,False,5,headspace-meditation-sleep,493145008,
"I use this app exclusively for the sleepcasts, so that’s the only feature I can comment on.
I love them, and they’re the only way I can fall asleep now. I wish they were a bit longer, but I understand it’d be hard to record a story that’s hours long. I have a couple suggestions: When a sleepcast ends, can it just skip to the next sleepcast (or at least have that be an option in settings?). Also, I can only fall asleep to male voices, so I’m very limited to a few sleepcasts.. it’d be great if all stories were recorded by both a male and a female and we could choose which we’d like to listen to. Lastly, I really would like a setting where we can skip the breathing wind-downs. If not, then at least have a trigger where when you’ve already done 1 wind-down, then the next sleepcast you listen to should automatically skip this part. It’s frustrating wanting to dive right into a new story and having to go through the same breathing session you just did. I really hope you hear my input and take it into consideration! If not, I’ll send them via email to developers. :)",Nik2378,Sleepcasts!,2021-02-12 11:26:40,False,5,headspace-meditation-sleep,493145008,
"There are many tools available to help anyone who puts their mind to easing and alleviating their mind of a bunch of “small stuff”. Headspace is one of those tools. Andy, or any of the two female instructors, do an awesome job in guiding you through the meditation process. There are a variety of topics: Happiness, Anxiety Management, Anger Management, and so on, which are featured as courses, ranging from 10-30 sessions, each one being as short as 10 minutes or up to 20. The teachers start each session talking about a certain aspect, a thinking pattern, that applies to the topic in question, which lasts about one to two minutes, as a means of providing a tangible mental visualization to accompany you in the session as it begins.

Aside from these courses, the app features exploring meditation fundamentals such as breathing, visualization, and so on. Q and A sessions, “Start the day” routines, this app is really, really good. If you want to experience a more guided meditation as opposed to only music accompaniment as featured in “Calm”, give “Headspace” a try. You will not be disappointed!",Logan Rotluff,Essential,2021-05-30 13:29:57,False,5,headspace-meditation-sleep,493145008,
"I have been using the Headspace app for about 5 years now.  From the very beginning I felt I was embarking on a magical journey - a journey that would teach me the tools I needed to lift myself out of feelings of constant fear and inadequacy.  Tools that would help me open my heart and mind to new possibilities and a more peaceful and compassionate approach to myself and the world. With the gentle and insightful guidance of Andy and the other practitioners, I feel safe and supported in my efforts to face and walk through difficult times.  I am able to embrace joy and be present for myself, others and my life as it is today.   It is always going to be a daily practice, as it should be, for that is the essence of being in the moment.  I am also thrilled at how Headspace has evolved to include so many different guided topics for meditation as well as adding exercise to the program!  What better way to integrate mind and body.  Thank you all for what you have done to create Headspace and allow it to thrive!  In gratitude,  Pamela Llewellyn",Pamela JL,I love Headspace !!!,2021-01-12 18:06:32,False,5,headspace-meditation-sleep,493145008,
"personally, i love this app. the meditations are really helpful for my crippling anxiety, and i thoroughly enjoy watching the daily videos and doing the mindfulness moments. i also really like the new updated version with the dark mode and everything. however, i’m not as happy with headspace as i thought i would be when i got the app. i’m still a kid, and i’m not going to spend money to get headspace+, so i’ve had the normal version, however i’m very disappointed about the lack of content i have unlocked. i can only do a few meditations and they’re limited. this is very upsetting to me, and i’ve heard that others have felt the same way. i’m considering deleting headspace for exactly this reason: there’s not enough free content. soon enough i will run out of meditation sessions. i am not satisfied with this app. PLEASE unlock more content for those who don’t want or CANT spend money on headspace+!!!! you might lose this costumer to your app for just that reason. i need more content because my anxiety lately has been through the roof, so i would be excited to try out some new meditations but i CANT. please fix this!!!!!",odd numbet,Ok but could be better,2021-06-27 15:56:22,False,3,headspace-meditation-sleep,493145008,
"Have been using this app for years, since 2017. It has completely changed the way I manage my anxiety. Not only do they have a course for anxiety, but there are also SOS meditations that are super helpful when you’re in the middle of panic mode. Since I first got the app they have added so many new meditations, courses, and even instructors. It has grown with me as my meditation practice has grown and it is always a great day when I use the Headspace app. 
As far as the price it is definitely on the expensive side. I first started using the app when I was in college and was lucky to be in a financial situation where I could afford it. I know they are offering it for free to those who have been affected by the coronavirus. However, my one critique is that they should make a student version, so more people will have access to this life-changing app. 
Thank you Headspace for this amazing product! I will continue to be a customer for many more years, I am sure.",rachelnotfromfriends,Changed My Relationship With Anxiety,2021-02-26 14:04:06,False,5,headspace-meditation-sleep,493145008,
"Not every technique works equally well for everyone, and I feel like they put an over emphasis on the body scan (which is admittedly one I’m not particularly fond of). They have courses like “dealing with anxiety” or “managing anger”, but they’re all essentially the same: “here’s some basic advice you’ll get from every therapist for 30 seconds, now let’s do 20 minutes of body scan.” I don’t feel like they really apply the meditation to the issues often enough, but the advice is decent.

Also, in the beginners courses they mention a lot of abstract concepts that are supposed to help you but they don’t explain them very well or reinforce them very often. So half the time I find myself thinking “Wait, what does he mean by that again and how was I supposed go about it?” 

There are enough great meditation pointers though that it’s been super helpful to get over some hurdles I was struggling with and the voices are very relaxing. Unfortunately the content is a bit sparse given how much stuff they have posted and it can be difficult finding the gems when there’s so much filler to wade through.",Drnkdrrck,Was hoping for more,2021-06-09 05:23:23,False,3,headspace-meditation-sleep,493145008,
"Where do I start? This has changed my life in the best way I can ever imagine! I deal with a lot and i mean a lot (depression, anxiety, stress, etc & the year 2020). I was in such an uncomfortable place with myself  like i wasnt happy with myself, and i was my worst enemy and then I found Headspace on Netflix and I thought why not. I was never good with mediation I’ve tried it before and I thought it was a waste of my time, but wow was i wrong with this. It’s so much different and then i found the app and everyday i mediate! I’ve been working on my anger, my depression, focusing on me. Being kind to me and I’m telling you this has helped me so much. Each recording is about 10 - 15 minutes and Andy walks you through the mediation, helps you to focus on what you need to take care of yourself. 
If you’re having trouble with yourself or feeling like things dont go your way, please try this. Honestly I haven’t had a day where I’m feeling uncomfortable with myself or feeling depressed. It’s worth it",GambaFFesta1994,Life changing!!,2021-01-24 04:01:21,False,5,headspace-meditation-sleep,493145008,
"I’m still fairly young, 24 years old, but in my life so far I’ve acquired a lot of emotional stress. Clinical anxiety and depression, mostly stemming from trauma. But also just becoming aware of aging and time. Cosmologically feeling small and insignificant, that life is pointless. Existential anxiety has seemed to take hold of my mind every day, exacerbating the anxiety and depression I already suffer from. 

This app is something I’m truly grateful for. (Along with the series they recently added on Netflix!) More than aware there’s no cure or abolition of negative thoughts and feelings in their entirety. Realizing it’s all part of the human condition and important to learn how to be aware and navigate stress. Headspace is easy to use and perfectly introduces meditation to people like me who never thought they needed it. Especially when it comes to attention/focus, the guided meditation is exceptional. The interface is clean and smoothly designed. I can’t recommend this enough!",darkbloomfoto,Incredible tool for mindfulness,2021-01-19 21:14:03,False,5,headspace-meditation-sleep,493145008,
"I have dabbled in self-guided meditation before downloading Headspace, and having this app has been a game changer in so many different parts of my life. I fall asleep faster by listening to the sleepcasts religiously every night. I focus better at work using the brilliantly realistic nature soundscapes (I find other soundscapes overly dramatic and more distracting than soothing, but these are perfect). I listen to focus playlists when I walk my dogs. Since one of my dogs has leash aggression, our walks used to be stressful, frustrating, and an activity I dreaded. Now, I do a walking meditation the whole time and things go so much better. My dog still freaks out at other dogs, but I’m much better at remaining calm and redirecting him. I love the wide variety of things Headspace has to offer. It all fits so seamlessly into every kind of activity I do. It is worth every penny. Thank you, Headspace, for making such an incredible and accessible meditation app.",Genevajoyous,a life-enriching app,2021-02-20 20:54:33,False,5,headspace-meditation-sleep,493145008,
"Quality: The app never glitches, the content is bountiful and inspires curiosity of oneself and the world around. I’ve had this app for over a year now. It is the only yearly subscription worthy of my money from the App Store. I’m glad I had this when COVID hit. 

Benefit: These meditation courses and singles have been a life saver for my gifted 10yr old daughter working through PTSD in therapy from trauma. Through the kid section she has learned how to use her breath, and at night, calming sounds or stories to help keep her brain wandering into negative places. She has even worked her way through the grieving courses to help her cope with COVID closing our schools. Her understanding of coping skill usage has increased exponentially and has learned awareness of her feelings in her body.

But, I too have benefited. Without this training, I would have a hard time helping my daughter. Aside from that, the app has reminded me about how to be my creative self again. From gently progressing meditation courses to the video and clever animation shorts that help you to understand foundational concepts, I am feeling enjoyment in my life no matter where I am or what is happening. My favorite treat is the morning wake up video shorts. They range from the wonders of nature to affirming financial struggles. The saguaro cactus video has been my favorite. 

Headspace team, can the app have access to the library of these morning video shorts?",sillydog,Great Quality for Mental Health,2021-02-11 16:11:24,False,5,headspace-meditation-sleep,493145008,
"I use it basically all day every day. I love the sleep casts and sleep music in the background when I’m wrapping up my day, and the soundscapes really help with my insomnia. In the mornings I put on some focus music while I attend my online university classes. If I have time in a day I pull out my yoga mat and put on a stretching walkthrough,  a specialized yoga form, or a guided meditation. It really helps me feel more in control of my thoughts and feelings, and I love that it’s such an easy and simple way to encourage me to move my body when I’m stuck at home. Even when I’m having a bad day, Headspace is my go to. I’ve worked through a lot of pent up emotions and automatic negative thoughts with guided meditations, and with the daily meditations I learn a new strategy or life tip every day. This app is basically the little steady calm in the insanity of my busy days. Whether I’m starting my day or ending it, Headspace is the app I’m on. I highly recommend!",Stressless Student,I love this app.,2021-03-02 07:55:22,False,5,headspace-meditation-sleep,493145008,
"Headspace is so much more than an App on my phone. Life feels crazy busy. Uncertainty seems to have been a stronger presence for everyone these days. Headspace is part of my daily practice. I am so glad I was introduced to it and have stuck with it for over a year now. Only missed a couple of days in a year. I find it easy to include one or more headspace sessions into a day. If I haven’t done one and it comes towards end of day, I want to get it in. I now understand it’s the building impact. A single session is helpful, but over time I have really noticed the difference and the impact on how I approach each day, each situation. Yes, being aware, being mindful and it has helped me to be more at peace with the ups and downs. More able to enjoy all the good and the bad has less impact. It used to be the other way round. 
Thanks to the team at Headspace, for providing me with some head space each day.",Into Everything Good,The app that is there for you :-),2021-02-25 13:25:11,False,5,headspace-meditation-sleep,493145008,
"I am having my COVID shot the next day and REALLY wanted to have a nice sleep before that. I took one meditation session before going to bed in headspace. As usual, it worked nicely BUT when I reached to my phone to close the app, a pop up message showed up saying “Can’t sleep? Try our new sleepcast” it immediately triggered my anxiety of afraid of losing sleep, and I wasn’t able to sleep that night and had to cancel my COVID shot appointment. 
This is really disappointing from a meditation app as this kind of message can easily trigger someone who’s already anxious (and those are often the users of headspace). Especially this is an in-app pop up that you cannot disable in the iOS system setting. 
I am not sure why this message will show up at that time and I don’t want to assume bad intentions (after all Headspace had helped me quite a lot and I am thankful). Please stop sending these kinds of anxiety-triggering messages or at least allow us to disable them!

From a 5-year customer.",whatnickname256,Please stop those anxiety-triggering pop-up messages!,2021-05-06 17:27:37,False,3,headspace-meditation-sleep,493145008,
So when I first started headspace I didn’t know if this app was for me but when I looked more into it the ratings were really good so I downloaded it and first I did meditation 🧘‍♀️ it was my first time and meditation helped me clear my head the I tried sleep noises and that was great it helped me fall asleep faster and usually I have trouble sleeping also meditation can also help you sleep and every thing else was a 5 out of 5 in my opinion and meditation the sleep noises it was all really good  and this kept popping up it said rate this app and write a review so the first couple of times I ignored it but then since the app was really good I decided to write a review and rate it and I gave it five out of five so I highly recommend this app for every one ☝️ and I even recommend for the kids who would like to do headspace and have trouble calming down so this is my review I hope you like this app as much as I  do🙃🤗👍,Presley Olsen,This is amazing,2021-05-11 20:21:09,False,5,headspace-meditation-sleep,493145008,
"I have been battling a lot of anxiety and depression and this is a tool I use to help counteract my feelings of feeling  alone.  It’s not a get rid of everything that is stressing you out promise, rather it’s a tool to use that gives you an advantage. It helps with the process of grief and with feelings of unease, doesn’t get rid of them, but helps make them manageable.  I meditate daily now. If I can I try to find at least 10 min, but there are shorter 1-3 minutes for those who are completely stressed out with little time to make.  It’s a really good tool and I am glad I am using it.  It’s definitely worth the subscription. I recommend for all, no matter what is happening.  This app will help if you use it correctly with the right expectations. There is no cure-all, but this is a tool that will help you reach points where you feel happier and feel less of what you feel now.",Spencer_Logan_SL1,Super helpful,2021-03-10 04:50:13,False,5,headspace-meditation-sleep,493145008,
"I have been a Headspace user for several years now. I first found it back in 2016 after I graduated from college, but I could only periodically afford to keep the app as expenses have always been a challenge in my life. However, I always came back. Headspace has provided me with the resources and support I needed from a community. The approach to everyday practice is made so simple that I would practice on my own throughout the day. Practicing meditation has helped me in countless ways, of the most significant is with depression (MDD). Alongside my therapy sessions, I would practice meditation, I cannot put into words how this has transformed my relationship with my thoughts and people around me. Yesterday, everyday was a hard and difficult day. Today, everyday is beautiful and the challenges are welcome. I love you headspace, thank you again for your support and the light you pour into the world.",lemonnoone,Rich with Light and Support,2021-01-22 14:47:07,False,5,headspace-meditation-sleep,493145008,
"From socially anxious and feeling that a part of myself was lost to overcoming my self deprecating mindset and finally loving myself, headspace has been my guide through it all. No therapist, self medication/prescriptions, has been able to help me the way that mindfulness meditation has. I cried when my free trial was finished and I continue to buy headspace annually since 2017. I am eternally grateful for this application, it has sincerely been a beacon of hope for me from the beginning. I’ve seen it grow so much in popularity and for good reason, it is the easiest way to learn how to meditate. I couldn’t have done it without you, Andy. I hold a very special place in my heart for you. Self development, spirituality and love is my main focus in this life thanks to this newfound way of dealing with my neurosis that I have been blessed to have given the opportunity to grow from. 🥺♥️🧠🫀🫁 🧘🏽‍♀️🏵",Bunny_Shaidy,Nothing Short of Life Changing.,2021-01-20 16:40:01,False,5,headspace-meditation-sleep,493145008,
I love the app overal but there is one problem with the family plan. I recently started using the app and I got the 14 day free trial to make sure I liked it and then I canceled it to join the family plan and it would not let me get the family plan so my mom invited me and I tried to except it but the thing said that I had a plan even though I had canceled it and that made me very frustrated so headspace I would like for you to try to fix that! But over this app is awesome and so useful and you should 100% But just saying you will have to pay a few bucks to be able to use all the features of the app. Also headspace let’s you chose what you want to use it for and you have a day plan we’re you can basically do a breathing exercise an afternoon lift and a sleep cast and a few more witch I love! So get the app if it seems like you would like it!,I am sad thanks,Awesome but one problem!,2021-06-10 23:26:12,False,5,headspace-meditation-sleep,493145008,
"I was going through pretty tough times during Covid and a few months before and after due to the loss of a job and stability, and also due to social isolation. I felt trapped in the race of life despite being a believing Christian who has hope. Disciplining my mind to slow down, to physically quiet down and learning helpful breathing techniques has been a very positive experience. My favorite feature of Headspace is their collection of night time stories to help with ambiance while falling asleep; my favorite is called Monsoon Hour; another favorite is Cat Marina. I love that the stories are familiar, but change subtly every night. We have favorite narrators and settings. To me headspace is a wonderful resource led by a compassionate team of talented professionals, whose insights and stories I appreciate. Thank you for the positivity and for enriching our days in a new way!",Tam E. M.,Excellent Resource to help Rest the Mind,2021-03-03 06:23:22,False,5,headspace-meditation-sleep,493145008,
"Andy is a wonderful teacher of mindfulness meditation. He artfully teaches the core skills and integrates them into a psychology of care for self and others that can only bring more peace and happiness to you, and through you, to those you love. I have done several headspace packs over more than once until they have become part of my vision for a life that allows for sitting with whatever comes up without letting it get me tangled up and off track. I am a therapist and have been able to teach some of the skills I have learned from Andy’s recordings to others and have recommended headspace to clients as well as students I teach and  supervise. There are many wonderful meditation resources online but headspace organizes key material in a library of practice that helps you learn and use the skills say by day. Thank you headspace and Andy P!",Meditator from Maynard,Headspace can change your life for the better,2021-05-29 15:20:48,False,5,headspace-meditation-sleep,493145008,
