isEdited,title,userName,date,rating,review,app_name,app_id,developerResponse
False,EXPENSIVE- AND WORTH EVERY PENNY,Dogman7x,2021-05-09 10:08:53,5,"I’ve bought and listened to at least twenty of these “SleepyTime Apps” and I’ve learned a few things. Most of them are pretty cheeseball. Looping, cheap sound recordings that sound like they were recorded by your father’s cassette tape recorder from Sears, circa 1976. If those are the Chevrolets of the industry this is the Cadillac that they are ALL trying to rip off. I could go on about sound quality or originality but the real thing that sets CALM apart is that they never stop making themselves better, hiring more and more celebrity pros to come in and create their own new sleep songs, narrate their own bedtime stories. What makes CALM different is that they take most of that extra money you pay for their service and immediately re-invest it in the app, snowballing it, making it better every day. The CALM app that I will have a month from now will be better than the one I enjoy today. And they’ve kept this simple formula for as long as they’ve been in business. It works.",calm,571800810,
False,Found my center and my sleep,Maarum,2021-01-06 20:42:57,5,"First let me say that while some reviews have requested more diverse voices for the daily meditations, In my case, I wish Tamara’s voice was used for everything including sleep stories as it’s the perfect formula to center me. I don’t know what it is, but her sleep stories put me to sleep in seconds.

I could write a lengthy review, but to summarize, this app brings me to center when I use it every time. I am someone who is always analyzing everything, wakes up in the middle of the night stressed about work or bills or family things, and misses the quiet within myself. I generally have difficulty sleeping through the night. But when I commit to mediations and sleep stories, it completely does the trick. It’s unbelievable, and I was a disbeliever before a friend recommended meditation with a different app which led me to Calm. It has so many tools to calm and center me so that I can sleep, be more effective at work, be happier in relationships, and be at peace within myself.",calm,571800810,
False,100% YES!!,Alexa Pascal,2021-01-08 04:51:57,5,"So, I have had a difficult time sleeping ALL👏 MY👏 LIFE! When I decided to try Calm, I was a bit skeptical because I had tried so many different apps, skills, and techniques in the past, and NOTHING worked. I was still up for HOURS at a time each and every night, and waking up with 5-6 hours of sleep each and every morning. When I downloaded Calm, I did not have the membership. I was a bit disappointed with how little I could do, and how expensive the membership was. But the investment was worth it! The sleep stories and meditations have me asleep in 30 minutes TOPS (with the help of some anti-anxiety and sleep pills). I also have depression and anxiety, and the guided meditations are amazing! Every morning, I stretch with the guided stretches, and I do the Daily Calm and check-ins each day. No matter how dedicated to mindfulness and meditation you would like to be, this app is worth your time and money. I feel so much happier and more well-rested. I give an 11/10!",calm,571800810,
False,Great but missing some features,Samlovesiphone,2021-01-06 05:19:49,5,"I like the app and have had it for a week so far and the layout is easy to navigate. The only downside is that you can’t put anything in your queue to play. For instance if you do a 15 minute mediation and want sleep sounds to play during the night, you have to go back in your phone after meditation to choose the sleep sound and manually start it. It seems counter productive to me to have to go back into your phone after a sleep meditation to play sleep sounds. If this app would allow users to put things in a queue to play more than one meditation without having to break the practice or to play a sleep sound after meditation without breaking practice by allowing users to use a queue, it would be perfect. Especially since we’re paying so much for this app and it’s not necessarily cheap. Otherwise has
great features and numerous different options for a tranquil experience",calm,571800810,
False,So disappointed lately,tanglepuffs,2021-04-02 14:07:37,3,"This app was fabulous originally, but they have “improved” some functions so they are not easy to use any more.  For example, we listen to the same Eric Braa episodes every night, but now they have moved them out of the instant display of my faves and buried them so I have to search for them in the middle of the night.  They no longer have new Eric Braa episodes and his voice is so soothing.  The recently used episodes should appear near the top of the category list so we can find them easily, not on the home page!  Give us a way to make our own category(s). Give us a way to remove all the children’s stories from the adult content.  Give us a way to totally delete content that is a trigger for us.  And finally, in the middle of the night, a dialog sometimes pops up that I have to put my glasses on to read so I can dismiss it!  That should NEVER happen.  I wish someone would listen.  I used to give feedback on each new story, but it never did any good so I stopped.  I don’t feel they listen anymore and I’m disappointed.",calm,571800810,
False,Charging me premium twice despite requests to stop,mandifa419,2021-01-25 05:22:50,2,"My toddler likes the Thomas the tank meditations. I got the premium subscription for $70 a year out of desperation to get my kiddo to sleep. Apparently I was pretty sleep deprived myself because I bought it twice, as explained by the company representative. One under the App Store and one online with an email. When I asked if she could stop one of them, she ghosted me. I still can’t seem to cancel one of them, and the other had been paid for the year anyway. It was one day until the free trial ended, and the rep refused to help me. Regardless of the content, which I don’t personally find helpful, I think ethically the company should not take advantage of people like that. I’ve led groups on mindfulness meditation for years as a therapist, and I think this content is just okay. Search for mindfulness meditations and lots of free videos will pop up. Or try reading or listening to real mindfulness like jon kabat-zin. Glad some people find this app useful, but I wish I’d never signed up. Paying for two premium subscriptions I barely use (and the one I can’t find auto renews!), feeling duped.",calm,571800810,
False,Love Calm - can we have more anthologies please?,Wmm0114,2021-04-16 16:27:29,4,"I’ve had a couple of different doctors recommend Calm and finally decided to try it. I’ve had chronic insomnia since childhood and was very skeptical, so I was pleasantly surprised with the results. The sleep stories are my favorite feature, but I often find that the story ends just as I’m drifting off, so I have to start another one, which completely wakes me up again. The anthologies have been great since they are longer and I’m more likely to be fully asleep when they end. Can we please have more long stories or anthologies?? Or could you develop a feature that allows me to queue several stories so I don’t have to manually start another?? If that feature already exists, please tell me how to find it and use it!! To those who complain about the cost...if you really cared about good sleep and how it benefits your health, you would think $5 a month is a bargain!! That’s what most of us pay for a generic prescription med to help us sleep!",calm,571800810,
False,Calm to the rescue!,*uckthisapp,2021-02-16 06:06:33,5,"I don’t know what I’d do without this app. I’m a life long somewhat insomniac that cannot fall asleep unless I have something that “occupies” my brain, so I can turn off all the junk I worry about. These stories are highly entertaining, and very interesting, yet calming at the same time. They’re also educational! I’ve learned many things from around the world that I didn’t know before. Most nights I’m out after 2-5 minutes, but some take longer. If I wake up during the night, I simply start a new story and I’m asleep again. I have my favorite narrators too. I find that male voices with accents other than American (with the exception of Erik Brah and Alan Sklar) really lull me to sleep. I need a deep voice lol. Females with British, Asian, Indian accents are great for me too. There’s also calming nature sounds and spa music. I’ve been using the Calm app for 2 years now and it never disappoints! Now I don’t have to reach for the Xanax anymore!",calm,571800810,
False,"Fewer Intrusive Pop-Ups, Please",GloriaCue,2021-02-15 11:52:29,3,"I have the paid version, and particularly like the sleep stories. They work so well, I usually fall asleep before the story ends. Problem is, I might wake up again a few hours later and want to pick up the story where I left off. But instead, I see the “Still Awake?” pop-up window suggesting other stories I might try, or maybe a meditation, and a pop-up asking if I’d like to rate that session, keep track of streaks and stats, etc. No, I’d really just like to find the sleep story I was listening to, but it has vanished from my screen. Now I’ve got to sit up in bed, grab my reading glasses, X out of the intrusive pop-ups, and scroll through to re-find the sleep story that was snatched away from me....leaving me not at all calm, but instead, annoyed and anxious, and now unable to fall back to sleep. Can you please provide a way to turn off these very unhelpful “helpful suggestions” and gamification features? For me, they are defeating the entire purpose of this app, to CALMLY fall asleep.",calm,571800810,
False,Helps with sleep & stress [attn devs],JacquelynNaomiNYC,2021-01-28 13:22:39,4,"This is the best meditation app I’ve tried. I use it 1–2 times a day. Great mix of content and teachers for different moods, goals, and time commitments. While the sleep meditations work for me, I find the sleep stories with celebrity narration too distracting and gimmicky to fall asleep to, but I know others users for whom this is their favorite feature. Calm offers a series of sequential programs for mindfulness skill-building: “7 Days of ______,” where the next day’s content unlocks with the completion of the previous day’s. As a paying user, I wish there were a way to override this. I once exited a minute early, when the wrap-up was nearly over, because I had to leave, and the app made me redo that day to access the next meditation. Similarly, I just updated versions and lost three days’ progress in a program. I think the only way to catch up is to let them play out with the volume off, which is a waste of time and energy.",calm,571800810,
False,Wish I could buy some episodes,Hangingpictures,2021-03-02 11:22:43,4,"Has some lovely calming images and sounds, and the unlocked bedtime story to which I listened had a a soothing voice. There many unlocked sessions I would like to hear and wish the owners would at least give a sample of the voice and then allow me to purchase the episode to own it, rather than requiring  a pricey (for me) yearly  subscription, for which the product is forever gone when it runs out. I know subscriptions are becoming the way of the world, but still I resist!  I do believe people should be paid for their work; I’d just like to be able to actually purchase a product; I would rate five stars if they would allow this. 

“Calm” has a nice daily feature (one of the few push notifications I allow on my phone) which reminds me to stay in the moment, breathe, etc.   The app has some generous free offerings and I thank thank the developers for sharing these!",calm,571800810,
False,thank you Kaiser,shnazzyyabbii,2021-01-25 03:44:01,5,"I get premium content through Kaiser insurance (which has been the best part of their mental health services, but that’s a different review....). 

I am so incredibly grateful for it because I’ve been using it for the past two months and it took me out a depressive episode. 

Jeff Warren’s content keeps me around. It’s because of his 30 day course that I’ve finally established a meditation practice after years of sincere attempts. His approach is very human and relatable; I find sessions with his recordings much more fruitful since he sandwiches the nuggets of clarity between quiet moments. I’m able to ease into the session, instead of being urged into quietness then being lectured by Tamara..maybe that works for other people but it’s inaccessible to me. 

I also use the children’s meditations with my five year old daughter and the sleep stories when she’s having a hard time sleeping. I’m glad to share this experience and skill with her. I was fortunate to have an elementary school teacher show me how powerful meditation and journaling was at an early age, but didn’t have a way to reintroduce it into my adult life AND share it with my daughter till now. 

I used Insight Timer for awhile but was overwhelmed by the features and endless options. I like that this is more curated and it’s lucky Jeff Warren’s content is so appealing to me.",calm,571800810,
False,Are you kidding me???,Des Nocturnaire,2021-01-06 22:43:44,1,"I have been using this app to fall asleep when I need a reliable source of comforting white noise for a few years now. It’s not something that I use all the time but it’s something I come back to on those occasions when I can’t sleep. Recently, when I needed my song that helps me fall asleep every once in a while, I went into the app to find it LOCKED for the first time EVER. When I clicked on it to try and play the song, (water falling by Kip Mazuy in “nature melodies”) a pop up comes up talking about a 7 day free trial and then a monthly payment after that. Unacceptable. You can’t just take something that has been free for years and then all of a sudden make it into a paid service. I know it’s a small issue but I am livid about this. I literally cannot believe this. You have taken my only reliable song that puts me to sleep when melatonin won’t do the trick. I don’t know what I’m supposed to do now when I can’t sleep and need to. You people behind the app probably don’t care though. Obviously all you care about is your GD money.",calm,571800810,
False,Are we helping people or hooking people?,itsoktoday12,2021-04-21 04:59:37,1,"“A resource to help people” that’s what I thought CALM was. And so, reluctant to seek emotional help because it’s such a personal issue, I turned to this app. And because I don’t have the means to purchase the app I have no access to their help. There is such a refreshing trend of prioritizing mental health in this age. But that’s half of the battle to actually helping people. I’m sure this app has good intentions but there will be no change in the epidemic of mental health issues so long as help is unattainable for ALL people who need it, not just those that can pay. If I had the means, I’d pay for a therapist. But those who lack the means to meet with someone are also left behind in such an accessible app that has such capability to make a difference. So my review: I feel very hungry for the help that this app offers and I feel truly left behind. I am sorry for the many others who I’m sure have come here searching for help, as I did, only to find help (once more) unattainable. Do we care about actually helping people? Or do we care only about hooking people?",calm,571800810,
False,Fix this,pastel~,2021-03-22 03:37:25,4,"Okay, I have a lot of trouble sleeping due to anxiety and stress. This helps, BUT out of everything I have looked at, there’s only four free things to listen to for sleep. I have favorited all of the free things and in total there’s four. I cannot afford the subscription either, so my counselor recommended headspace also so I also have that. But that’s not the point. There’s so many things that cost money, and I get it, you guys should have some things that need to be paid for but I don’t understand why there’s literally only four things that’s free and why subscriptions cost so much. Please cut it down a bit or something, many people have the same issues as me and can’t listen to a lot of things either because there’s so much things that need subscriptions and they might not have that kind of money. I have read other reviews and I see that other people agree with me.",calm,571800810,
False,Would be one of the best meditation apps of...,booklover1054,2021-04-18 04:30:33,2,"Don’t get me wrong. All mediation apps seem to help sometimes and are great for dealing with stress and stuff, but this one stood out. It had so many programs and all kinds of useful tools that would be so beneficial... sounds great, right?? Well, there’s just one problem: *Everything besides probably 5 things require Calm Premium* (AKA money) AND ITS FLIPPING EXPENSIVE. Honestly, so many people in the world deal with stress and anxiety and this app could help them so much but they can’t because they would have to pay so much money. I get that the app needs to profit, but honestly the prices could at least be lowered a bit. I uninstalled this app after using the same mediation over and over again because I literally couldn’t get anything else. It just got boring after a while and didn’t help. So if this wasn’t so expensive and there was more to offer, I would completely recommend this. It’s just that one part that makes it not as great :/",calm,571800810,
False,💕,Teresa M3,2021-02-01 23:29:19,5,"I love the Calm app!  I recommend getting the premium content.  Calm is a tool for dealing with the challenges of life.  There is more awareness on anxiety, depression, and negative feelings.  I am hopeful for the future because this will improve people’s lives.  I gifted the app to my friends and family who also enjoy it - beautiful, inspirational meditations, music, masterclasses, teachings, body exercises, sleep stories and music and so much more!  I wish my family and I had Calm for difficult times in our lives.  I am comforted knowing we have Calm now for difficult times in the future.  I am excited to see the upcoming new content which is frequently updated and improved.  Thank you to everyone at Calm - you all inspire and help me!  You changed and improved life for my family, friends, and me!  And for many other people in the world!",calm,571800810,
False,Genuinely good app for a healthier life,Beymax2.0,2021-04-26 08:46:12,5,"I really love this app and the other things they do outside of it. I am in a field that overlaps Psych x Tech, and have genuinely only seen Calm create an app that is not bad for the user over time. I took a trial of it and afterwards decided to pay for it. I love the content, the voices, and the variety for all general life challenges that might come up. I often use the search bar to find something I’m needing a booster for, and it has gotten me through a few anxiety / panic attacks, and even taught me to get better with them over time through these small habit changes. I love the sleep sounds & stories as well for unwinding at night. Along with some other major lifestyle changes, Calm has helped me live a healthier, more zen life. I’ve finally learned to enjoy and get something out of meditation thanks to this app.",calm,571800810,
False,"Top of the line, but...",Gypsyphnx,2021-01-20 12:26:17,3,"I have been a paid subscriber for years, and, until this year, I would have said that this app is perfect for insomnia: 

Celebrity voices coupled with the technique of measured cadence and gradually diminishing volume are features that make this sleep aide unique and more effective than any of the many others that I’ve tried.

I only wish there were a timer on the nature noise that comes in when the sleep story is finished,  as it is the ABSENCE of noise that eventually wakes me up in the morning, like the opposite of an alarm. I use silence as my alarm on another app and it works splendidly, and is not nerve wracking, like an alarm would be.

However, after years of satisfaction, an noticeable issue has come to my attention: More and more of the sleep stories are of a religious nature. At first the sleep stories were fantastic: funny stories, fairie tales, travelogues, poetry, even some to BORE you to sleep, like someone reading the rules of cricket! LOL 

But, for some reason, writings are containing more and more religious content and I’m starting to feel like I’m in a class on Religions of the World, when I’m trying to go to sleep. This falls into the category of “persuasive rhetoric “ and my brain is busy analyzing my own opinion s on the theology or philosophy that is presented, keeping me from resting. 

Could we please just have stories that our brains will not be analyzing for truth?",calm,571800810,
False,Amazing!!,teachlikeaunicorn,2021-02-01 10:56:59,5,"This app is just unbelievable. I am a mom of two, ages 16 & 6, and I am also a special ed teacher, and I use this app both at home snd with my students!! Both of my kids have sensory issues as well as OCD, ADHD, and severe anxiety. My daughter’s needs are more severe than my sons are, and over this past year, there were some nights where this app was the only thing that got my daughter to sleep. She particularly loves the Disney lullabies and the Matthew 
mcconaughey sleep story... can you blame her?! 🤣🙃😉 haha JK...  but seriously, they are so relaxing ... I even enjoy the sleep stories!!

I was fortunate enough to receive a subscription for free when Calm was doing the give away for teachers years ago; however, even if I hadn’t gotten it for free, I would pay for it in a heartbeat!! One of the best apps we own, even if we don’t always use it!!",calm,571800810,
False,I love this app!,BobbiLuvsFood,2021-01-13 19:14:54,5,I have no regret with downloading this app. This app is so helpful when I am doing work or school and I just need a break from it all. I love all the scenes and sounds you can choose from! My favorite one is the fireplace! My recommendations would be to unlock more of the stories and sleep sounds and maybe add more mood check inns? I am not saying this to be critical at all because I love this app! Just a recommendation! My mom was actually the one who told me to download this app! She uses it all the time! Thank you so much for creating this app it helps me so much! I just started listening to the sleep stories on meditating because I have a lot going on in the pandemic and it helps so much! The creators did a great job in putting their best into this app because this app is the best! ❤️❤️❤️❤️❤️,calm,571800810,
False,Love love content but slow slow service,hdrryingswruiknxswas,2021-04-29 04:34:48,3,Iv been using this app for about a year now. Super helpful throughout pandemic!! Initially started using to help with sound at night to fall asleep. But now I love the sleep stories so much. The Exploring Ireland is played regularly in the evening and I now plan to go Ireland some day bc of the story. I use the  playlist during my yoga/stretching after a work out to calm down and relax and I’m obsessed!!  So highly recommend bc of the content! 5/5 stars! I gave it a 3 though over all bc it’s a very slow app. I’ll have full service every and other app works great on my phone but the loading time with Calm App is so slow  compared to other apps on my phone..sometime I’ll just end up turning it off bc it never loads no matter the WiFi or LTE I’m on... now idk if it’s my service or the app sometimes.  I’d give it 5 stars if the app was fast in loading time.,calm,571800810,
False,Great save for two things...,AshlitaMuchamas,2021-04-28 12:41:07,4,"I love the calm app. I use it primarily for white noise to get my baby to sleep (works like a charm!), and periodically for myself for the same reason. I do wish it had a fade out ability, however, in conjunction with the sleep timers. It would be so nice to have it slowly drop in volume down to nothing. This is my biggest wish - it would make falling asleep to the tracks and STAYING asleep so much easier. 

The app also has issues sometimes where it’ll take a few tries to get it to actually play again, or it’ll freeze on one of the sceneries and rotate, but needs to be quit/relaunched to actually function correctly beyond that. Minor bugs, no biggie. 

The various meditative sounds are wonderful, and I’ve used them on really rough days. I genuinely appreciate having an app that slows my brain down.",calm,571800810,
False,No real HomePod integration,Smitz11,2021-01-10 03:03:42,2,"Would be 5 stars besides the fact that you can’t ask Siri to play the daily calm.   For example if you can’t sleep they are asking to open your phone (waking you up more!) to then open the app, select a sleep story, open the air play menu, then finally select a HomePod from the menu.  What’s even the point?  If I even glance at my fantasy league or some thing because I opened my phone for calm because I can’t ask my HomePod to just play calm.  The Siri shortcut is no better you have to continue on your iPhone, same thing look at your phone.  The money you pay this should’ve been taken care of by now.  Apple has given the developer the tools with Sirikit media.  This is not unreasonable and for a app claiming to be about mindfulness you’d figure less screen time would be a top goal.  If this isn’t resolved by the end of my subscription year I won’t be renewing.  Content great, falls on app development",calm,571800810,
False,My daily routine,CelestialWarrior,2021-02-26 18:24:59,3,"Edit: reducing to 3 stars until this stops randomly playing scenes in the background. I reached out to support and have not seen a reply. Has been over a month.

Calm has become a huge part of my life. I’m on my 2nd year of my subscription and I am not looking back. I have grown substantially personally since starting this journey, and every day I deepen my understanding of my mind and how I view and interact with the world. I find Calm to be a blessing and it is regularly in my list of gratitudes. I think this is my most frequently recommended app, as it is the ultimate mental knife sharpener. You can better almost any aspect of your life with a daily sit. This may be the longest app review I’ve ever written, and that’s because it’s warranted. I wish I could give this app 10 stars as it is a life changer and I am eternally grateful for the course adjustments it has helped me make in my life.",calm,571800810,
False,I love the Calm App!,letuskeeptiktok,2021-04-18 22:04:01,5,"I have been using Calm for almost a year now to help focus my energy somewhere else when I have late night panic attacks. Distraction techniques and most breathing techniques I learn from therapists or psychology classes I am currently taking do not work for me personally. My mind is too swarmed by my fear that I can’t focus on anything but that fear. Although calm does use breathing techniques, I believe it is not the “traditional” techniques taught in classes. These breathing techniques have you focus on certain parts of your body instead of your breathing itself. When I focus on my breathing, I actually start worrying if I am breathing enough and it doesn’t help, but calming my breathing through focusing on relaxing every part of my body helps me a lot!",calm,571800810,
False,Never Hear the Ending,Obenshc,2021-05-06 09:19:23,5,"I signed up for CALM quite awhile ago.  There are many times I have not been able to go to sleep... my mind is racing with various lists of tasks, projects, paperwork and everyday life responsibilities that have to be tended to.  CALM is my drug free alternative. It is nights like tonight that it gives me the most for my money.  I have my next chemo treatment tomorrow.  There are times when I am okay and can sleep, but recently it hasn’t been that easy.   So I turn to the app and I am usually out in 15 minutes.  I have yet to make it thru a story.  

I was recently able to use the kids stories on two of my young god children.  I was babysitting one night and they just could not lay down.  I played one of the stories for them... they were not even a year old yet.  I timed it.  SEVEN MINUTES and they were down and out.   SEVEN MINUTES... what a blessing.

I simply love the app.  If you question the benefits of paying for premium membership just keep in mind the monthly fee wouldn’t even pay for  a month’s medication so I am just fine paying for
extra content each month.  Especially since I KNOW it works.

Thank  you,
Christina Obenshain",calm,571800810,
False,This is just annoying and bothering,natp8509,2021-02-22 20:02:10,3,"Ok don’t get me wrong I love this app in all but what really bothers me is that almost all everything in this app is locked because you have unlock calm and it costs money the reason why I don’t unlock calm is because my parents don’t know I go through stress,anxiety,depression so I don’t ask for the money for calm,It really bothers me that I can only listen to a few stories in calm I really think that you shouldn’t lock almost all of the stories,lullabies,songs,mediations you know all that stuff I really don’t wanna ask my parents for the money I know there is a 7 day free trial but the 7days will end soon and I don’t wanna pay for it, this is really helpful for stress anxiety and depression but a lot of the things in this app cost money but other than that this app is amazing and really helpful to the people who pay for it.",calm,571800810,
