rating,title,review,userName,date,isEdited,developerResponse,app_name,app_id
5,Works!,I haven’t been using this app for long but the statements that are sent really help ground me. I found it as I was researching on resilience for my project ideas. Team has agreed this is going to be one of the interventions to help!! Paying it forward helps with resilience too😊,future geriatric np,2021-06-02 22:44:59,False,"{'id': 23206726, 'body': 'Glad you found us and grateful for your review! ', 'modified': '2021-06-04T23:55:53Z'}",moodfit,1054458809
5,Works great,"I personally like this app, particularly the gratitude and mindfulness practices. They help me stay centered and content with where I’m at in life. The little messages throughout the day also make me feel better and surprisingly come up at the right time.",KittyKat2234,2021-03-06 22:13:29,False,"{'id': 22201073, 'body': 'Thank you for the review. Remember that you can change your notifications/reminders anytime you want in the Reminders tool. We have themes like Calming, Distorted Thinking and Gratitude. Changing up these from time to time can help you get more out of them. Thank you again!', 'modified': '2021-04-12T20:34:57Z'}",moodfit,1054458809
5,Highly recommend this app,"Love this app! I would HIGHLY recommend it for all ages. It definitely helps. Especially, people w/chronic anxiety & depression. My daughter has both plus PTSD and it helps her too. The free version is amazing as is, we are thinking of upgrading.",In_pink_cutie,2021-06-15 19:06:09,False,"{'id': 23532994, 'body': 'Thank you for the review! We love hearing how Moodfit has been helpful to our users. With gratitude! ', 'modified': '2021-06-23T02:04:11Z'}",moodfit,1054458809
5,Worth it!,"Even without paying for premium, this app is really worth it. I have depression and I find that acknowledging my emotion, I’m feeling a lot better. I would definitely recommend this, and it’s really easy to use :)",Dubster05,2021-03-04 17:38:26,False,"{'id': 22201084, 'body': 'Thank you for the review! The first step is acknowledging our emotions. Much gratitude for your review!', 'modified': '2021-04-12T20:36:14Z'}",moodfit,1054458809
5,Great for nurses,"I have struggled with bipolar, panic attacks and ocd for years. Moodfit helps me stay focused on easy to accomplish daily goals which helps me stay grounded and calm. This app helps me feel like I CAN control my emotions when I have a stressful night/day at work. I Love it!",Becher84,2021-04-28 04:09:14,False,"{'id': 23215267, 'body': 'Thank you for the review. You 100% get the Moodfit premise - the repetition of simple good practices can reduce stress and lead to change. Gratefully yours!', 'modified': '2021-06-06T03:55:10Z'}",moodfit,1054458809
4,Interesting so far,"Only used a few days, but I like the many customizable options even on the free version. Received a msg yesterday about an extended free premium trial for submitting a review but with an expiration date of three days earlier. Doing it anyway and counting it as a hopeful action for the day!",User124299,2021-02-04 16:46:24,False,"{'id': 20942021, 'body': ""Your hopeful action was rewarded! :) Hope you like Moodfit. We'd love to know what we can do to earn a 5 star review. Thank you!"", 'modified': '2021-02-09T03:17:08Z'}",moodfit,1054458809
5,Game changer,This app is fantastic. Especially appreciate the mood tracker and the breathing exercises. I feel much more in control of things rather than things controlling me. Thank you!,1beggar,2021-05-09 01:26:39,False,"{'id': 23206740, 'body': 'Very happy to hear how Moodfit has been helpful. Thank you for the review!', 'modified': '2021-06-04T23:59:01Z'}",moodfit,1054458809
2,Not Really Great,"The apps is somewhat helpful with teaching me some techniques to how to relieve some stress, but it’s honestly short when it comes to helping feeling better. Also, that fact the app locks more ways to help stress behind is a pay wall is awful. I recommend finding something much better.",Seppisaurus,2021-06-02 16:04:31,False,"{'id': 23206739, 'body': ""Sorry to hear we didn't meet your expectations. We'd love to hear your feedback. We also have programs to provide financial assistance. Please send us an email, hello@getmoodfit.com. Gratefully yours!"", 'modified': '2021-06-04T23:58:19Z'}",moodfit,1054458809
5,So helpful,"This app is a must! Has carried me through the pandemic, helping me focus on my strengths & providing me help with focus. Got my husband using it now & we are grateful for it.",mrw123,2021-04-28 12:01:53,False,"{'id': 23215257, 'body': ""Thank you for the review and for telling your husband about Moodfit. Very happy to hear it's been helpful with focus. Gratefully yours!"", 'modified': '2021-06-06T03:53:35Z'}",moodfit,1054458809
5,Highly recommend!,This is a wonderful app I recommend to several clients. It has a lot of great tools.,Taylor63toys,2021-02-28 15:17:06,False,"{'id': 22201115, 'body': 'Thank you for the review and for recommending it to clients. We have a program where providers can give extended free trials to their clients. See getmoodfit.com/pro. Let us know if you have any questions. Thank you again!', 'modified': '2021-04-12T20:38:41Z'}",moodfit,1054458809
5,So far so great,I’ve only been using the moodfit app for a few days but it’s a great tool to keep you focused on your mental health.,pegertner,2021-02-11 17:24:53,False,"{'id': 21119979, 'body': 'Thank you for the 5 star review! Please keep going. Ever have questions just email us, hello@getmoodfit.com. ', 'modified': '2021-02-17T18:21:30Z'}",moodfit,1054458809
5,Excellent for self care,"I’ve just started using.  This app has so much to offer. Easy to personalize .  Discusses gratitude, breath work , journaling , CBT and more!!!",learning hope,2021-05-06 16:04:44,False,"{'id': 23215249, 'body': ""Thank you for the review. Very happy to hear you're finding the customization features to be helpful. Gratefully yours!"", 'modified': '2021-06-06T03:52:09Z'}",moodfit,1054458809
5,Keeps Me Motivated,Use it every day. Helps me to know where I’m at and what I need to do to become better.,jfronk28,2021-01-03 23:12:51,False,"{'id': 20562215, 'body': 'Thank you for the 5 star review! Grateful to hear that Moodfit is helping you moving forward day by day.', 'modified': '2021-01-21T20:12:33Z'}",moodfit,1054458809
3,Repetitive,Same notifications for support. Did not change habits- just created a new habit to delete the notification,Nomadic nurse,2021-03-12 14:46:38,False,"{'id': 22201054, 'body': 'Thanks for the feedback. You can change your notifications anytime you like in the Reminders tool. Just pick a different theme like Calming, Distorted Thinking or Gratitude and it will give you new notifications. The next version of the app will remind you to change this every week or so. Let us know if that is helpful.', 'modified': '2021-04-12T20:32:55Z'}",moodfit,1054458809
5,Helping me be more positive and less reactive,Loving the app so far,gh73883,2021-02-12 23:23:34,False,"{'id': 21119903, 'body': ""Thank you for the review! We're grateful to hear that it's helping you to feel more positive & less reactive. Those are wonderful things!"", 'modified': '2021-02-17T18:17:59Z'}",moodfit,1054458809
5,Great app,This app is great for tracking mood along with factors and activities that impact it.,Paula in SEPIA,2021-06-29 10:03:16,False,"{'id': 23686005, 'body': 'Thank you for your review! ', 'modified': '2021-07-01T00:54:53Z'}",moodfit,1054458809
5,Too good,App slow sometimes but content v good,🦷❤️⭐️,2021-02-25 13:35:48,False,"{'id': 22201128, 'body': ""Thank you for the review. We've worked on making the app faster. If you're running into any issues please send us an email, hello@getmoodfit.com so we can fix them for you. Gratefully yours!"", 'modified': '2021-04-12T20:39:24Z'}",moodfit,1054458809
5,This is the journal for me,"This is the journal for me!
👍🏻simple 
👍🏻CBT
👍🏻mood graph
👍🏻tips, tools and reminders
👍🏻consistently use it
👍🏻fast response time from company
👍🏻grateful journal
👍🏻track meds, exercise, mental health visits",Ilovemymonkeyz,2021-03-07 20:33:11,False,"{'id': 22201064, 'body': ""Thank you for the awesome review! Don't hesitate to send us feedback anytime to hello@getmoodfit.com. With gratitude!!"", 'modified': '2021-04-12T20:33:47Z'}",moodfit,1054458809
