isEdited,date,title,rating,userName,review,app_name,app_id,developerResponse
False,2020-09-15 12:37:21,I love it! 😍 just a suggestion.,5,"hi, hello!","I love the app! It's amazing! The stories are so relaxing! And they even have a ""Free"" tab, so you don't have to keep scrolling to find a free one if you don't have the premium. I find that super convenient, many of these types of apps don't have a ""Free"" tab, but this has!!! I really love how this is setup. My favorite sound has to be the barbershop. Only because I can't try out any of the other sounds. And yes, there is another sound but I'm not a fan of that. So maybe could you put some sounds for free? 

This is just an idea that I have. What if there's a rotation? Like for the stories, the sounds. So one rotation would last 1 month, and there is 12 rotations, so you could experience all of what you guys have to offer! This is just an idea, it's okay if don't take it. 

Thank you for reading!!",slumber-fall-asleep-insomnia,1109543953,
False,2020-11-04 14:16:54,Free? Heck Yeah!,5,JakeLucy123,"I have been using the free version for almost a year because I have not been able to afford the premium version, and I love it! There are about ten different recordings you can listen to: some are stories, some are background noise, and some are meditations. I can set the recording to repeat once or twice just in case the first 20 minutes didn’t put my out (which normally, it does. I just wake up if the recording stops to early). You can adjust the music and other background noises for your recording, like trains, crickets, rain, leaves, and so much more! This has been helping me fall asleep on band trips, nights before big tests, and even election night (omg)! This Christmas there is no doubt I am going to invest in premium to have access to the hundreds of new episodes!",slumber-fall-asleep-insomnia,1109543953,"{'id': 18928761, 'body': ""Hello JakeLucy123!  We are thrilled to hear that our application has made such a difference in your sleep even when you're on band trips. A new variety of stories and meditations will be available in our premium version and we're excited for you. Stay awesome! \n\nLee"", 'modified': '2020-11-05T23:09:12Z'}"
False,2020-06-29 18:57:02,Never slept better!,5,LadyMissEm,"I downloaded this app about a year ago when I was traveling for work and having difficulty blocking out ambient sounds. I haven’t been able to fall asleep with “background noise” before. But the Story Drone stories narrated by Abbe Opher did the job. Her voice is so soft and soothing. I also really enjoy listening to the stories by The French Whisperer. I chose this app for its stories specifically. You can add other ambient sounds (crickets, ocean waves, rain, etc) to the background while listening to the story, which I love. It is less expensive than the Calm app. It doesn’t have as many options as Calm, but I’m ok with that. There are ambient sounds and meditations if that’s what you’re after. I love this app, highly recommend it! Thanks for helping me sleep, Slumber.",slumber-fall-asleep-insomnia,1109543953,
False,2021-05-24 14:56:51,Pretty good,4,grmasa,"Slumber has a lot of the typical travel log type stories, some badly written formulaic story-like offerings, relaxation type meditations and these may be fine for many people to fall asleep. They also have a few of my favorites: wonderful voices reading very well written material. Some of these include The Jungle Book, Sherlock Holmes, The Wizard of Oz, etc. One of my very favorite readers, Abby Offer (sp? Sorry Abbie?) is found here but I wish she read better material. The guy who reads about the Norse gods, and the French Whisperer along with several others are excellent. If you want these readers, Slumber is a good second app to the best one, which eclipses them all with hundreds of thousands of free meditations and a sleep section far larger than any other entire app: Insight Timer. Plus for less than many apps you can go to Premium to support the site!",slumber-fall-asleep-insomnia,1109543953,"{'id': 23048905, 'body': 'Hi grmasa, thank you so much for your kind and detailed feedback. Please feel free to email as at support@slumber.fm if there is anything we can do to make our app even more efficient. Thanks! ', 'modified': '2021-05-27T15:30:22Z'}"
False,2020-10-31 13:46:49,THANK YOU!,5,badkittym,"I suffer from severe chronic joint and spinal issues, and as a result, sleep very poorly. Hard to fall asleep, hard to sleep deeply, wake up often, and when I DO sleep, I usually have bad dreams. About as far from restful as you get.

I downloaded the Slumber app out of desperation (and because the price for the premium was reasonable). Lack of sleep causes depression and a whole slew of other negative issues which I know all too intimately. I spent a fascinated 45 minutes scrolling through the various categories and selections, playing with settings. I absolutely adore being able to customize additional background sounds, and in short order had created the perfect custom mix that sounds exactly like one of my favorite places on earth - northern Minnesota during the deep summer. Crickets, gentle rain, barely audible music as accompaniment. 

From the very first bedtime use, what I experienced was deeper relaxation, quicker sleep, staying asleep longer, and...no bad dreams. If that last was all I’d gotten from the app, I’d have still counted it as my best  and wisest download ever. 

I could not possibly be more pleased. Thank you for saving my sanity.",slumber-fall-asleep-insomnia,1109543953,"{'id': 18879653, 'body': ""Hi Badkitty,\n\nThank you so much for the kind words.  It really means a lot. We're so happy to help you get a better night's sleep.  If there is anything we can ever do to make the app better for you, please don't hesitate to reach out to support@slumber.fm.\n\nBest wishes,\nLee"", 'modified': '2020-11-03T16:56:37Z'}"
False,2020-09-10 09:33:48,Please add new sleep meditations...,3,Haparose,"I purchased a year subscription because I wanted to listen to sleep meditations. However they haven’t really added any new ones since the pandemic started 9 months ago. They do add content, but it’s mostly story drones which keep me up. So I have to listen to the same meditations over and over which gets boring. Please start adding sleep meditations again. Especially in this time of stress and anxiety, we need that. Also they use to have a list format. They unnecessarily changed it to an image gallery style. Now I have to scroll for days to find what I’m looking for. I also cannot easily identify new content like I could before. It makes me think that they are trying to hide the fact that they aren’t adding much new content. If they would fix these things, I would gladly rate it five stars.",slumber-fall-asleep-insomnia,1109543953,"{'id': 17881189, 'body': ""I'll let your content team know that you are looking for new Sleep Meditations.  We continue to release new content two times a week.  The home screen contains the 10 most recently published items for you to easily find something new.  We are working on a new release where we will be bringing back the [NEW] badge to a few places in the app."", 'modified': '2020-09-15T03:28:58Z'}"
False,2020-06-10 04:00:51,Awesome!! (Read this!!),5,Vernonnn99,"I have been using Slumber for a while now, and I really enjoy it! Of course like with every app there are some ups and downs, but I feel like this one doesn’t have as much low parts, which is great! Something that I love about Slumber, is how the have a WHOLE row of just free ones, which I personally LOVE because, don’t judge, but, I really NEVER pay for like apps, so I just stick to what they have for free, so it really suits me! Like I said, it does have some downs, such as how it is not really user friendly! I mean like it’s good, but you can’t really like change your profile picture or anything, and doesn’t have a space for just like all of your recents. Hope your found got this m who pub him helpful!",slumber-fall-asleep-insomnia,1109543953,
False,2020-03-04 06:59:41,Best sleep app ever!!,5,maddiet952,"I have had a lot trouble in the past falling and staying asleep. Often, I would be up super late because of my anxious brain or I would wake up way too many times in the night. Eventually, I decided that I should try a sleep app. I looked for quite a while and none of them were that good. But when I came across Slumber, it seemed almost too good to be true (spoiler alert: it is even better than I thought it was going to be).

Everything about Slumber is incredible: the different narrators, adjustable background noises and music, the layout, the feature that allows me to loop stories or set a delayed ending, the super calming stories that are interesting enough to distract me from my thoughts but not too interesting that I can’t sleep because I’m thinking too much about the story. Everything.

Slumber is the ONLY sleep app that I’ve ever used that has consistently helped me fall asleep easily and stay asleep. I am so so so glad I found Slumber. I would give it 100 stars if I could, but unfortunately, my rating is limited to the 5 stars provided to me. 

Get. This. App. You will not be disappointed! 

:)",slumber-fall-asleep-insomnia,1109543953,
False,2020-05-28 13:49:55,Falling asleep SO fast!,5,Falling asleep SO fast!,"I fell asleep in 1 minute until my dog woke me up. now I can sleep without taking like 10 minutes to fall asleep. I really like this app and people who want to get this app they should! it solves all your problems. When you download this app you can just go to any of the sounds, stories and more down bellow when you open the app. It is a really peaceful app and I tried all the games that are supposed to be peaceful they really don’t work they just make me more stressed because I keep on failing them and I get SUPER Annoyed. So if your new to the app YOU SHOULD DEFINITELY GET THE APP... if you have problems sleeping... anyway I still think you should get the app even if you don’t have problems.",slumber-fall-asleep-insomnia,1109543953,
False,2020-09-02 03:18:27,"Excellent, but add more history!",5,Kaz_Uie,"I want to start this review by saying this app works wonders at helping me fall asleep, more so than any other white noise generator I’ve used in the past. I often would still be awake after the hour or so run time of those, but that is much less frequent now. 

I’ve been using Slumber for two weeks now, and I’m glad to have signed up for the year of it. As a result, I’ve given it 5 stars, even though it’s not 100% perfect. It does what I need it to do. 

However, it could be even better. I personally do not like the stories; the first one I listened to seemed almost patronizing to me, and it irritated me so much I couldn’t fall asleep. The history tracks, on the other hand, are fantastic! I can comfortably fall asleep as I’m learning about a wide variety of things, with the French Whisperer being a standout. 

Sadly there are WAY more stories than history episodes, and I think that’s a shame. 

If I could make one recommendation to make Slumber perfect, it’d be “find more people who make history episodes like the French guy”! I’m begging you!",slumber-fall-asleep-insomnia,1109543953,
False,2021-04-13 02:19:47,Over 700 sessions and still LOVE it!,5,Frenchfrai,I’m a psychiatrist and recommend this app to patients with sleep trouble regularly. I myself have been using it for a couple of years now and have listened to over 700 sessions so far and continue to love how it’s developed over time. I now have a nursing newborn and this program is a lifesaver when trying to get back to sleep after a night waking. The premium subscription has been worth it for the variety offered and the regularly new content. The customer service has been great. I can’t say enough positive about Slumber. It has definitely changed the sleep game for me. I highly recommend using sleep headphones with it. Happy sleeping!,slumber-fall-asleep-insomnia,1109543953,
False,2020-09-10 07:33:33,Not enough new stories for kids,4,Amazing Naruto game!,"This app is awesome I love that it has stories, meditations, and other formats of relaxation sounds in general. I love that you can add background sounds when listening  to a story/meditation and customize each story. My 7 year old and I use it every night. My only complaint is that the kids stories are not updated very often. Also the kids stories are usually pretty short compared to the adults. So I have to go into the adult section and pick a story with the same narrator as the kids stories in order for it to play long enough for my son to fall asleep. Adults and children have issues falling asleep. Wish they would fix the issues and value kids as much as adults.",slumber-fall-asleep-insomnia,1109543953,"{'id': 17881207, 'body': 'As someone with two kids of my own I agree that we could improve the kids content in Slumber and we are working towards that end.  We are currently hiring new writers and illustrators so we should have some more kids content out soon.', 'modified': '2020-09-15T03:30:19Z'}"
False,2020-05-14 19:58:32,Worth the money!! I would love a “random” option.,5,ladygumball,"My husband and I have been using this app pretty consistently for the past year, and I recommend it to anyone that has trouble sleeping. We prefer the StoryDrone and Dream Stories playlists, and I would love to be able to just press random at the top of a playlist for how we use it. I love the history topics, but I find it difficult to understand his accent occasionally which keeps my brain active trying to understand. Really the only category we don’t use is soundscapes, it’s just not our style. 

I only offer these critiques/ideas because I love it, and I see myself using this app for years to come.",slumber-fall-asleep-insomnia,1109543953,
False,2020-07-04 04:55:00,Only App I ever bought! Worth it !!!,5,sinclairchamb,"I literally use this app every night. I purchased it after the trail period because just had to keep listening. There are so many categories and different accents, voices to listen to, you will never have to listen to the same thing twice... you will have your favorites and go back to them often. Has totally helped me shut down at night instead of anxiety taking over and just replaying the day in my mind. I’ve certainly used this enough to not feel bad about paying for an app. It really is great and I generally can’t stand “ meditation “ type stuff... this puts it on a different level.",slumber-fall-asleep-insomnia,1109543953,
False,2020-07-09 00:28:15,Slumber rocks!,5,"happystar,","Slumber has helped me fall asleep every day for the past week, faster than usual, I went from falling asleep at three AM and waking up at eight thirty in the morning all the way to going to bed at eight and wake if up at six in just a couple days, the app gives you a buffet of episodes about all sorts of relaxing stories, and if you don’t like stories? Well they’ve got you covered! They have meditation and self reflection and more, if you think that they can’t find your kind of sleeping aid you are wrong, because I have tried countless times to find a sleeping aid, or just something that helps me relax and Slumber is the only one that worked.",slumber-fall-asleep-insomnia,1109543953,
False,2021-01-05 03:07:05,Great Variety of Stories,4,rmesoo,"I have a special needs child who has difficulty falling asleep. Slumber has changed all that, and there is less ‘drama’ at bedtime, due to the variety of stories and how well the stories are presented. New stories are added on a regular basis, so we don’t have to keep cycling through the same ones.
   One thing I’d like to see added is a way to know which new stories were recently added, such as a counter showing how many times the given story was selected / played, by the individual user. This would also help determine which stories may be favorites or less favorite. Ordering options by most frequently played vs least played would be very helpful.",slumber-fall-asleep-insomnia,1109543953,
False,2021-03-02 03:56:16,"Awesome sleep app, FREE section is plenty",5,ToriRose11,"I've been using this app without a subscription for months and I LOVE it. I can only listen to the free stories/sounds, which rotate every once in a while. 

There are so many types of sleep stories to choose from. They vary from adventures, to travel, to boring stuff like bird migration (honestly my fave) and different voices tell each story. 

You can add background noises such as a calming music, running river, crickets chirping, fire crackling, a ceiling fan, and a few others. It gets even cooler because you can adjust the volume of each sound individually! For example, I like my sleep story to have low music, fire crackling and river flowing in the background. 

You can set the story to play once, repeat twice, or infinity times. I like to set it for 2x just in case it takes me a while to fall asleep. The app also has an optional bedtime reminder notification. 

Definitely no need for subscription (use the FREE stories!) although I may invest in a subscription considering I use the app every night for bed.",slumber-fall-asleep-insomnia,1109543953,
False,2021-05-01 14:31:57,It’s also a podcast,4,hkremer,"I hate to ding this app. I love Abbe and Thomas and Nadine and all the British storytellers. I almost always fall asleep to the stories within 15 minutes or so. The trick is to try to stay awake, and you’ll fall asleep. It it turns out, however, that there’s also a podcast that has almost all the same stuff, and more, at least the stories.  So I feel kind of silly having paid for this. I don’t really need the soothing music as there are hundreds of those on streaming services. The podcast is called get sleepy. It’s free, and stories go on there before they hit here. Watch, I bet Mythology of the Moon by Abbe Offer will be next in line on this paid app. I already listened to it for free though.",slumber-fall-asleep-insomnia,1109543953,
False,2020-01-08 03:45:41,WHY ARE YOU SO GREEDY!?!?,1,Your LEAST favrite fan,"Once I ran out of FREE stories I had to listen to the same one over and over again! I think you should have MORE free ones! Think of some people that can barely sleep at night thinking of house bills because they don’t have much money, they would need something like this but, since you care more about MONEY than poor people wishing for a miracle to come and help them 1. Fall asleep 2. Have children go to school instead of homeschool 3. Afford to have a house bigger than a shed. Now do you understand, people who made this app? Some people can’t afford a house, and can’t sleep thinking tomorrow they might have to give it up! And YOU would have them die if you got MONEY!!! Do you get my point?!?!?! My point is you should be less GREEDY and let EVERYONE have ALL the stories, sleep medication, sound scapes, all that stuff. What I want to say now is...
PLEASE!!!!!!",slumber-fall-asleep-insomnia,1109543953,
False,2020-01-07 03:51:23,Fraud,1,Josh776,"I strongly encourage you to look into other way better apps with frequent ongoing updates, more content offered, and more support and customer oriented such as Headspace, Calm, or Breethe. ONE MONTH in after receiving a reply from the developer who promised the “restore purchase” button would be fixed by the end of the week. That’s been over a month ago and still nothing. Don’t purchase and boycott a developer who is only interested in getting your hard earned money and provide you with no service. I purchased the most expensive plan for lifetime subscription with a whopping $300 about 1.5 yrs ago and now the restore purchase button won’t work. I pressed the button and rebooted the phone still nothing. No way I’m going to purchase again. Let’s see if I can pursue these folks now. I have now contacted my CC company for a chargeback.",slumber-fall-asleep-insomnia,1109543953,"{'id': 12982930, 'body': 'Hi Josh,\n\nSorry for the delay and thanks for your patience.  Can you try updating the app to version 2.8.1 and go to Profile - Settings - Restore Purchases.  You can also reach us directly at support@slumber.fm to resolve the problem.', 'modified': '2020-01-18T01:19:58Z'}"
False,2020-08-13 14:12:16,Greatly improved,5,Georgie Elliot,"I started using Calm a few years ago then  I bought Slumber just to give me more choices but was very disappointed. There were only a few narrators and the content was awful. I ignored it for a year and cancelled the subscription . Recently I opened it and it’s like a totally different app.  Many narrators, organized differently and the content mirrors more of what Calm had been doing. I’m turning to it every night even more than to Calm. Calm is still great though with lots of new content.  Keep up the good work Slumber. Maybe the two companies merged? Anyway i.m like a kid in a candy store now w so many more Slumber options.",slumber-fall-asleep-insomnia,1109543953,
False,2021-03-01 05:40:11,Excited to go to bed now.,5,Mobonney,"I’m shocked at how much this app really helps me. My mind goes into overdrive starting at 10pm and my thoughts make it nearly impossible to fall asleep naturally. I thought that hearing voices while trying to fall asleep would not work—but it does. The stories are great because I dont like typical meditations that force me to focus on my body, breath, etc. because I want to GET OUT of my achey body. It really does help to take my mind off of the anxiety of trying to fall asleep. Something about the intimacy and tenderness of the voices feels primal—like going back to being a child and having a parent help you off to sleep.",slumber-fall-asleep-insomnia,1109543953,
False,2020-01-29 02:07:06,Do you have problems falling or staying asleep??,5,Scattyannie,"This is by far the best app in my phone! I've suffered from insomnia since adolescence and this is literally the best sleep aid I've found! It helps me fall asleep stay asleep and keep the racing thoughts at bay! My biggest problem had been controlling those thoughts that come in the late hours and keep you from sleeping. I haven't slept this good in 25 years! I would even recommend the full version even though the price seems steep, it already has been worth every penny to me. And I don't usually spend money on apps, But absolutely if I could I would give this app ten stars!",slumber-fall-asleep-insomnia,1109543953,
False,2020-10-27 13:03:10,Single Mom SLEEPS!,5,Niki Dance,"As a single mother to a toddler, who also owns and runs a business from home, you would think bedtime would put me right to sleep. But once bedtime rolls around for the little one, and it’s quiet, my mind races. I toss and turn all night. 
This app popped up in an ad and I thought it was so silly, but I thought why not let’s give it a try. I dozed off before the Deep Dive story was even done. Instead of thinking about bills, customers, next days errands as I lie down, I was painting the picture in my head of a boat, ocean, moon light and then next thing I know, it was time to wake up in the morning. Love love this app!",slumber-fall-asleep-insomnia,1109543953,
False,2020-09-27 13:53:59,The BEST for falling asleep fast,5,Liz Larue,"Since I found this app, I have used it every night. I am always able to fall asleep and stay asleep. For my sleeping experience, I listen to Dream Stories and there are many of those that are my favorites. Thank you is not strong enough to tell the app makers. I highly recommend you try this app and do one upgrade so the variety will give you a wonderful, sound asleep experience. Only my husband knew how badly I needed this app and how it has solved my insomnia 100 percent.  I’m writing this review in hopes of helping anyone else experience the peace and serenity I have now while sleeping.",slumber-fall-asleep-insomnia,1109543953,
False,2020-04-13 06:40:31,Amazing😍😍😍,5,Pdog is #1,This app amazing it made me have the best sleep ever! You should totally try it! OMG I can’t wait to do mine tonight and if you don’t like it you are weird but like I had the best day today because I had the best sleep last night and oh geez five stars all the way again I had the best sleep totally totally totally totally totally try it you will not regret single thing I’m just saying try it if you don’t like it then you’re not related to me I’m not saying you are but like it’s the best sleep ever and try it I’m begging you to try it doesn’t cost any money except for the premium😻😻😻😻😻😻 I don’t even have premium,slumber-fall-asleep-insomnia,1109543953,
False,2020-04-15 15:10:41,It Actually Works!,5,IrishPirQueen,"Please many more HISTORY stories: they are long-playing and they work like a charm! The Egypt recording is the high point of the app! May I suggest Howard Carter? It’s intelligent enough to hold your interest so you quit worrying but that can still lull you to sleep.

Please put a search feature as there are a lot of entries and I just love 💕 the male voices, they're deeper.

I place stories for more than one turn. Then I keep playing soothing sounds. Your selection. You can turn down the music or turn it off all together.

I just learned an invaluable iDevice trick. You can turn off whatever, audio or visual, if you set your timer to whatever exact given time. You hit the last playing option on the very bottom to ""not playing"", I believe. So it will work with Slumber or Netflix. 

I enjoy the recordings of the kitties on Slumber!

Slumber doesn’t always work but it will DEFINITELY cut down on those precious sleepless hours you’ve been cheated out of!

Just go for it!",slumber-fall-asleep-insomnia,1109543953,
False,2021-01-25 16:30:28,Better than calm,5,mattts9,"Has helped me fall asleep, highly recommend. Calm has lots of different things, whereas slumber focuses more on just sleep stories - a relaxing narrator telling a relaxing story. These are not only fiction “stories” - my favorite are the science or history based ones - for example, teaching you about prehistoric structures. My favorite narrators are “the French whisperer” and Abbe Opher.

My only concern is that I am moving through them faster than new ones are being added - particularly non-fiction. We will see if I’m still using in a few months or if I’ve gone through all the non-fiction.",slumber-fall-asleep-insomnia,1109543953,
False,2020-03-01 04:18:15,Best app ever no joke!,5,Shunimite,Slumber helps me relax when I am in bed and you don’t even have to have your phone on you can turn it off and slumber will still play its amazing stories! I love the nature sounds and the best part is that you can customize the background sounds to you liking! The voices are soothing and relaxing and they make me so tired and it’s makes my body calm down and loosen up. This is the best app ever for sleeping and before I had this app I trouble falling to sleep on my own but now that I have slumber I can fall asleep in less than 5 minutes!!! In my opinion I think this game is phenomenal!!! Phew 😅,slumber-fall-asleep-insomnia,1109543953,
False,2021-02-18 09:15:33,Amazing,5,tbrady21838,"I been able to sleep now that I been using slumber but on the nights that the regular stories I use don’t work and I am still up for hours not being able to sleep (and I feel like I’m not the only one) I think there should be a section of sounds and stories for those kind of nights. Like for example a story about racing or about fishing to help keep parts of the mind at ease that are hard to stop from racing. 

Also a little bug I think slumber hasn’t been tracking the sessions I do it only says I’ve done 11 when I’ve done way over 60 by now.",slumber-fall-asleep-insomnia,1109543953,
