isEdited,title,date,review,rating,userName,app_name,app_id,developerResponse
False,Love love love!,2021-05-07 11:30:48,"I am a behavioral therapist and I recommend this app to all of my clients, and use it myself as often as I can. I love the meditations, I’m OBSESSED with the guided journaling, and the sleep music library has honestly been a game changer for my nighttime routine. My only suggestion for the creators is to get some content regarding frustration with one’s health and specifically loving oneself when it feels like your body or your mental health are working against you. I am disabled and could see myself making content like this for my clients because it’s difficult to find elsewhere, but I would love even more for it to be on this app so I can do them for myself (it’s more difficult to be kind to oneself than others in my experience). Overall the app is wonderful and absolutely worth the subscription fee even though I don’t use it every day. Please keep up the great work.",5,EdgarAlliePoe,shine-calm-anxiety-stress,1293721589,
False,Best. App. Ever.,2021-01-26 17:27:14,"I’ve tried many meditation apps and podcasts before, but I’ve never found something as unique as The Shine App.

The app is so intuitively created, and well written so that you truly have a self-care journey. Special mentions to the weekly intentions that they let you set, so that recommended content is shown to fit your chosen affirmation!

The Shine App also excels with it’s guided structure. Every morning they prompt you with an exceptional guided meditation, a reflection, written takeaways, recommended articles, and then 2 quick questions to note down your gratitude. It has introduced the perfect morning routine!

The meditations are extremely well edited, with high quality audio and soothing tones! I have to give a shout-out to Mel Chanté, her daily meditations are well written and amazingly delivered.

Lastly, I have to applaud the fact that the app is created by two women of color— this is well reflected in the content created. As the majority of the meditation speakers are of color! Not to mention, many meditations touch on racial healing and wellness. 

As a WOC who meditates, much of the podcasts I listen to are mostly led by white women, so it is nice to see my values and identity represented at Shine. 

Best. App. Ever.

Will continued to support as much as possible. Thank you to everyone who helped created this! ✨",5,scorpioofcolor,shine-calm-anxiety-stress,1293721589,
False,SHINE,2021-05-03 18:20:53,"I use to love Shine.... I used it every single day. You know, shine use to be a beautiful app that helped me so much with my anxiety and depression. I use to be able to listen to new voices and people helping me every day. I use to connect with them on social media. Tracking my mood. Listening to meditations and enjoying daily shines, sleep help, so much and I go into a slump for some months to come back to find out all I can do I pretty much check in. You have to pay to have access to more than 90% of the app now. Banking off people on a app that cost not only significanty less not even a year ago, but yeah didn't cost to track moods... Like come on. Most people can't even afford health care and you've turned Shine into one of ""THOSE"" apps. I guess I'll find an alternative to get back into shape and help me with my anxiety. Youper now offers the best help, along with ""insight timer"". Over 90k free meditations free. Smh. It's so unethical and sad what this app has changed into. So so much different. I never leave all reviews or have to delete apps I love but this will be it. :(",1,SammieBR93,shine-calm-anxiety-stress,1293721589,"{'id': 22633474, 'body': 'Hi there, thanks for reaching out! I have shared this with the team. Hearing from members like you helps us create a better experience on Shine. We appreciate the feedback.', 'modified': '2021-05-05T13:11:33Z'}"
False,A Mind Saver,2021-02-28 18:21:02,"This app has been a mind saver. Mental health has always been a struggle for me. I’ve had much trauma in my life, so have always read and been immersed in the practices of mindfulness and resilience. I needed something to go along with the therapy I was doing, and wasn’t finding anything that I could solely rely on. The Shine app served it all! As a POC it was refreshing to find a community here of POC’s sharing their wisdom. It’s so rare to see POC’s in this industry. Knowing that they were POC gave me an added layer of comfort and relatability which has definitely been a refreshingly different experience. I started the app on free service for a few weeks to really learn if it was for me. I’ve just subscribed to the paid today, absolutely no regrets and continue to look forward to the progress I can learn here. Thank you Shine App!",5,Minsi Li,shine-calm-anxiety-stress,1293721589,
False,Hello does not fit every one.,2020-07-08 17:30:20,"Its preset quotes so if non of those are what fit you it does not matter as you will need to pick one to move to next page. Second if you don’t want to be in the program you can’t remove yourself from Shine as you are stuck in it. So now I’m part of this app that I don’t want nothing to do with but yet had to give my email and password just to find out on the very first page it was not going to fit my life but sadly now I have to deal with this app cause I can’t remove my account as there is no way to do so, as its now has been downloaded to my Apple phone and stored in to my Apple account. Another way for developers to add and keep track of emails even when people want to leave their app’s’, and can’t, so sad that we have come to this place in time to where we can’t leave money or personal information out of the picture and have the freedom of choice or decision to drop an app without any further issues of who Keep’s our personal information.",1,oloiehrurvsxvv,shine-calm-anxiety-stress,1293721589,"{'id': 16782566, 'body': 'Hi there! Thank you for your review. We can for sure help you with deleting your information if you would like. Please send us an email to vip@shinetext.com and a member of our team will be able to assist you.', 'modified': '2020-07-21T13:50:58Z'}"
False,"Amazing, some room for improvement",2021-06-10 00:33:21,"I love the Shine app. I used to use Headspace but I’ve found this app to be more personal and helpful. Compared to Shine, headspace is sterile, un-interactive, and less diverse. The subscription is totally worth it. 
Room for improvement: the app doesn’t work well with Sign In With Apple so I had to switch to an email for a smoother experience. I’m my experience, the start-up screen flashes once or twice which isn't a big deal but makes the app feel a bit less polished. Lastly, I would love to have a dark mode. I use the app at night a lot and the white background is super bright. Overall, amazing app and I would recommend to anyone looking for mindfulness and less worries in their daily life. This app is a great addition to my ‘toolkit’.",5,Liamlicious14,shine-calm-anxiety-stress,1293721589,
False,Take my money.... really... please???,2020-05-26 00:56:53,"I’ve never tried to throw money at an app harder than I have today with Shine.  I decided to drop the $50 and get the annual premium subscription which the transaction happily processed... except the app’s features won’t unlock.  App Store Subscriptions reflect that I have purchased the Annual Premium Subscription, however my in-app profile still shows the Free subscription, I still have in-app messaging to purchase, and  every time I try to use a locked feature, I am again messaged to purchase... 

OK, I’ll play - maybe I need to unstick something?  So I move forward with the repurchase, and receive a message that I have already purchased.  Great!! Progress!!  So I click the option to continue only to enter into the same experience of a locked feature asking me to purchase.  👎🏽 

Round and round we go... I cancelled the subscription, repurchased, deleted the app (which recognized I had a subscription and asked me if I wanted to keep it although I was deleting the app... ding, ding, ding 🛎), reinstalled - all the standard “trying to unstick something” protocol.  

I wouldn’t be so triggered except **it’s a $50 app and I can’t unlock the Features that I just paid for**, and the app knows I have paid for them, but the UI isn’t reflecting the same.

Really not trying to be a downer, but my 🥓 is starting to fry due to frustration.  And yes, I’ve submitted a help request.",1,vMyst,shine-calm-anxiety-stress,1293721589,
False,"If your goal is to help people, why charge so much?",2020-07-30 02:04:52,"I’m very impressed and appreciative of the app and its contents. The free version wouldn’t lead you to believe the app is worth it. With the amount of free exceptional self care apps available, this trial version isn’t it. It’s not affordable especially for our community during this time. Ive paid for a month subscription in the past and it doesn’t measure up to any apps available in the marketplace. I appreciate voices other than Caucasian North American English sounding dialects. I love anything POC/Black owned and operated. Its unfortunate the service lacks in this company. For all the money charged, why not hire more reps? Good luck. I’ll be purchasing a monthly sub from time to time to see if yall progress.",5,notanapplesnob,shine-calm-anxiety-stress,1293721589,
False,My daily routine,2020-12-04 15:52:13,"I joined shine about two years ago when a friend told me about this app. I did the free trial and was hooked. I love this app!  I use this everyday to get my morning started and even turn to the app when I need to check in or listen to uplifting meditation when I need it. This app has helped me be more self aware with how I’m feeling. The daily check in’s helps me to slow down and sit with how I’m feeling and reflect on the support I can give myself. I love that the app also provides tools you can use to reflect such as free write, recommending articles to read for advice or meditations, etc. I love the library of meditations or talks you can listen to. This app has been really helpful for me and can’t live without it!",5,Zo3456,shine-calm-anxiety-stress,1293721589,
False,"Ladies, you’ve become Political not mindful",2020-09-27 17:24:51,"Naomi & Marsh, you two taught me words matter. Words have an impact.  I respected the artfulness in which you navigated topics with inclusion. Until today. Today I receive an email that offered that this nation and my community grieves at Breonna Taylor (4 paragraphs) yet alone and separate of the community we grieve Justice Ruth Bader Ginsburg (1 paragraph). This email further suggested a pandemic virus is somehow specifically targeting low income families.  Lastly, the “self help” links provided in the email from Shine are  biased toward a specific (not inclusive) community.  
I am appalled at the lack of mindfulness, the cultural exclusion, and the bitter thoughts  used to describe events using words that embody guilt and hate. I have lost all respect for the  promise you made when you created the app. 
Our promise: To offer you the same support we found in each other as friends and to help you feel more capable of creating the life you want.",1,DeborahVCG,shine-calm-anxiety-stress,1293721589,
False,Unable to cancel auto-renew,2020-01-09 15:47:40,"I liked this app when I first signed up. I liked it enough to pay a fee to try it for a year. Unfortunately, it has not been my go to mediation app and I do NOT wish to renew. I’ve sent numerous emails and can’t get help to not renew, no response to my emails and I am unable to cancel this online or through the app. I’m trying not to get upset, but this is really frustrating. 
There were features I liked, but the bedtime tales prevented my alarm from working in the am. So, I slept well but wasn’t able to use the alarm on my phone. I wrote feedback about this glitch but never got a response and didn’t want to experiment with this. 
I am being generous giving a 3 star review, but hopefully they reply and help me cancel the auto renew before I am charged.",3,GMVD77,shine-calm-anxiety-stress,1293721589,"{'id': 12845163, 'body': 'Hi there! Thank you so much for your review and so sorry for the delay. Please reach out to sierra@shinetext.com with the email you used to subscribe and we’ll be able to help you with this ASAP.', 'modified': '2020-01-10T13:18:38Z'}"
False,A really ideal app!,2020-12-27 14:37:33,"I downloaded the free version of Shine a few months ago and enjoyed it but was t sure I I’d keep using it enough to make paying worthwhile. I finally did purchase near Thanksgiving and I’m so glad I did. I need as much support as I can get learning how to soften and let my real self out of the box. Being Mon, Employee, Daughter is only the tip of the iceberg! The reminders to breathe, check in, and value myself is actually helping as I learn how to let myself value my feelings more. It’s helping me as often as I use it- which is almost everyday now!
Also - it’s beautiful and very easy to use! There’s a lot of inspiration and care packed in to the features.",5,ShayMakes,shine-calm-anxiety-stress,1293721589,
False,I love the Shine community ❤️,2020-05-22 03:56:43,This app has helped me in so many ways. I have recommended to my girl and guy friends and they love it just as much. The daily shines are always uplifting and I feel like I can always relate to the topics being discussed. It’s nice to know there are other people out there that are offering ways to cope with certain things and being uplifting while doing so! I especially love that I can check in daily to express myself whether it be through a mini journal of how my day went and sharing what im grateful for each day. I can honestly say this is the one app I won’t be getting rid of. Love you Shine community!! ☺️,5,Itsshaniice,shine-calm-anxiety-stress,1293721589,
False,Meditation Encouraging Self Compassion and Love,2021-02-05 00:42:41,"I've really been enjoying taking little breaks here and there with the meditative sessions curated to my weekly goals and just looking through the library for what I want to work on in that particular moment: calming my anxiety, staying motivated, or taking a moment to be grateful. 

I love that there's a range of shorter to longer sessions for any occasion or mood. An improvement I'd like is for the audio to keep playing even after my screen locks. Otherwise if I fall asleep to a relaxation session, my phone will just stay in the app all night until it dies which isn't great when I use my phone for an alarm.",5,Jess Dreams,shine-calm-anxiety-stress,1293721589,
False,Inspirational and comforting,2020-06-03 18:26:10,"I found this app when I was looking for more female voices in my meditations (I have PTSD and a man breathing heavy telling me to relax does NOT work for me)... I was comforted by the meditations that acknowledged underrepresented members of my community. I haven’t endured most of what these communities have suffered through, but I know what it’s like to feel unseen, unheard, unimportant, and even unwanted. The silence (and opposition) toward absolute equality from leaders in America and businesses (the real leaders, let’s face it) has been disappointing, to say the least. THANK YOU so much for making your position clear. I’m proud to be a premium subscriber and you got me for life.",5,i miss democracy,shine-calm-anxiety-stress,1293721589,
True,"Love the app, check-in is glitchy, though",2021-06-21 17:42:07,"I love this app and have been using it to maintain my commitment to meditation and mental health! Unfortunately, I find that usually at night, the check-in function gets glitchy and it’s impossible to move forward and complete it—at least, it appears incomplete. The next day, however, I discover that my attempts at entering information have gone through, to the tune of four or five times. So i’ll have 4 or 5 copies of the same “my gratitude” information, for example. Since I cannot erase them after the fact, I’m  stuck with all of it. Irritating. Either fix the bug and make users able to remove what they entered.",4,zenma25,shine-calm-anxiety-stress,1293721589,"{'id': 22512047, 'body': 'Hi there, thanks for reaching out! We’d love to look a bit further into this issue. Please contact our customer service team at help@shinetext.com with the relevant details, and we can help you get this sorted out.', 'modified': '2021-04-28T13:14:26Z'}"
False,Shine Review,2021-03-24 13:32:58,"Context: I only tried the free version, not the premium

This app uses psychological treatment for anxiety using mindfulness, the awareness of experience in the present, and acceptance and commitment therapy which uses mindfulness skills that helps to accept and deal with upsetting  thoughts or feelings, understanding values and using values to change said behavior. 
The app also gives an outlet to others to talk to which isn’t something that connects specifically to a psychological treatment but is a good way to relieve some stresses of anxiety. 
Overall, this app features many good options for someone with anxiety. Some features that I thought were great resources or options for someone who has anxiety are:

Journaling
Talking with others (that use the app)
Meditation
In the moment joys

I would give this app a 4.5 but I can’t give half stars (I’m not sure why). I think that the app could improve by adding an option to talk with a therapist or having a therapist look over group conversations (I couldn’t tell if something like this was happening or not so I was a bit concerned).",4,Shiloh T.,shine-calm-anxiety-stress,1293721589,
False,Great app,2020-03-28 13:06:05,"Love the daily practice & accountability. Started using to manage anxiety issues and other mental health struggles, with a focus on meditations. I just gained full access, after using the free partial access for a few months, thanks to their generous offer to healthcare workers & essential employees during this pandemic time. Thank you Shine! Even with only free/partial access I was recommending to friends & family. I left off one star because I would love to see a larger library of meditations, especially for anxiety. But the ones they do have are wonderful for someone who has trouble meditating or uses “time” as an excuse bc they are short enough for anyone to easily practice & benefit from.",4,Starbellos,shine-calm-anxiety-stress,1293721589,
False,Great app but...,2020-03-27 16:46:43,"I absolutely love this app and the different meditations and exercises that it offers, however, I don’t like that even with premium you can only check in once a day. It is a very therapeutic app, and check ins help a lot when people are stressed or anxiety ridden, but not if they’re a once a day thing. I feel like this makes people who have really bad anxiety feel boxed in, limited and helpless. I love being able to vent and communicate when I feel anxious or upset, and checking in is a great way to do this if you’re afraid to talk to someone about your problems, but when you limit that, it leaves very little room for personal growth and development.",4,Emyli Thompson,shine-calm-anxiety-stress,1293721589,
False,Shine makes me happier,2021-07-05 16:47:40,"Shine truly makes me feel happier! I’ve been using this app daily for about two months now and I’ve noticed I am dealing with situations that used to get me down much better now. It’s a helpful tool for those that struggle with negative thoughts, self-criticism, worry/anxiety, and unwarranted sadness. I love all of the speakers voices … they are happy and peaceful. I love the sleep series too! Extremely relaxing.

Only problem I have is that I often have trouble finding where I left off in a series or figuring out what I’ve already listened to.

Overall, I highly recommend!!!!!",5,Cocospears,shine-calm-anxiety-stress,1293721589,
False,Wonderful!,2021-03-03 20:41:03,"This app is really great! It is easy to use, feels safe and welcoming. I love that it gives you options if there is a section you aren’t in the mindset to complete if you aren’t able to gather your thoughts in that moment. I also like that it gives you the option to listen to a meditation, read something, type something, or speak vocally- it is inclusive of all forms of communication! You also have the option of connecting with others and seeing what they want to share on their. It is uplifting, positive, and calming. I highly recommend Shine!",5,TulJaM,shine-calm-anxiety-stress,1293721589,
False,Missing the lengthy text,2021-02-03 12:48:23,"I’ve been a member of shine for so long I’m at 800 check ins. I love the content and it’s finally something I have that fits me and my morning routine.

But.

Since the format has changed, I feel scattered, I have to jump all around the app in order to get the meditation, article, and then finally the check in. The way it was—in text form—was so intuitive and had a wonderful flow. This is disjointed and it’s just really disappointing. Not only that, but since the change none of the things I have bookmarked have shown up in my favorites, so now I cannot access certain things. I know I am not the only one struggling with this but I just can’t get used to it.",3,Itsshxpxptspycbjkkjctsajnk,shine-calm-anxiety-stress,1293721589,
False,Meditation that feels personal and approachable,2020-03-07 02:33:45,"The unique thing about Shine is that it doesn’t feel like meditation- it feels like a close friend sitting down with you with a good, strong cup of coffee and offering you advice. There’s a great variety of meditations for just about every situation possible, and I love, love the “daily check-in” feature. It’s so amazing for starting your day on a good note (if you do it in the morning) or for reflecting on it (if you do it in the evening). Plus, there’s a LOT of free features, more than you’d get with most other apps. Soo worth it.",5,Loveiphoneipad,shine-calm-anxiety-stress,1293721589,
False,My Favorite Place To Be,2021-01-30 10:14:59,"This app has meant so much to me. Even my 4 year old daughter loves it & asks for it every night before bed. She calls it “the calm thing”. The soothing voices, the wonderful messages, the breathing. It’s all been so good. I know I’ll be sad when my year subscription runs out, but am so thankful for the time we’ve had so far. Especially during this exceptionally bizarre time in life, pandemic, presidencies, staying distant from our friends & family... it’s nice to have a “friend” who can give you some positive words of support & reassurance. Thank you ladies!",5,Buhnee3,shine-calm-anxiety-stress,1293721589,
False,Helps to Sleep and Relax like no other app,2020-08-10 11:38:23,"I tried 4 other apps for sleep and stress relief and this one is my favorite by a mile and worth every penny plus more ... the story telling “nightcap” feature puts me to sleep every time whether its to wind down and get to sleep or if Im wide wake up at 3:00 am like I am quite often... the combination of soothing voice and background sounds is a miracle ....  I can’t live with out it .. and the other features for self care, mediations, journaling, articles to read are amazing .. Thank You for this app!!!  I Love It!!!",5,lisnaca,shine-calm-anxiety-stress,1293721589,
False,"You get a peace of mind, anytime",2020-07-08 17:14:18,"Thought I should share a review because this app is totally worth downloading! I tried it for free a few years ago before trying out Shine Premium, and I will never look back! 

The Shine community is an invaluable mental health outlet for me. Whenever I’m tripping up about something that has been bothering me, there is always a podcast to tune into and tune out the negativity and find the peace and motivation to move on. 

I love listening to the daily shine to wake me up and get out of bed to start my day on a good note!!!",5,crazycoooooollllllllllllllll,shine-calm-anxiety-stress,1293721589,
False,Amazed & delighted,2020-04-19 03:52:52,"I'm not young or climbing the corporate ladder. In fact  I'm 65 and retired, and ready to start something new. Other women have been on my heart the last few years. I've broken ground as a first several times & last time I looked, it's still a man's world, but it's starting to wear lace thanks to these ladies at shine. It makes my life Fuller and more beautiful. I want to start my own business and I can't tell enough women about shine. I've got my shine on every day now and every day is a new beginning. I'm grateful for every one of them. Luv Ya Shine!!!!",5,rascalssillygirl,shine-calm-anxiety-stress,1293721589,
False,LOVE + Adjustments Needed,2021-03-16 05:18:27,"I love this app. It is so well designed and the content is quality. If everyone used this app, they would be happier. There are a few things I wish this app had: a longer journaling section, as to reflect more in depth , an option to view previous days and journaling to reflect on your progress and previous lessons, a way to queue meditations or articles to read for later or for the next day. Having those things would improve my experience using this app!!",5,Catbozz,shine-calm-anxiety-stress,1293721589,
False,Great for Beginners,2021-03-23 23:06:06,"I would undoubtedly recommend this app to anyone. If you have stress or anxiety, a lack of confidence or self esteem, or just want to relax your mind, this app is for you. I would recommend trying their free meditations first to make sure you like it, but paying for all the mediations is well worth it. Their SHINE method for anxiety is amazing, and doing the daily shine every morning makes my days start off so much better. Plus I genuinely feel like they are a great company with good intent and give love and support to any marginalized group.",5,A Non-Bearded Vegan,shine-calm-anxiety-stress,1293721589,
False,Best Self Care App Ever (& I’ve tried them all),2020-12-01 13:26:20,"I begin and end my day with this app. The meditations are curated daily. It may seem like a small thing, but the fact that they actually say today’s date makes me feel like someone’s “in it”with me — experiencing that particular day together.
Also, as a white woman with very few black or brown friends, I enjoy hearing the voices and supporting the women behind this app. 
I wish there was a way I could gift it to all of my friends!",5,joycetjb,shine-calm-anxiety-stress,1293721589,
False,Exactly what I needed when I needed it,2020-07-30 01:34:50,"The Shine app was there for me when I really needed a new meditation and wellness experience that saw me as the Black woman that I am. As June brought on more public racial trauma, the app I was previously using Simple Habit left me completely disappointed. It added a section to attract Black users but offered general meditations on stress that did not relate to racial trauma or healing at all. Shine offered meditations by and for Black people and I felt seen, considered, and welcomed. Thank you for creating this space for daily healing, learning, joy, and rest.",4,nicapostrophe,shine-calm-anxiety-stress,1293721589,
False,Just for me!,2021-04-28 12:12:41,"It’s wild how much someone can feel seen all through a meditation app. I just started using meditation apps before I downloaded this one and now I’ve deleted the others. Having women of color from around the world being the voices for this is nothing short of amazing. On top of that the simple examples of struggles, the topics, they just relate so well to women of color. I didn’t realize their could be something like this and now I can’t go back. Thanks for making this!",5,Tashaheartsthisapp,shine-calm-anxiety-stress,1293721589,
False,love love love,2020-03-15 02:24:14,"i have tried so many meditation apps and this app is the best one i have ever found. i am extremely picky with apps like these bc i used to struggle with low self esteem, negativity, and happiness. ever since i started using this app, not only has it have me more happy, calm and relaxed but also taught me gratitude, and how to breathe is stressful situations. i gave this four stars tho is because i wish the meditations were longer than 5-6 minutes and that the premium is a LOT of money but other than those two, this is the best app ive come across",4,Lily🌺🌸🌷💐,shine-calm-anxiety-stress,1293721589,
False,Love it!,2021-06-15 03:12:35,"This app is aesthetically pleasing, clean, simple, beautiful... but there is so much on there. Affirmations, gratitude, guided meditation, and awesome notifications that allow me to check in with myself and my goals. And their free option provides all these things, and then subscribing just opens the door to more. Unlike other meditation apps, you can actually find a lot of benefits from the free version, making it super accessible and a great place to start! I love it and highly recommend it.",5,zhoukristen,shine-calm-anxiety-stress,1293721589,
