developerResponse,review,date,title,userName,rating,isEdited,app_name,app_id
,Great app for beginners. Just learning on meditation and knowing how to focus; this app has helped! Hope free version don’t start sending adds.....,2020-05-14 04:24:57,Great app,Vaggooo,4,False,relax-meditation-guided-mind,367506176
,I love this free app. Helps us sleep when our thinking keeps us awake.,2021-03-31 07:19:13,Self Care,Readingstory,5,False,relax-meditation-guided-mind,367506176
,Already Great and keeps getting better,2021-02-22 00:12:24,Serenity Now!!!,ruralninja,5,False,relax-meditation-guided-mind,367506176
,I sleep so much better than I used to with this app,2020-06-02 05:28:35,Peaceful sleeping,essentialoilmomof5,5,False,relax-meditation-guided-mind,367506176
,"Unless you’re looking to spend $60 a year on this app, it’s pretty much useless. You get a whole FIVE, 10-15 minute meditations (that are very, very basic) and you HAVE to subscribe to the annual plan, there is no month-to-month one. I’m very disappointed",2020-09-19 04:37:01,Not Worth the Download,73839ndnndii883838jrjmd,1,False,relax-meditation-guided-mind,367506176
,Great app. I highly recommend it!!,2021-04-16 16:44:21,Wonderful app. I highly recommend it!!,Manuel dlp,5,False,relax-meditation-guided-mind,367506176
,Some good sounds for sleeping.  Not a fan of any high pitched ones though.,2020-10-01 23:43:26,Lots of good sounds,bamagirl017,5,False,relax-meditation-guided-mind,367506176
,Really calming and customizable with so many sound choices.,2020-04-16 11:39:38,Calming,PalacePuma,5,False,relax-meditation-guided-mind,367506176
,I use this app every night at bedtime. Highly recommended.,2020-11-14 08:47:26,Great app,SargAl,5,False,relax-meditation-guided-mind,367506176
,It helps me with my pain and sleep and anixety and stress most all it frees my mind,2020-06-26 08:00:43,It’s so helpful for myissues it’s anxiety etc,japaneseprincessdenise,5,False,relax-meditation-guided-mind,367506176
,So useful in the classroom after doing a busy activity!!,2020-04-15 01:01:49,Calm Kids,Kfro88.7,5,False,relax-meditation-guided-mind,367506176
,I love this app been using it since I was like 13 highly recommended,2021-03-25 05:46:56,LOVE,karaidavrg,5,False,relax-meditation-guided-mind,367506176
,Lots of free options for combining relaxing sounds. I love it.,2021-03-20 01:15:57,So many sounds,BethanyJB,5,False,relax-meditation-guided-mind,367506176
,This helps me get good sleep while I am on the road for my job.,2021-03-08 06:02:04,Blessed sleep,lord sapper,5,False,relax-meditation-guided-mind,367506176
,"I use this app to help me sleep. Shortly after turning it on, I’m fast asleep",2020-07-24 05:42:19,Great app to help you sleep,Cear_76,5,False,relax-meditation-guided-mind,367506176
,"Every night (or nap), we listen to Relax Melody. 

I can say that once I get a bit tired, Relax Melody helps the rest of the way to get me to sleep. Thank goodness for it!

We have been using it for a couple of years. Love it!  
Highly recommended.",2020-12-26 17:38:57,Our “go to” sleep music.,Daddy Plants,5,False,relax-meditation-guided-mind,367506176
,Thank you for helping me sleep! I just wish more things were free!,2020-02-12 03:19:39,Thank you!!!,a no na mou se,4,False,relax-meditation-guided-mind,367506176
,The sound just puts you on another plane of reality,2021-04-09 00:06:21,Best relax sounds ever,Hot thunder879$,5,False,relax-meditation-guided-mind,367506176
,Bait and switch. I bought this a few years ago as a lifetime member. Now many of the features I liked are now available as an upgrade. No customer loyalty. Buyer beware,2021-06-28 02:04:36,Relax and meditate,kevcart,2,False,relax-meditation-guided-mind,367506176
,So many relaxing sounds to choose from.  So awesome,2020-02-25 05:13:22,Excellent,Kanaks96790,5,False,relax-meditation-guided-mind,367506176
,This app has helped me with my sleep and calms my mind.,2021-06-02 11:42:00,Total Relaxation,Nycpr,5,False,relax-meditation-guided-mind,367506176
,"I have been using this app for months! I bought the lifetime access, now since the new update i have to pay $50 to have access all over again!!!",2020-02-18 04:57:27,Wasted money,Tmnonchalant,1,False,relax-meditation-guided-mind,367506176
,You’re doing great! Keep going! Thank you for the gifts.,2021-05-23 23:38:37,Cookie Monster’s Best Friend,Cookie Monster's Best Friend,5,False,relax-meditation-guided-mind,367506176
,Love the many options- I’ve been sleeping great!,2020-12-20 16:38:10,1BadCowPony,1BadCowPony,5,False,relax-meditation-guided-mind,367506176
,Puts my mind away from everything else great senses,2021-05-20 01:23:03,Meditation,Poled9,4,False,relax-meditation-guided-mind,367506176
,"I love that I can mix my own sounds, one of my favorite apps!",2020-09-23 14:48:50,LOVE IT,deemishl,5,False,relax-meditation-guided-mind,367506176
,Wide variety of sounds. Easy to use.,2020-07-13 03:10:24,Awesome!,Ben Steig,5,False,relax-meditation-guided-mind,367506176
,I love this app but lately it’s been closing or blacking out on me. I keep checking for updates to make sure I haven’t missed any. Please fix this issue!,2020-10-20 02:25:07,Love the app but....,KellyBean9513,2,False,relax-meditation-guided-mind,367506176
,I like the gift and thanks you it’s really help but the price is still a bit considering,2020-06-17 03:12:20,Not bad,the real body of rage,3,False,relax-meditation-guided-mind,367506176
,Cool app with allot of features with different sounds to help you mediate,2021-03-22 04:59:39,Great app,jdsII,5,False,relax-meditation-guided-mind,367506176
,I love your stuff and I Even take the classes on there to and i love yall,2021-03-15 01:28:03,Love,in a Lincoln,5,False,relax-meditation-guided-mind,367506176
,This ap has a lot of variety without complication,2020-07-30 00:45:22,Good. VERY USEFUL,L-dub5,5,False,relax-meditation-guided-mind,367506176
,So amazing keep up the amazing work!,2021-05-27 03:47:43,Flawless and amazing,'dkdiiejixkmsjdi,5,False,relax-meditation-guided-mind,367506176
,This is a great way to relax quietly and so easily. What a great app!,2020-03-28 16:33:37,So refreshing and relaxing.,Jammer64,5,False,relax-meditation-guided-mind,367506176
,"So I purchased the pro some time ago and it’s telling me to purchase it again!! It also locked the stuff I had saved, beyond mad!!!",2021-05-08 03:15:49,Completely unhappy,Dawn1632,1,False,relax-meditation-guided-mind,367506176
,Good game.  -around the world seems to hv a glitch tho...,2020-07-20 19:00:46,Mystery games,Patzyink,5,False,relax-meditation-guided-mind,367506176
,App helps me,2020-06-01 04:02:52,I love this App helps me do anything,do you know your girl,5,False,relax-meditation-guided-mind,367506176
,Nothing to complain about. It rocks!,2021-02-10 18:03:12,Awesome,Shane Lauer,5,False,relax-meditation-guided-mind,367506176
,"I used it and when I woke up after an hour nap, my phone was dead",2020-04-08 05:46:03,Used up battery,dubfubcfj,2,False,relax-meditation-guided-mind,367506176
,Excellent program,2020-12-18 01:53:49,Sleeeep easy,sleeeeep easy,5,False,relax-meditation-guided-mind,367506176
,The ability to choice what works best for YOU to relax!,2021-04-25 01:57:10,LOVE THIS APP,CharleneATharp,5,False,relax-meditation-guided-mind,367506176
,This app completely drains my battery on my iPad 4 when used overnight. Never had this issue on other devices.,2021-02-27 14:24:58,Battery Drain,Tfeldy,1,False,relax-meditation-guided-mind,367506176
,Has helped me with my mild daily anxiety,2020-05-22 18:37:13,Love it,shanrahan62714,5,False,relax-meditation-guided-mind,367506176
,I love the app and it’s meditation techniques but I tried the free trail and now I am having a lot of trouble finding out how to cancel the subscription. Please help!,2020-12-13 04:15:44,Hard to cancel subscription,noodle1188,1,False,relax-meditation-guided-mind,367506176
,This is an excellent collection of sounds that can induce relaxation.,2020-03-28 18:37:03,Excellent for relaxation,Sweet Life Therapy,5,False,relax-meditation-guided-mind,367506176
,"Terrific app, great relaxation! Love it, thanks. Helps me sleep & relax, thank you...",2020-03-01 03:15:07,Great!!!,Justjacl,5,False,relax-meditation-guided-mind,367506176
,I love this app. It helps me sleep and relax so much.,2020-01-04 14:44:57,Great App!,GLASS PIPES,5,False,relax-meditation-guided-mind,367506176
,I love this app it helps me relax all the time! 🤍🌙,2020-04-18 20:57:35,Love this app,Jbean5678,5,False,relax-meditation-guided-mind,367506176
,I Use it everyday,2020-01-29 15:55:58,Great app,Hosein sanaye,5,False,relax-meditation-guided-mind,367506176
,Thank you relax music peoples,2020-06-18 17:46:17,Really good to just chill with,Finley_my_puppy_❤️❤️❤️❤️,4,False,relax-meditation-guided-mind,367506176
,I loved this app. My favorites in my 😴,2020-05-14 04:50:42,Love,Ojos brujos 80,5,False,relax-meditation-guided-mind,367506176
,😊,2020-05-12 07:42:19,Thank you,B_Bhai,5,False,relax-meditation-guided-mind,367506176
,Nice easy listening,2020-04-14 06:04:32,Mind surfing,Twopawsfights,4,False,relax-meditation-guided-mind,367506176
,Def works,2020-10-29 14:21:39,Get it,Solidjojo,5,False,relax-meditation-guided-mind,367506176
,"I love this app, calm songs and good meditation hints",2020-04-26 05:49:55,Nice meditation app,ValGregorio,5,False,relax-meditation-guided-mind,367506176
,It’s wonderful,2020-08-15 17:54:43,"Great app, perfect for beginners and experts",LZ890123,5,False,relax-meditation-guided-mind,367506176
,😊,2020-03-14 04:13:00,Use it everyday.,Zenohbia,4,False,relax-meditation-guided-mind,367506176
,Enjoy for relaxing and meditation,2020-04-20 19:15:26,Love,daywolf35,5,False,relax-meditation-guided-mind,367506176
,always enjoyable. love the combos you can create with diff sounds!,2020-06-22 04:54:08,peaceful n beautiful!,savannah daisy☀️,5,False,relax-meditation-guided-mind,367506176
,"Guided meditations are really
nice",2020-11-28 14:40:42,Relaxing,hanahsantiago,5,False,relax-meditation-guided-mind,367506176
