isEdited,userName,rating,date,title,review,app_name,app_id,developerResponse
False,missmanda51,4,2020-05-06 04:25:57,So Helpful!,"This app is delightful for keeping track of my mental state all through out the day and record it so i can track myself based on days, to weeks, to a month! And the helpful tips to calm down are wonderful. 

Only bummer is the goals section of the app. You can only create a goal and then length of time you’re allowing yourself is the 1st of the following month. Wish that calendar could be adjusted for longer periods of time, such as months in advanced, to allow a realistic date for goal competition.",mindshift-cbt-anxiety-relief,634684825,
False,5anonymous1145,4,2020-04-24 19:18:27,good app,"I looked at many other apps before i decided upon this one. I like it and think it is very helpful. It provides multiple categories to determine where your anxiety comes from. It then goes on to tell you what to look for and how to help this source of anxiety, which i found very helpful. it provides tools to manage your anxiety which can come in handy when your anxiety becomes too much. Overall i enjoy using the app everyday to help manage my anxiety and everyday life.",mindshift-cbt-anxiety-relief,634684825,
False,sundayforstars,5,2020-04-19 05:29:49,Could be a great tool if you used it thru the day,I'm new to this app and it seems great. Seems like the more you explore the more you can find. My only suggestion would be to have notifications throughout the day checking in. I already found that it's easy to forget to do this but it could be so helpful to be reminded to check in! I briefly used another app that sent reminders but it didn't have nearly as much support so I chose this one. Thanks ♥️,mindshift-cbt-anxiety-relief,634684825,
False,moroccolopez225,5,2020-11-17 01:37:39,LOVE!!!,"I’ve always had this app and used it the week of finals or when my anxiety was through the roof! I love that there are so many different features for different types of anxiety and how to manage them. I also like the fact that there’s a section where you can learn everything there is to know about what anxiety is and what causes it. This app is perfect for days where you’re so stress you don’t know whether you should scream, cry, or both. I recommend this app to EVERYONE!",mindshift-cbt-anxiety-relief,634684825,
False,gennygigi,5,2021-01-13 09:57:43,I feel better already!,"I just got this app and I can already tell how much this app can do for me! I have to daily report which I love because it allows me to review how I FEEL. The breathing techniques are so good and helped me fall asleep. My social anxiety has not helped me make many friends this year, and because of that I dread going to school, being the “quiet kid” I’m not usually quiet, I’m just not with my friends. I’m going to follow the apps tips to help conquer my social anxiety and make some friends!",mindshift-cbt-anxiety-relief,634684825,
False,Candy Q.,4,2020-06-23 20:56:51,Can’t Chase Font Size,"This app is great, but it has one issue that is very detremential for me. I am visually impaired, but I don’t need VoiceOver yet. There is no visible way to change your font size in the app and it doesn’t coordinate itself with my device’s set font size.
I would love to be able to use the app more often, but it’s very straining on my eyes. If you could fix it for me and anyone else with any level of limited vision, that would be great. Thank you so much for your time.",mindshift-cbt-anxiety-relief,634684825,
False,countclubfish,5,2020-05-07 20:12:29,Life Changing,I’ve only been using MindShift for a couple days and my whole view of anxiety is different. I feel more in control and ready to work on myself and I can’t thank you enough. My only thing is that it would be awesome if you could set up manual reminders to use the check-in feature. That would be great for establishing a habit of awareness,mindshift-cbt-anxiety-relief,634684825,
False,madbox12,4,2020-12-13 21:46:15,Some bugs to work out,"I love this app and how it challenges my anxious thoughts! It’s great for anxiety, however I want to share my thought journals with my therapist and the app won’t allow me to. A pop up keeps appearing saying there was an error and I need to configure my email. I’ve tried using a different email and logout and back on, but nothing has worked so far. Please fix it so I can share my info with my therapist 🙏🏻",mindshift-cbt-anxiety-relief,634684825,
False,Trixies t,5,2021-04-02 15:19:33,Amazing App,"The MindShift app has been phenomenal for me. This past year has been incredibly stressful, and it’s easy to get caught in a loop of anxious thinking and avoidance actions when you’re alone 24/7. This app has cleverly directed my thoughts in the right direction.  I’d say the secret is the CBT basis, which changes your thinking over time.  The most helpful thing is the belief experiments.  Seriously.  This app is the best.",mindshift-cbt-anxiety-relief,634684825,
False,AS.LUC,4,2020-06-15 22:07:50,More could be done to gear towards adolescents,"Overall, I would rate this app a 3.5 for adolescents. While the app provides users with a bounty of valuable information on anxiety, the pages of facts and therapeutic language in MindShift may alienate anxious adolescents who are already feeling overwhelmed by schoolwork and other common life stressors. Furthermore, the app could do more to create a personalized platform that encourages young users to better express their developing identity.",mindshift-cbt-anxiety-relief,634684825,
False,Yourfriendbobet,5,2020-08-12 04:01:09,It’s pretty helpful!,"All the tools in this app are amazing! It’s well thought out and actually helpful! Everything is free, there are no adds, and there’s no premium! If you have anxiety I would definitely recommend this app to you. I’ve already shared it with some of my other friends and they have enjoyed their experience with this app as well.",mindshift-cbt-anxiety-relief,634684825,
False,Angelina Mero🎤🐵,5,2020-04-01 11:12:52,There is literally NO reason you should turn this down,"It's a good app. It didn't help you calm down but it's kinda like a very quick journal entry. And it helps you realize how you really feel most of the time. I don't have any complaints. So if your debating on whether you should get this app, get it. Cuz you won't regret it. Oh and it's FREE!",mindshift-cbt-anxiety-relief,634684825,
False,Flannelsforlife,5,2020-02-07 20:45:21,5 Stars,"Seriously, this is a wonderful app!! I feel so much more reflective on what my anxiety is like and I enjoy how you can do a log each day, it’s really comforting. My all-time favorite part is Mental Vacation in the Chill Zone section, I highly recommend it! If you have anxiety, this could help you and educate you on the anxiety you face.",mindshift-cbt-anxiety-relief,634684825,
False,essiecab,4,2021-01-08 19:08:48,Only 3 Entries per Day?,"I really like what this app has to offer, especially the cue cards, but the limit to 3 check-ins a day is going to ruin it for me. I definitely feel anxious way more than 3 times a day, not being able to document that and see changes over time is really disappointing. I will try to use it more but I really need more than 3 entries",mindshift-cbt-anxiety-relief,634684825,
False,Psycheku,3,2021-01-06 03:48:08,Male and female voices,"As a therapist I have referred many of my clients to this app. It really is very helpful. I love how there are a MALE AND FEMALE voices for each audio clip. I work with a lot of trauma survivors and they are often triggered by most frequently a Male voice since their abusers were male.

But I go today to find the labels MALE AND FEMALE have been replaced by AUDIO 1 and AUDIO 2. My only guess is for political correctness and how dare someone actually call a Male voice male and a female voice female. But instead you risk triggering the truly traumatized.",mindshift-cbt-anxiety-relief,634684825,
False,{Insert Witty Nickname},5,2020-06-05 18:03:53,NO IN APP PURCHASES!!!!,"I am still trying to get over the fact this has no in app purchases! This is an amazing app, and it is going to help a lot of people like me! I hope that this comment will be read because if you have any type of anxiety this is for you!",mindshift-cbt-anxiety-relief,634684825,
False,Panda1010205,5,2020-07-01 21:09:29,I love the concept,"I think this app is amazing, it’s very easy to use, has a lot of great features... but this is just my personal opinion nothing wrong with the app. If I’m having an anxiety attack I’m not likely to go to an app and input my symptoms. But like I said that’s my thoughts but it’s an amazing app!!",mindshift-cbt-anxiety-relief,634684825,
False,Shannon.Nicole.R.208.201,5,2020-03-19 00:05:01,"Great app, but being able to lock it would be nice.",Being able to lock the app itself would be a nice feature. I wouldn’t be as worried about my friend’s seeing my private info if that was in place.,mindshift-cbt-anxiety-relief,634684825,
False,Haileybeecx,5,2021-01-24 16:09:34,For anxiety,This is probably one of the best health apps I have ever seen for anxiety. I have been looking for an app like this as I have really bad anxiety and am not able to get help from a therapist. This helps me tremendously. I recommend this app to anyone who needs help but can’t afford it,mindshift-cbt-anxiety-relief,634684825,
False,Wolflover6265,5,2021-05-02 17:21:51,😄👍,"This app is amazing, it has many great features. It has different things for you to read so you can learn about stress, anxiety, panic, etc. There are also different resources in case you have anxiety, stress, panic, etc. I HIGHLY suggest this app to anybody who has stress, panic, anxiety, etc.",mindshift-cbt-anxiety-relief,634684825,
False,candy cane🍨🍫,5,2021-02-18 17:58:14,Wonderful just wonderful,I don’t really have much to say on this because I just have no words. This has done wonders for my anxiety and is better than any other app I have used before. 5 star recommend very very highly!,mindshift-cbt-anxiety-relief,634684825,
False,faithsawbillie,5,2020-04-18 15:49:19,Literally amazing,"I’ve tried many mental health journaling apps and this is the only one that has ever actually helped me. There is do able steps, to get you where you want to be. I highly recommend",mindshift-cbt-anxiety-relief,634684825,
False,pinkflamingoss,5,2020-08-05 15:56:53,5 Million Stars!!,"As someone who constantly battles with anxiety, I found this app to be extremely helpful. It provides the proper tools needed to calm down and shift your focus to non-stressful subjects. And the journaling feature is just way at I needed to ground my thoughts and remain positive.",mindshift-cbt-anxiety-relief,634684825,
False,fabym8,3,2021-02-02 23:43:00,MindShift review,"I would rate this app before four of five although it has appropriate emotional language that younger youth may understand I think older adolescents may not identified with those presented and may want to elaborate their feelings. It provides themes that are age-appropriate to adolescence, however they lack visuals that would help and benefit younger children in keeping them more engaged.",mindshift-cbt-anxiety-relief,634684825,
False,A2J4,5,2021-01-25 06:54:47,This is an amazing app,"This is the best app ever. 1. It’s COMPLETELY FREE 2. It has different ways to cope with anxiety 3. U can add goals, write a check in, and set up ways to look at anxiety differently 4. Explains that anxiety is normal and explains where it comes from etc. overall u def need to get this app. I LOVE IT",mindshift-cbt-anxiety-relief,634684825,
False,allyba😉,5,2021-03-24 03:27:30,Thank you,I am young and experiencing extreme social anxiety and anxiety and depression this app has been a blessing my family and friends tell me to use my app in dire days you are all mircals and I can’t say thank you enough and all of it being free is a blessing,mindshift-cbt-anxiety-relief,634684825,
False,Pshrynk1,1,2021-05-19 15:00:30,Worthless,This thing has crashed every time I have hit “submit” of any type. When I registered. When i tried to “check in.” It did not record anything that I had entered when it crashed for the check in. I suppose that it is a good flooding experience for people trying to reduce anxiety due to being frustrated with too much and too many things going wrong. I’m just glad I didn’t have to pay for anything.,mindshift-cbt-anxiety-relief,634684825,
False,MaryJane Revew,5,2021-02-12 05:51:00,Just amazing,I just wanted to say that this app is amazing! It’s really makes you super relaxed and gets rid of much tension it’s feels like your just sinking into a world of relaxation and where everything is perfect! I recommend this app %100,mindshift-cbt-anxiety-relief,634684825,
False,💚💚💚💙,3,2020-10-25 21:05:05,Great app with some flaws,This app is extremely valuable! I love that i can rste my anxiety and it gives me a summery! So many helpful features all for free! BUT limited characters when i write down my thoughts and only 3 check ins per day!! Its sooo frustrating!! These two flaws made the app much less helpful! Hopefully this issue can be fixed!,mindshift-cbt-anxiety-relief,634684825,"{'id': 19073516, 'body': 'Hello! Thanks for your review. With every new app version we are improving its features. We have heard your feedback and we are sure it will only help us improve further. Please share more ideas on how we can make the app better at mindshift@anxietycanada.com. Thank you.\r', 'modified': '2020-11-12T19:22:11Z'}"
False,Crystal cat sophie,1,2021-07-05 05:59:28,No,I myself think this is bad because it makes you sign into everything when you just need to create account and I am a kid no I don’t have my mom doing it because she’s not my servant she’s a beautiful independent woman anyways I didn’t even try to get in just because it looks so hard for a child to figure that out if they have stress and their parents don’t want to do it what’s the child supposed to do?! Huddle up and cry because of it?!,mindshift-cbt-anxiety-relief,634684825,
False,Alexis Rachau,5,2021-01-11 21:48:21,Anxiety,"Great app!!! Just started using it, put it helped calm my anxiety that I have been feeling all day. Definitely recommended, although I wish it had a journal where I could just right down my thoughts.",mindshift-cbt-anxiety-relief,634684825,
False,LibertyReviewer,2,2020-07-17 03:28:07,Well intended. Frustrating to use.,"I really want to love this app and I’ve tried. But there are basic design decisions that made it frustrating to use.

1.  For instance, the character limits on reflective entries made me not use the app. It became a daily barrier, preventing me from achieving my goals. 

2. Overall, the navigation is not intuitive and misleads the user.

3. The how am I feeling icons don’t reflect the complexity of the scale—a “I’m feeling good” emoji results in a 5 out of 10 anxiety scale. That creates inaccurate data. 

That said, I appreciate the science and intention behind this effort but the execution undermines those goals. 

I hope they can be fixed because this is a promising app.",mindshift-cbt-anxiety-relief,634684825,
False,Laura55438,5,2020-10-12 12:55:07,Great app for mild to moderate anxiety,"See a doctor, but... This is a great tool that is informative and useful. Allows you to export your entries to share with your doctor/therapist, too! Useful for tracking and making progress toward your goals of reducing anxiety.",mindshift-cbt-anxiety-relief,634684825,"{'id': 19073535, 'body': 'Thank you so much for your review! We are pleased that you liked our app. Please recommend our app to your friends, and don’t hesitate to shoot us a note at mindshift@anxietycanada.com if you have any questions.\r', 'modified': '2020-11-12T19:24:00Z'}"
False,ArtsyX,5,2020-06-15 21:23:06,Really great app!,"A great, easy app with plenty of competent information, engaging and helpful activities. 
So far it hasn’t hammered me to buy or pay or subscribe. It is just providing mental health help.  The refraining questions, the cope cards—Love all of it!",mindshift-cbt-anxiety-relief,634684825,
False,taylhen18,5,2020-11-24 04:09:59,It helps,I’ve been using the app every day for about a week now and it’s honestly has helped me so much with my anxiety. It’s super easy to use and it’s free so that’s it so much better.,mindshift-cbt-anxiety-relief,634684825,
False,happynap,4,2020-04-13 13:58:11,Works well,When I remember to use it. One feature request: I’d like to be able to see the difference on the summary chart between a zero-anxiety day and a forgot-to-post day :),mindshift-cbt-anxiety-relief,634684825,
False,Ashlay2479,5,2021-05-11 21:27:30,Completely Recommended,"There is so many things in this app not just for you anxiety. Goals, phobias, anxiety, breathing exercises, it has everything!!",mindshift-cbt-anxiety-relief,634684825,
False,feli.fell,5,2020-09-01 15:14:48,LOVE IT,"The fact this is free, and yet so helpful is so amazing I honestly have had it for less than 24 hours but I’m still in awe of this, it’s so helpful and it’s FREE! try it!",mindshift-cbt-anxiety-relief,634684825,
False,kate gee,5,2020-03-30 20:15:35,Grateful this is free and useful,I am so glad this is available. Thank you Canada and developers and the Anxiety organization who made it.,mindshift-cbt-anxiety-relief,634684825,
False,D12098754211,1,2020-12-28 03:04:56,Just creates more anxiety than help,The app itself could be good if it saved your sign in information and password could actually be reset if needed. The app consistently logged me off and would not save any of my information. I finally have realized that it was more of an issue than my real anxiety.,mindshift-cbt-anxiety-relief,634684825,
False,@wendyloren89,5,2020-02-11 13:28:05,App has so much,This is an awesome app!! It has so many features and options to choose from to get yourself together!!! Awesome awesome,mindshift-cbt-anxiety-relief,634684825,
False,MoonMello,4,2020-09-26 03:13:21,Almost perfect,"Can’t add my own symptoms. I have others I’d like to add. 
Also only 3 entries a day. 
A lot of it is great and I use the app daily.",mindshift-cbt-anxiety-relief,634684825,
False,JamezBeam,5,2020-07-12 00:18:49,Very modular and helpful...,I appreciate this app. It has brought much reflection and guidance with dealing with my CPTSD recovery. Will share it often. One love.,mindshift-cbt-anxiety-relief,634684825,
False,Anthony Foglia,1,2020-05-20 12:06:59,Password reset does not work,"This is simple stuff, but the reset password button doesn’t send instructions on how to reset the password, like it says. So now I won’t be able to use this on other devices, even when I upgrade this one.",mindshift-cbt-anxiety-relief,634684825,
False,Fairy Godmother20,5,2020-10-02 20:14:19,Helpful MindShift,I love the colors and the app itself!! I really kept calm and under control,mindshift-cbt-anxiety-relief,634684825,
False,bd odorem,5,2021-01-28 06:02:20,Smart,Really good app that helped me a lot really suggest you download it,mindshift-cbt-anxiety-relief,634684825,
False,Katlyn Cummings,2,2021-02-25 15:46:01,crashes consistently,"App cannot support more than their allotted many note cards. Keeps crashing everytime i open it. 
Work to be done!!!",mindshift-cbt-anxiety-relief,634684825,
False,Lauren897,5,2020-11-13 19:47:52,Useful App,"I found the MindShift app to be simple yet useful. I have used this app for about a month. I find it valuable to monitor how I have been feeling each day. It is hard to keep track of how I am feeling as there are fluctuations everyday. However, MindShift keeps a record of how I have ranked my anxiety for the last week. This allows for me to visualize my shifting levels of anxiety throughout the week. This way I am able to identify patterns in my week and see if there are any days that consistently cause me any worries. I can also use this app to write down a description as to what is happening in my life that causes the degree of my anxiety. I think it is interesting to go back to this. In many ways, one could use this as a virtual diary. 
In addition to the monitoring of levels of anxiety, the app works to spread information about general worry, social anxiety, perfectionism, panic, and phobias. For example there is a whole section dedicated to common general worries and some ways to cope with excessive worry. In one of my psychology classes, we have learned about generalized anxiety disorder. Many of the common worries for the future that are seen in the disorder involve school, health and safety of others, and unknown things. This app also lists these worries and gives a brief description of how these worries may appear. This app is by no means a way to diagnose oneself, but it does give nice background information. The descriptions are comprehensible and not too overwhelming. 
We also learned that exposure therapy is one effective method of treatment for anxiety in the class. In the app, it encourages one to “sit on” some of the little worries we have because we cannot control everything. It mentions that one should not avoid everything that gives them anxiety. While this is not exactly exposure therapy in a controlled setting with a professional, it may be useful for those that are struggling with their worry, but it is not serious enough to seek professional help. It may provide a baby step that people need in managing some of their anxiety. 
Another example is that the app discusses social anxiety. It describes how people may have anxiety when only speaking in public. I learned about this in my class as performance-only anxiety. It also talks about social anxiety not just in certain settings. In class, I learned about social anxiety as a disorder. It does not touch on the disorder itself but some instances where people will avoid social situations because it gives them some feelings of anxiety. In addition to their descriptions, it encourages one to face their social fears and challenge the negative thoughts associated with social anxiety. This is also related to what I learned in class because (again) exposure is a form of treatment. The app is simple and it does not overreach. Additionally, it does not give unrealistic claims such as curing anxiety. It seems pretty reasonable. 
Of course seeking professional help is most likely the best option for people that are seriously struggling, but this app acts as a good first step to introductory lessons on anxiety. Additionally, it is a good resource to keep track of one’s anxiety. If someone wanted to take a step in self care in seeing tracking their anxiety, I would recommend this app. Therefore, I really enjoyed this app as it is basic, simple to use, convenient, and straightforward.",mindshift-cbt-anxiety-relief,634684825,
False,Clarké,5,2020-08-19 05:27:28,love it,i struggle with severe anxiety of all sorts and i think this is a great way to begin but you should still always have someone you trust to talk to because it is a hard thing to go through alone,mindshift-cbt-anxiety-relief,634684825,
False,Bad Therapy App,2,2021-03-19 01:04:37,Can’t store more than 3 check-ins per day,How are you supposed to monitor your mood/anxiety if you can only track 3 per day?? It should be unlimited.,mindshift-cbt-anxiety-relief,634684825,
False,Tisnufsteroo,2,2020-01-17 20:12:11,No help/FAQ option,There is no option to contact customer service or FAQ. Chose anxiety and would like to add depression monitoring and there is no Orion to do that or find out how.,mindshift-cbt-anxiety-relief,634684825,
False,whatisanapp,1,2020-08-25 16:27:30,Can’t create an account?,"Therapist told me to try this and I was excited as it reminded me of another app I’ve used successfully, but I can’t even create an account?  Disappointing",mindshift-cbt-anxiety-relief,634684825,
False,skary1ja,4,2020-10-08 19:17:07,App review,"This app claims to be a CBT centered app for anxiety disorders and I think that claim is pretty true to the content. Two main components of cognitive-behavioral therapy are exposure and cognitive reconstructing. This app does a really good job of including both of those elements. As far as exposure therapy goes, the section ‘taking action’ offers a really detailed activity for scheduling activities to face your fears and anxieties. There are reasonable examples and options to create stepping stones instead of diving straight in. The coping cards are really good for cognitive restructuring, as they allow you to put negative or overwhelming thoughts into better perspective. The daily mood check is another tool that helps you become mindful of your thoughts and feelings, which is a good starting place when determining what thoughts need to be restructured. The only problem with this app is that it doesn’t encompass all anxiety disorders. There is no segment for people who suffer from OCD or PTSD. There are still great tools on the app that will benefit everyone, but creating segments for the different anxiety disorders and not including all subtypes feels invalidating. Overall, this app is a really good everyday tool to help with some anxiety disorders, however definitely not meant to replace traditional therapy. I think it is mostly successful with mindfulness. Becoming aware of your thoughts and having resources to calm you down if you are stressed is always a nice tool to have available.",mindshift-cbt-anxiety-relief,634684825,
False,yellowtoom,4,2020-12-22 00:25:21,Free therapist,ong this app is so good i cried over how much calmer and confident it made me,mindshift-cbt-anxiety-relief,634684825,
False,RAID4499,5,2021-01-21 02:34:40,This really helps,It’s great,mindshift-cbt-anxiety-relief,634684825,
False,gwiasb,5,2020-04-13 00:52:11,Awesome,The best app ever made and it’s free. It really helps a lot .,mindshift-cbt-anxiety-relief,634684825,
False,Pandacornpants,4,2020-10-27 14:17:37,MindShift,I like how organized the app is.,mindshift-cbt-anxiety-relief,634684825,"{'id': 19073482, 'body': 'Thanks for your review! We are pleased that you liked our app. Please recommend our app to your friends, and don’t hesitate to shoot us a note at mindshift@anxietycanada.com if you have any questions.\r', 'modified': '2020-11-12T19:17:42Z'}"
