userName,review,developerResponse,rating,date,title,isEdited,app_name,app_id
AllTheNicknamesAreTaken121,"I’m new to this app, but here are my top points so far

- The breathr tool—the visualized breathing thing helps, especially during anxiety. The free version of the app only allows one-minute increments, but there is no amount limit to how many times you can do the one-minute ones (that I know of yet)

- the Rootr tool—this did help me during a panic attack. Although, if you keep having a panic attack, it gives the option to call your contact person. I didn’t have this set up, but seeing that option come up during a panic attack did give me anxiety because I didn’t want to call someone at night. Granted, like I said, I didn’t have that option set up... but the panicked mind doesn’t think logically.

I think it’s a useful and good app overall. It’s worth a try, there’s plenty that you can access even on the free version.

But note to the developers: another review mentioned adding games: this is a good idea because distracting the brain/doing tasks that require thinking helps me personally with panic attacks.","{'id': 19409760, 'body': 'Thank you for your review, feedback, and suggestion. We’re a very small team and we don’t have investors - and we’re working to continuously add more improvements and features based on user feedback. We have lots of exciting things in the works, we hope you’ll find Rootd a 5 star experience soon :)', 'modified': '2020-11-29T01:11:20Z'}",4,2020-11-25 03:25:03,Good app for anxiety and panic attacks,False,rootd-panic-attack-relief,1289018369
carolinegoldhammer,"Hi, I just downloaded the App today. I have struggled with  anxiety/panic disorder my whole life. I love the idea of this app but I’m bummed because all of the icons and a lot of writing is cut off- like I can’t scroll all the way down on writing. Also when I click on something to review on the menu bar it takes me there but once I have reviewed I am stuck in that spot- there is no back or forward option. I have to exit the app completely and re open it. Please let me know if these issues can be remedied because I would really love try to use the app and see if it can help me. Especially during the free trial period!! Thank you so much- irregardless I appreciate you creating this and caring about anxiety 🙏🏻🙏🏻🙏🏻 xoxo- Carly","{'id': 15732427, 'body': 'Hi Carly!\n\nCould you please send us an email to team@rootd.io so that we can get this sorted? These issues can definitely be remedied! \n\nEDIT June 2nd: Hi Carly - we are still waiting on an email from you so that we can fix this issue. Looking forward to connecting! \n', 'modified': '2020-06-02T17:23:39Z'}",3,2020-05-21 18:17:23,Help!,False,rootd-panic-attack-relief,1289018369
RadagastsCousin_Kayla,"I suffer from depression, severe general anxiety disorder, and PTSD, and have been experiencing anxiety and panic attacks somewhat frequently lately. This app is not only is easy on the eyes, clear, and has helpful information, but it helps to focus on mindfulness and other skills to help cope with anxiety longterm. Furthermore, if you experience an anxiety or panic attack, the app has an easy to access Rootr button which supplies on-the-spot help with a clear and calming voice of reassurance that you can and will get through it. I will most certainly continue to utilize this app, and I highly recommend it.",,5,2020-03-28 00:50:24,Excellent tool for anxiety help,False,rootd-panic-attack-relief,1289018369
!<€++€,"This app was recommended to me and it's been an amazing tool for me to use during my panic attacks. It checks in on you daily. there's also a section for journaling where you can input a variety of moods and emotions you may be experiencing. I also find the sleepr section useful for my mild insomnia, it definitely helps you relax. There's a section for lessons that help you to understand what is going on with your body. It's informative and keeps track of your progress. I ve been using it for 2 weeks now and it's extremely helpful.","{'id': 22698710, 'body': 'Thank you so much for your review and feedback. So happy to hear you’ve been using and enjoying so many of Rootd’s features <3', 'modified': '2021-05-08T23:04:35Z'}",5,2021-05-06 20:06:54,Excellent Tool,False,rootd-panic-attack-relief,1289018369
Chels Ramowens,"I have been diagnosed with panic disorder and have been struggling with finding different tools to help cope during these panic attacks. Obviously seeking medical help was step one, and getting into therapy was step two. However this app was able to really illustrate what anxiety is, where it comes from, why it’s happening, and how you can control it. The app uses cognitive based therapy techniques which is what you would be doing in therapy so it’s an excellent extension. I highly recommend this app for anyone struggling with panic attacks or anxiety.","{'id': 21196172, 'body': 'Thank you for your review. It sounds like you are taking all the right steps, and demonstrating a lot of dedication and bravery. We’re sending you our best thoughts and vibes <3', 'modified': '2021-02-21T23:16:20Z'}",5,2021-02-18 20:30:24,Incredibly helpful for understanding Panic Attacks,False,rootd-panic-attack-relief,1289018369
LemiKillMrs,"I’ve only had this qpp for a few days but so far i’m liking it. I love how the prompts can be read out loud if you need that auditory reassurance. The panic button helps me to focus my anxiety onto something tactile and helps take my mind off of impending anxiety and panic attacks. It’s also subtle enough because it’s in your phone, no one will know (unless you tell them) that you are having a panic attack. It’s only been a few days so I’ll have to see how it goes but so far so good!","{'id': 23443656, 'body': 'Thank you! We definitely wanted Rootd to be a resource you could feel comfortable having open on your phone and time or any place. Thanks for your support!', 'modified': '2021-06-17T15:16:22Z'}",5,2021-06-16 04:27:11,So far so good,False,rootd-panic-attack-relief,1289018369
Ayeooo_Mel,me and a family member uses this app I wanted to find something manageable and simple for both us and i love the features and how you can get around the app. I love the reminders that you can set for yourself especially when you know when your attacks come into a certain mode of the day and that we can share each other accomplishments and goals. I am still working on the app but I hope this apps gets out for anyone that needs it.,"{'id': 20699201, 'body': 'Thank you for your review. We’re really glad to hear Rootd is helping.', 'modified': '2021-01-28T03:43:51Z'}",5,2021-01-24 21:17:39,anxiety flare ups,False,rootd-panic-attack-relief,1289018369
Temi654,"This app has a lot of options to relieve stress including customization inside of those options! The app targets many different aspects of anxiety and offers reassurance as well as confidence building. Even if your not looking to stop panic attacks, You can still use the journaling, sleep and breathing feature just to make your life a little less stressful. I recommend this app for anyone with a busy mind who wants to calm down 
a bit!","{'id': 22469082, 'body': 'Thank you so much for your review and recommendation! Please do share Rootd with anyone it could help. ', 'modified': '2021-04-26T18:56:37Z'}",5,2021-04-24 17:55:35,A dynamic and effective stress reliever!,False,rootd-panic-attack-relief,1289018369
MelissaMarieBezner,"My daughter (9) and I both deal with some anxiety, and I wish I’d known about this app a long time ago. We’ve been doing the breathing exercises and visualization together for the last couple of days, and we both love it! I haven’t hit the panic button yet, but after reading about how it works, I’m sure it will be an enormous help if I need it. I honestly believe this is an app that literally everyone needs to have!","{'id': 20589836, 'body': 'Thank you for such a kind review! It’s so heartwarming to hear you and your daughter are sharing the journey through anxiety together. You’re lucky to have each other and stronger because of it 🥰 We’d love to know how you did find Rootd - please email us at team@rootd.io ', 'modified': '2021-01-23T02:10:49Z'}",5,2021-01-20 04:59:47,Where has this been all my life?,False,rootd-panic-attack-relief,1289018369
Poe4lyfe7,I’ve been having terrible anxiety and panic attacks especially when driving. I’ve been looking everywhere for help on how to stop them or at least make them spread out. I like this app because it breaks down what happens during a panic attack and can walk you through it to calm you down. The panic button is a great touch and can call your emergency contact if you’re freaking out too bad.,"{'id': 20914195, 'body': 'We’re so thankful Rootd has been helpful. Sending you positive thoughts and wishes!', 'modified': '2021-02-08T03:52:10Z'}",5,2021-02-06 15:19:35,So far so good,False,rootd-panic-attack-relief,1289018369
gnarly2510050,"I often end up downloading apps for anxiety and things like this and end up deleting them within a few days but this app is increasingly helpful, especially when I am experiencing a panic attack. The app also has many features like journaling, it teaches you about anxiety, and it has sections where you can focus on your breathing. I 10/10 recommend getting this.","{'id': 23443637, 'body': 'Thank you so much for your review and recommendation! Happy to hear you’re enjoying the features :)', 'modified': '2021-06-17T15:15:01Z'}",5,2021-06-16 04:10:39,Great app,False,rootd-panic-attack-relief,1289018369
helenmereditht,I’ve been dealing with spontaneous panic attacks and anxiety for about a week now. They’re terrifying and make me feel like nothing will ever get better. I’ve only just gotten this app; but already I feel a little bit more confident about my attacks and that I can deal with them. Even just reading about general anxiety and the symptoms of anxiety helped me so much already! If you are going through a rough patch of anxiety- GET THIS APP! 🤗,"{'id': 17566477, 'body': 'Thank you so much for the kind review. This is exactly the help we wanted to provide when creating Rootd 🤗 Please reach out anytime to team@rootd.io and thanks for your support. ', 'modified': '2020-08-28T18:46:23Z'}",5,2020-08-18 17:56:44,Rootd is great!,False,rootd-panic-attack-relief,1289018369
SimpleSoul1,"My mom found Rootd for me, because I deal with panic anxiety. I have noticed that understanding the sensations that you feel when having a panic attack can help your mind calm down. I really enjoy how the app gives you all the information on what anxiety is, and how we can try to overcome our fears. I haven't had the app for too long, but I'm hoping that it can be one of the tools to help me overcome anxiety. 🙂","{'id': 21009433, 'body': 'Thank you for your review! We really hope you continue find it helpful too :) Please send us your thoughts/feedback after you’ve had more time to try it out - team@rootd.io ', 'modified': '2021-02-12T01:05:46Z'}",5,2021-02-10 19:51:12,So far so good.,False,rootd-panic-attack-relief,1289018369
mLori171,"I’ve been dealing with A LOT of stress at work recently, but last week was, by far, the worst. I had my first full-blown anxiety/panic attack in months and could not pull myself out of it. I started looking for breathing exercises online and found Rootd. It was a lifesaver. I went through the breathing exercises a couple of times and was finally able to, well...breathe again. Thank you.","{'id': 20225574, 'body': 'So glad to hear this! You can set daily reminders to use the breathing exercise in the app to if it helps too. Thank you for your review!', 'modified': '2021-01-06T21:38:20Z'}",5,2021-01-05 01:28:17,Thank you!,False,rootd-panic-attack-relief,1289018369
Rhonlynn,"I like this ap. I opted for the free trial. I’m under extreme stress and therefore, countless panic attacks. Literally sometimes I think I’m loosing my mind, I’m not. And I’m okay. You can select breath (much like the Breathe ap in Apple Watch). You can select Rootr who provides you with guidance during panic attacks. I went through the entire Rootr screens and prompts. Hopefully my panic attacks which are anxiety, go away. This is a keeper.","{'id': 23665657, 'body': 'We are sending you are best thoughts and wishes. That you for sharing your review!', 'modified': '2021-06-30T03:56:59Z'}",5,2021-06-25 19:57:48,It’s a good ap,False,rootd-panic-attack-relief,1289018369
ayyymai,"I love that Rootd explains so much and gives the science behind anxiety. I feel like if I can rationalize what’s going on in my body it helps me feel better. Everything in their lessons is incredibly reassuring. The different tools they provide you to help with anxiety and emergency panic attacks are phenomenal. I just wish that they had some longer sleeprs, visualizrs, and breathrs","{'id': 23160457, 'body': 'Thank you! Good news - we have a new update coming very soon for the Visualizr and Sleepr we think you’ll really like 😁', 'modified': '2021-06-02T20:45:02Z'}",5,2021-05-31 21:16:14,Helps rationalize my irrational thoughts,False,rootd-panic-attack-relief,1289018369
gbandco,"I experienced my first panic attack last week and I’ve been desperate for resources. This app is gentle and reminds me to be brave. I’m loving all the features, being a newbie to the mental health apps I don’t know what other competitors are doing but in my moments of need this app had everything I needed without asking for a cent. 

Im so grateful to whatever Google algorithm sent me here.","{'id': 19231718, 'body': 'Thank you so much for you lovely review. We created Rootd hoping to support brave people in situations very similar to yours. We hope Rootd can continue to help.', 'modified': '2020-11-20T03:44:55Z'}",5,2020-11-18 15:43:07,A Life Saver For Sure,False,rootd-panic-attack-relief,1289018369
BellasMomma1116,"I downloaded this app awhile ago when it was featured, but I only just signed up when a family member sent me information regarding a 50% off offer for their annual subscription. I have suffered from general anxiety disorder since I was very young, and it has only gotten worse with age and this pandemic. I have only begun to use the app, but I am hopeful that it will become a useful tool in my daily life.","{'id': 18794995, 'body': 'Thank you so much for giving Rootd a try! Let us know if you have any questions - team@rootd.io, we’d love to help ensure you get the most out our app possible. After you’ve had the chance to fully explore Rootd we look forward to hearing your updated review! ', 'modified': '2020-10-30T03:42:58Z'}",4,2020-10-28 18:26:56,Definitely has my attention,False,rootd-panic-attack-relief,1289018369
12345678 stop,I would give this 5 stars however I have two problems 1. For the lessons I understand that you need to have money but what if you made it so you had to watch a ad 2. During the panic attack button it said you don’t experience panic attacks 24/7 but what if you do like me for instance I’m younger and yet I still have panic attacks almost always,"{'id': 22669427, 'body': 'Hi and thanks so much for your review! Happy to address the points below :) \n1) the understanding lessons in Rootd are completely free and will stay that way. They help you understand what’s going on during a panic attack and provide the tools you need to manage them. The only paid lesson content is the short and long term lessons, and they are for when you’re ready to use Rootd to manage panic attacks and anxiety for the long term. Creating and maintaining an app is quite expensive and the proceeds help us make sure the app continues to be great! \n2) when we say panic attacks don’t last 24/7, we mean a single panic attack cannot last 24/7. It ebbs and flows as our body finds its way back to calm. Please ask your physician about the details, as hearing from a medical professional is important. We know panic attacks personally and can sympathize. So sorry you had that experience :(  \nPlease send us an email at support@rootd.io to discuss further as we love to hear from users. Big hugs! ', 'modified': '2021-05-07T03:56:31Z'}",4,2021-05-05 17:51:41,I love it just two problems,False,rootd-panic-attack-relief,1289018369
DHaleyF,"I am new to this app and loving it! I adore the cute Rootd monster and the low pressure journalling feature. The courses are also delightful!

I would pay for premium if there was an option to see a chart of your moods over time. 

I highly recommend this app to anyone struggling with their anxiety but finds other apps in the App Store useless.","{'id': 20483216, 'body': 'We’re so happy that you found Rootd (and that you find our blue monster cute). We have many plans to continue updating/improving the app, and mood tracking is a great idea!', 'modified': '2021-01-18T17:59:26Z'}",5,2021-01-14 22:17:54,Adorably Calming and Supportive,False,rootd-panic-attack-relief,1289018369
snb200000000000000,I’ve never been able to really relax with any meditation type apps. I’ve been having really bad anxiety and depression issues for about 2 weeks and the doctor recommended Rootd. It helps to ground me and really stop and calm down for a few minutes. Definitely will keep using and highly recommend!,"{'id': 20483233, 'body': 'Thank you for your review, it really helps! We’re so glad you found Rootd, and that you’re finding it helpful. Please message us anytime at team@rootd.io', 'modified': '2021-01-18T18:00:30Z'}",5,2021-01-14 13:44:38,Love It So Far,False,rootd-panic-attack-relief,1289018369
dnnsjsiksns,I Am 14 and I was having a panic attack and my mother wasn’t even listening or trying to help but just blab about how dirty the house is I just wanted someone to help me get through it so I downloaded this app I like how it talks and helps me get through it when no one else seems to care thank you,"{'id': 23808016, 'body': 'We are so so happy Rootd could help. Thanks for sharing your review - we’ll be sending you good vibes!', 'modified': '2021-07-08T01:03:55Z'}",5,2021-07-04 02:55:59,I feel better thanks,False,rootd-panic-attack-relief,1289018369
cha805,Helped me to learn more about the physical aspect of anxiety which helped me to understand more of my mental state during my anxiety.  I have general anxiety and OCD and I have been having a episode where I feel anxiety all day long and not sure why.  I googled things and anxiety and this app popped up and has been very helpful to keep my mind off of the fear and panic.,"{'id': 19796212, 'body': 'We’re so glad you found Rootd, and hope it continues to be helpful. Thank you for your review! Please feel welcome to message us anytime at team@rootd.io ', 'modified': '2020-12-16T06:57:11Z'}",5,2020-12-13 23:43:26,Great app,False,rootd-panic-attack-relief,1289018369
TwinPines38,I am a long time sufferer of many mental and physical health issues and because of that I suffer from severe debilitating attacks that can last hours! Having an app to help me do my 5 senses is very helpful and reassuring as well. I also like the fact that it will contact my emergency contact if needed. This is a HUGE WIN for the mental health community!!! Great Job Ron!!,"{'id': 19110776, 'body': 'Thank you so much for the kind review (Ron says thank you too ;)).', 'modified': '2020-11-15T05:38:41Z'}",5,2020-11-10 19:52:31,Very Satisfied!!,False,rootd-panic-attack-relief,1289018369
cds1028,"I downloaded this on a whim and I was very impressed with the over all experience. The graphics are simple in my opinion, they are not over whelming with bright colors. I like that I can set reminders to do things with in the app at certain times. It’s been 3 days and I feel calmer in some of my daily routines.","{'id': 20958498, 'body': 'Thank you so much for sharing your review <3', 'modified': '2021-02-09T15:45:47Z'}",5,2021-02-07 18:05:08,Very calming,False,rootd-panic-attack-relief,1289018369
DeeMarieMe,"I had been looking for an App to help me with my anxiety. I have found several meditation apps, but none as comprehensive as this app. Meditation is one of the modalities used, but this app really educates you! It walks with you hand in hand through education and healing. I recommend this app to everyone! Especially in these unprecedented times!","{'id': 20272462, 'body': 'Thank you for your review. These unprecedented times are challenging for many in many different ways, and we’re so glad you found Rootd helpful. ', 'modified': '2021-01-08T17:42:32Z'}",5,2021-01-06 20:28:45,Excellent App!,False,rootd-panic-attack-relief,1289018369
OliverBleu,"I have relied on Rootd to help me through difficult times. It has been so beneficial. Through the app and with help of a therapist, I have seen major improvement. You won’t be disappointed. Even if you can’t get to a therapist, practice the lessons on Rootd. You’ll learn about your strengths too!","{'id': 23665645, 'body': 'Thank you for such kind feedback! We’re so happy Rootd has been helpful.', 'modified': '2021-06-30T03:56:00Z'}",5,2021-06-25 09:53:44,Since the pandemic began,False,rootd-panic-attack-relief,1289018369
Momuvboyz,"I suffer from anxiety and panic attacks and I’m always looking for new strategies for relief. This was recommended by a friend and it not only help alleviate my physical symptoms, it did so in a way that was helpful. Rootd did not just try to distract me (that can only wait to for a moment or two). Rootd used science and reminded me that my physical symptoms will diminish. And they did!","{'id': 21663240, 'body': 'Thank you so much for your review. We’re really glad your friend recommended you try Rootd. Please do share it with anyone else you think it could help!', 'modified': '2021-03-15T15:50:30Z'}",5,2021-03-11 18:00:37,Quick relief!,False,rootd-panic-attack-relief,1289018369
JRCheez,"It’s been two days and I already feel this app is a game changer. The way it helps you through panic attacks is incredible. It doesn’t coddle you, but it still calms you. The trick to it is....you have to want to do it. Be open, let the app do its thing, and you’ll be amazed at how well it works!","{'id': 20535770, 'body': ""Hi there! You'e very right about this! While there are parts of Rootd that work for anyone - high anxiety or not - such as the Breathr and Visualizr tool, you're really right about needing to want the change to get the best effects, and to trust Rootd to work well :) Thanks for the thoughtful comment and review. We're happy you found Rootd and that it is there for you. "", 'modified': '2021-01-20T18:45:26Z'}",5,2021-01-17 19:18:49,Very Good in Helping To Calm,False,rootd-panic-attack-relief,1289018369
#thisisme:),"I’m suffered from panic attacks for so long. Medication helped but now they are starting to come back. This app really makes me feel like someone out there understands how it feels to have such painful anxiety. Great app and it has really helped me to feel calmer. It’s not an attack, just a sensation.","{'id': 20699277, 'body': 'We made Rootd out of personal experience with anxiety, so the cause is very close to heart. Thank you so much for your review.', 'modified': '2021-01-28T03:47:26Z'}",5,2021-01-26 03:04:07,"It’s not an attack, just a sensation.",False,rootd-panic-attack-relief,1289018369
Miklayla girl,This app is so amazing the little mascot makes me feel safe and he’s so cute. I also love the way this app sets it apart from others by telling you with words that you will be fine and having breathing tools others only have breathing tools. This app is over all great I love it so much it’s by far my fav.,"{'id': 15450604, 'body': ""Thank you for the lovely review, Miklayla! \n\nWe're so glad Rootd is there for you. Let us know if you ever have any questions by emailing us at team@rootd.io! \n\nAll the best on your journey! "", 'modified': '2020-05-20T16:43:00Z'}",5,2020-05-05 05:21:29,Awesome,False,rootd-panic-attack-relief,1289018369
Timilehin ariyo,"I enjoy the multiple options available for de-stressing. The lessons are calming to read, the journal helps you keep track, the ambient noises help you relax and the breathing and visualizer act as pacers! Would recommend to anyone who likes to try out different options!","{'id': 22469101, 'body': 'Thank you for your review! Rootd is designed to help along the entire journey of managing and overcoming panic attacks and anxiety. We’re so glad you like the variety of tools and content. ', 'modified': '2021-04-26T18:58:06Z'}",5,2021-04-24 20:05:43,One stop for relaxation,False,rootd-panic-attack-relief,1289018369
MAH1012,"This app has helped me over the last few months but in these times of uncertainty, lockdowns and COVID-19 I need it now more than ever!  It is very calming, reminds me to breath and is always available!  Thank you for making such a wonderful tool for those of us managing anxiety in our daily lives.",,5,2020-03-20 11:46:19,Relief!,False,rootd-panic-attack-relief,1289018369
CassandraGrant,"I often feel myself start to panic, I know I’m snowballing in anxious thoughts and can rarely pull myself out before having a panic attack. Not only does this help me prevent them.. but it pulls me out in half the time at least. Highly recommend. Noting to lose and your sanity to gain.","{'id': 13970682, 'body': ""Thank you so much for the review, Cassandra! We're so happy Rootd is there for you. All the best to you!"", 'modified': '2020-03-10T18:51:23Z'}",5,2020-02-21 00:50:30,Works for me,False,rootd-panic-attack-relief,1289018369
lopez97323,I would suggest this app for anyone who suffers from Daily panic attacks and anxiety as it helped me when I was having a full out attack while driving and being 1 hours away from Home. It truly felt like I had a counselor alongside me pushing me to feel better.,"{'id': 20142024, 'body': 'Thank you for your review, hearing this feedback is great motivation for us to continue working hard on Rootd. You’re amazing!', 'modified': '2021-01-03T19:20:12Z'}",5,2021-01-02 03:22:57,Great app,False,rootd-panic-attack-relief,1289018369
sexy muda fuka,"I suffer from panic disorder and I found this app to be very comforting. Everything about it is direct so that when you are panicking it’s easier to get what you need. It has helped me with so many panics and I am so grateful for this, i definitely recommend it.","{'id': 19873135, 'body': 'So thankful Rootd has been helpful. Thank you for your review!', 'modified': '2020-12-20T01:00:08Z'}",5,2020-12-18 04:19:27,Really helpful,False,rootd-panic-attack-relief,1289018369
