date,userName,review,title,rating,isEdited,developerResponse,app_name,app_id
2020-11-21 00:31:37,magpie69x,"I have realized recently that I’ve been going through life on autopilot, having trouble with handling my emotions. Downloading this app has been so helpful to me! It’s helping me to take time for myself each day and think about how I feel and why I feel that way. I’m excited for the journey I have ahead of me.",Learning so much about myself,5,False,"{'id': 20562370, 'body': ""Thank you for the 5 star review! We're so happy to hear that Moodfit is helpful. We're also excited for you on your journey ahead! Much gratitude!!"", 'modified': '2021-01-21T20:22:12Z'}",moodfit,1054458809
2021-02-18 15:15:35,tsnowdy625,"I have tried multiple apps to help with my anxiety & depression- this one allows me to track everything in one place, making it very easy to describe my moods in words- helps me to refocus with positive prompts- which I can change the topics of easily. I am a pen & paper girl, but this app helps me consistently track the things I want to!!",Keeps me focused!,5,False,"{'id': 22201150, 'body': ""Thank you so much for the review! We hope you've discovered the custom shortcuts that you can create to make identifying and entering journal entries easier. Gratefully yours!"", 'modified': '2021-04-12T20:40:32Z'}",moodfit,1054458809
2021-03-25 15:55:21,Legendary app!,"So I’m a broke college kid so I can’t pay, however with the tools of the reminders and even having the 6 daily activities have done WONDERS for my mood. Thanks developers for making free aspects still very very useful, it’s been hard trying to find something that’s free. I really am deeply grateful for this app :)",Free version is still 5 star,5,False,"{'id': 22201029, 'body': 'Thank you for the review! Send us an email, hello@getmoodfit.com. And we can try to help you with a student discount.', 'modified': '2021-04-12T20:30:38Z'}",moodfit,1054458809
2021-03-05 16:16:50,Anacronyzm,I am really liking this app.  I love that there are so many options for customization that make the  mindfulness activities personal for what I need.  I like that the sources are listed on the educational materials so I can read the actual research if I want. This is the most comprehensive app for mindfulness that I have found.,Love the customization,5,False,"{'id': 22201078, 'body': 'Thank you for the review! With much gratitude!!!', 'modified': '2021-04-12T20:35:22Z'}",moodfit,1054458809
2021-01-06 07:15:15,Mick1984.,"I have found Moodfit to be such a helpful app for me. 2020 has been a challenging year consisting of a lot of change that hasn’t been fully processed. This app has helped me slow down, put negative thoughts into perspective, and focus on gratitude and mindfulness, which is helping so much as I progress into this new year.",Amazing app!,5,False,"{'id': 20562205, 'body': 'Thank you for the great review! So glad to hear that Moodfit has been helpful to you to get through the challenges of 2020.', 'modified': '2021-01-21T20:11:44Z'}",moodfit,1054458809
2020-06-03 17:45:38,Bike Riding Lady,"I recently had a health issue and the Mood app. Is really helpful in getting me back on track.  I have enjoyed using it everyday & will continue for the next 3 months for sure!

I like this app a lot for keeping track of my daily goals.   I especially like the gratitude part of the app.",Mood App.,5,True,"{'id': 15655434, 'body': 'Thank you for the review. We’re glad we can be here to help. Don’t hesitate to contact us anytime with questions or feedback, hello@getmoodfit.com. With gratitude! ❤️ ', 'modified': '2020-05-29T14:42:21Z'}",moodfit,1054458809
2020-12-24 18:09:06,angiec187,This app is helping me to pinpoint parts of my day where I’m having issues and also has great reminders and tips! And I like getting the emails too actually! It acted a little slow the other day but i also changed phones. It’s doing better now.,Very helpful!,5,False,"{'id': 20562246, 'body': 'Thank you for the great review! Very happy to hear Moodfit has been helpful with your journey. If you ever run into any performance problems please send us an email, hello@getmoodfit.com. Gratefully yours!', 'modified': '2021-01-21T20:14:31Z'}",moodfit,1054458809
2021-02-11 19:16:05,Megan857472,"This app has changed my life! It has so many features and keeps me constantly in check with my mental health. I’m more aware of my thoughts , feelings, and reality. Helps me stay grounded and has tons of in app features to get you through tough moments. 10/10 recommend!",Mood Fit,5,False,"{'id': 21119964, 'body': 'Thank you for the review! You just made our day hearing about how Moodfit has been helpful to you. With gratitude!', 'modified': '2021-02-17T18:20:58Z'}",moodfit,1054458809
2020-05-24 19:45:51,jenn7123,Incredible app it really helps u become more self aware and has such useful tools to help you through stressful days. If you’re looking to improve wellbeing by becoming more accountable this is definitely a perfect app to use.,I use this app multiple times a day,5,False,"{'id': 15655302, 'body': 'Thank you for the review. You just said it perfectly - becoming more self aware and putting in the extra effort to turn around the bad days. With gratitude! ❤️ ', 'modified': '2020-05-29T14:32:55Z'}",moodfit,1054458809
2020-03-02 16:32:53,bellydoodles,I use this as a daily mental health “to do” list. I have struggled with mental health most of my adult life (44 now) and this app combines all the skills I have learned throughout my time in therapy and helps me integrate them into my day to day life. The tasks are simple but powerful. Best app for mental health I have come across so far!,Seriously awesome!,5,False,"{'id': 14195320, 'body': 'Thank you for the review! You have the essence of Moodfit exactly right - simple steps done regularly can result in change and a better mood. Grateful for you!', 'modified': '2020-03-23T17:58:34Z'}",moodfit,1054458809
2021-06-02 22:44:59,future geriatric np,I haven’t been using this app for long but the statements that are sent really help ground me. I found it as I was researching on resilience for my project ideas. Team has agreed this is going to be one of the interventions to help!! Paying it forward helps with resilience too😊,Works!,5,False,"{'id': 23206726, 'body': 'Glad you found us and grateful for your review! ', 'modified': '2021-06-04T23:55:53Z'}",moodfit,1054458809
2020-05-26 12:38:30,Andii42,Fairly intuitive and easy way to help motivate daily tracking.  Customizable elements can be compared to other tracked elements to help you consider lifestyle changes. Supported by published literature. Optional daily tips via app and email add to the MoodFit experience. Have already recommended to others.,Easy to use with goal accountability,4,False,"{'id': 15655219, 'body': 'Thank you for the review. If there’s anything we can do to help you get to a 5 star review please drop us an email, hello@moodfit.com. We love hearing about what we can do even better. With gratitude! ❤️ ', 'modified': '2020-05-29T14:28:15Z'}",moodfit,1054458809
2020-04-07 09:50:37,JessHead2019,I’ve struggled with bipolar disorder which can cause me to go into deep depressive episodes especially when I am not able to socialize. This app has made the quarantine of the Covid-19 pandemic in central California tolerable and I’m hoping will be able to help me after the quarantine as well!!,Really Helps,5,False,"{'id': 15655635, 'body': 'Thank you for the review. We’re in the quarantine in California with you! It is challenging for sure! We’re thankful Moodfit has been helpful to you. With gratitude! ❤️ ', 'modified': '2020-05-29T14:53:33Z'}",moodfit,1054458809
2020-07-01 15:55:49,musicislife1892,"I was excited to use this app as i taper down from antidepressants. I was able to use it for two days and now all i get is “No connection- we were unable to connect and get your data” every time i try to open the app. I’m very disappointed, and every time I click app support it just brings me to the apps reviews.",Promising idea- but not reliable,3,False,"{'id': 16837366, 'body': ""Update: Since we've had things fixed and working well again we hope you'll give Moodfit a try. And we'd love if you'd edit your review as well. Any questions - email us at hello@getmoodfit.com. With gratitude!\xa0\n\nPrevious reply:\nHi... We've had a major snafu with our internet service provider. :( We're in the process of restoring service. If you email us hello@getmoodfit.com we'll let you know when service is restored. We're so sorry for the inconvenience and are working around the clock to get things fixed!\n\n\nHi... We've had a major snafu with our internet service provider. :( We're in the process of restoring service. If you email us hello@getmoodfit.com we'll let you know when service is restored. We're so sorry for the inconvenience and are working around the clock to get things fixed!"", 'modified': '2020-07-23T18:46:02Z'}",moodfit,1054458809
2021-03-06 22:13:29,KittyKat2234,"I personally like this app, particularly the gratitude and mindfulness practices. They help me stay centered and content with where I’m at in life. The little messages throughout the day also make me feel better and surprisingly come up at the right time.",Works great,5,False,"{'id': 22201073, 'body': 'Thank you for the review. Remember that you can change your notifications/reminders anytime you want in the Reminders tool. We have themes like Calming, Distorted Thinking and Gratitude. Changing up these from time to time can help you get more out of them. Thank you again!', 'modified': '2021-04-12T20:34:57Z'}",moodfit,1054458809
2021-06-15 19:06:09,In_pink_cutie,"Love this app! I would HIGHLY recommend it for all ages. It definitely helps. Especially, people w/chronic anxiety & depression. My daughter has both plus PTSD and it helps her too. The free version is amazing as is, we are thinking of upgrading.",Highly recommend this app,5,False,"{'id': 23532994, 'body': 'Thank you for the review! We love hearing how Moodfit has been helpful to our users. With gratitude! ', 'modified': '2021-06-23T02:04:11Z'}",moodfit,1054458809
2020-05-25 17:36:25,Irhis Gail,I’ve literally seen the difference in my mood over the past week and seen the small changes in my attitude in hard situations because of the tools that are available to me. It was a great choice to get this app!,Amazing App,5,False,"{'id': 15655268, 'body': 'Thank you for the review. So happy to hear how Moodfit has been helpful to you. Like with physical fitness, mood fitness takes ongoing effort. Stay with it and keep building up resiliency to deal with life’s ups and downs. 💪 With gratitude! ❤️ ', 'modified': '2020-05-29T14:31:01Z'}",moodfit,1054458809
2021-03-04 17:38:26,Dubster05,"Even without paying for premium, this app is really worth it. I have depression and I find that acknowledging my emotion, I’m feeling a lot better. I would definitely recommend this, and it’s really easy to use :)",Worth it!,5,False,"{'id': 22201084, 'body': 'Thank you for the review! The first step is acknowledging our emotions. Much gratitude for your review!', 'modified': '2021-04-12T20:36:14Z'}",moodfit,1054458809
2020-07-30 01:39:51,Tammynation39,I am a person who starts something and after a short time gets bored with it and moves on. This app won’t allow you to do that. It reminds you throughout the day to stop and assess your feelings! So far the best app for anxiety!,Awesome app,5,False,"{'id': 17614875, 'body': ""Thank you for the review! Very happy to hear it's helpful. With gratitude!"", 'modified': '2020-09-01T00:38:24Z'}",moodfit,1054458809
2021-04-28 04:09:14,Becher84,"I have struggled with bipolar, panic attacks and ocd for years. Moodfit helps me stay focused on easy to accomplish daily goals which helps me stay grounded and calm. This app helps me feel like I CAN control my emotions when I have a stressful night/day at work. I Love it!",Great for nurses,5,False,"{'id': 23215267, 'body': 'Thank you for the review. You 100% get the Moodfit premise - the repetition of simple good practices can reduce stress and lead to change. Gratefully yours!', 'modified': '2021-06-06T03:55:10Z'}",moodfit,1054458809
2021-02-04 16:46:24,User124299,"Only used a few days, but I like the many customizable options even on the free version. Received a msg yesterday about an extended free premium trial for submitting a review but with an expiration date of three days earlier. Doing it anyway and counting it as a hopeful action for the day!",Interesting so far,4,False,"{'id': 20942021, 'body': ""Your hopeful action was rewarded! :) Hope you like Moodfit. We'd love to know what we can do to earn a 5 star review. Thank you!"", 'modified': '2021-02-09T03:17:08Z'}",moodfit,1054458809
2020-06-22 15:51:33,Hiddentm,This app helps me to focus on the things that will improve on multiple overall well-being and allow me to be show gratitude for things in my life no matter what I may be facing on a daily basis.,Love this app,5,False,"{'id': 16837379, 'body': ""Thank you for the great review! Gratitude has great benefits for both the sender and receiver. We're very grateful for you! "", 'modified': '2020-07-23T18:47:54Z'}",moodfit,1054458809
2020-08-21 23:20:07,bobeenafofeena,"Pretty easy to use, I like the mood tracking and CBT tools. You can track everything with the free version, you just can’t see the trends/analysis (like percentage of low moods etc.). It doesn’t bug you to get the paid version like some other apps!",Useful and free,4,False,"{'id': 17614847, 'body': ""Thank you for the review. We're always trying to earn 5 star reviews. We'd love to hear from you what we can do better - hello@getmoodfit.com. Contact us anytime!"", 'modified': '2020-09-01T00:36:56Z'}",moodfit,1054458809
2020-08-24 17:19:28,Karebear7363518,This is a really great app. It’s hard to put the work in to change yourself and deal with hard things and this app makes it easier.,Really helpful,5,False,"{'id': 17614282, 'body': ""Thank you for the review. Very happy to hear you're putting in the work on the hard stuff. We know it's not easy. We're cheering you on. Gratefully!"", 'modified': '2020-08-31T23:52:20Z'}",moodfit,1054458809
2020-03-19 15:12:23,Brandon Conte,This is a great app to help improve your mental health. I have been using this app for a few days now and the quotes and taking time to write down what I’m grateful for have greatly improved my mental health. I am grateful for your app!,Awesome App,5,False,"{'id': 14195269, 'body': ""Thank you for the review Brandon! We have some additional features coming in the gratitude tool. Stay tuned! PS We're very grateful for you! ❤️"", 'modified': '2020-03-23T17:55:12Z'}",moodfit,1054458809
2020-01-29 13:20:44,Rachel JPF,It’s a very user-friendly app with helpful reminders promoting mental health and ways to focus on your well-being throughout the day. I especially like the gratitude exercise.,Everyone should use Moodfit!,5,False,"{'id': 14195355, 'body': ""Grateful for your review Rachel! So glad you like the gratitude tool. Don't hesitate to contact us anytime, hello@getmoodfit.com With gratitude for you!"", 'modified': '2020-03-23T18:00:16Z'}",moodfit,1054458809
2020-08-21 13:31:12,Harley1491,"What a great app. Using it sets the tone for the day and due to the modules you setup, your working on improving you’re mental health all day. As an anxiety/ panic and OCD sufferer, it keeps me focused on the positive!",So helpful ! I can tell when I miss a day,5,False,,moodfit,1054458809
2020-05-22 12:47:18,notenufsleep,Allows you to take a moment to think about how you're feeling and write it down. Acknowledgement of your feelings,Makes you think,5,False,"{'id': 15655354, 'body': 'Thank you for the review. You’ve got it - awareness is a big first step toward a better mood. With gratitude! ❤️ ', 'modified': '2020-05-29T14:35:52Z'}",moodfit,1054458809
2021-05-09 01:26:39,1beggar,This app is fantastic. Especially appreciate the mood tracker and the breathing exercises. I feel much more in control of things rather than things controlling me. Thank you!,Game changer,5,False,"{'id': 23206740, 'body': 'Very happy to hear how Moodfit has been helpful. Thank you for the review!', 'modified': '2021-06-04T23:59:01Z'}",moodfit,1054458809
2020-07-15 04:17:53,SuspensionBridget,"I am so thankful for this app, and the thoughtful, responsive team behind it. Has really helped me stay at my best during COVID. Well worth the free trial, and worth the paid plan as well.",Got me through quarantine,5,False,"{'id': 16837333, 'body': 'Thank you for the review! So happy that Moodfit has been able to help you during the challenging covid times. Keep going! Let us know how we can help.', 'modified': '2020-07-23T18:37:56Z'}",moodfit,1054458809
2020-05-05 06:04:27,Rjwonton,I have a hard time reminding myself to go on the app but it has a variety of things that help remind you to check in and I think that’s wonderful as a bipolar person.,Many options,4,False,"{'id': 15655530, 'body': 'Thank you for the review. We’ve recently started the Moodfit Moment emails to give you short little tips and inspiration. Perhaps they help with being a reminder. Send us a note anytime hello@getmoodfit.com. We’d love to try to earn a 5 star review from you. With gratitude! ❤️ ', 'modified': '2020-05-29T14:47:10Z'}",moodfit,1054458809
2020-09-20 16:21:19,itzmetinab,"I love that you can determine what activities you want to do, how many times a week, and on what days and times!!  The reminders are really helpful too!!",Love it!,5,False,"{'id': 18605742, 'body': ""So glad to hear you're finding Moodfit helpful. With gratitude!"", 'modified': '2020-10-20T23:34:28Z'}",moodfit,1054458809
2020-07-01 12:52:47,Posh327,App was very useful for the first day... now I’m receiving an “unable to connect” message.  My internet and phone are fine and are having no problems with other apps/web.  This has been for the last 2 hours.  I’ve emailed support but haven’t heard back.  Hope this isn’t what I have to look forward too with this app now that I’ve paid for months in advance.  Urg.,Hmmm,1,False,"{'id': 16837371, 'body': ""Update:\xa0\nSince we've had things fixed and working well again we hope you'll give Moodfit a try again. And we'd love if you'd edit your review as well. Any questions - email us at hello@getmoodfit.com. With gratitude! \n\nPrevious reply:\nHi... We've had a major snafu with our internet service provider. :( We're in the process of restoring service. If you email us hello@getmoodfit.com we'll let you know when service is restored. We're so sorry for the inconvenience and are working around the clock to get things fixed!"", 'modified': '2020-07-23T18:46:45Z'}",moodfit,1054458809
2020-01-03 22:40:50,FoldedBee,"After three weeks of using MoodFit every day, to set and track goals, mood, etc. for the first time I have been able to actually form new healthy HABITS.",I love this app!,5,False,"{'id': 12754089, 'body': 'Thank you for the review! Awesome to hear that Moodfit has helped you form new healthy habits. Much gratitude to you!\n', 'modified': '2020-01-06T19:41:35Z'}",moodfit,1054458809
2021-06-02 16:04:31,Seppisaurus,"The apps is somewhat helpful with teaching me some techniques to how to relieve some stress, but it’s honestly short when it comes to helping feeling better. Also, that fact the app locks more ways to help stress behind is a pay wall is awful. I recommend finding something much better.",Not Really Great,2,False,"{'id': 23206739, 'body': ""Sorry to hear we didn't meet your expectations. We'd love to hear your feedback. We also have programs to provide financial assistance. Please send us an email, hello@getmoodfit.com. Gratefully yours!"", 'modified': '2021-06-04T23:58:19Z'}",moodfit,1054458809
2020-02-05 03:18:27,Bryan00111,Helpful for me when I was struggling w anxiety disorder. Still use. I like the gratitude journal as well but this app has so many adjustable features,Great for tracking mood!,5,False,"{'id': 14195335, 'body': 'Thank you for the review! We have some new features coming in the gratitude tool. Stay tuned! With gratitude!', 'modified': '2020-03-23T17:59:20Z'}",moodfit,1054458809
2020-10-03 03:18:14,mvgirl1977,I really love this app. Using the cbt thought tool has been soooo helpful dealing with day to day stressors to help put things in context. Very grateful for Moodfit! Thank you for making it.,CBT Thought Tool,5,False,"{'id': 18605739, 'body': ""You're welcome. And thank you for the lovely review! "", 'modified': '2020-10-20T23:34:04Z'}",moodfit,1054458809
2020-08-06 16:01:32,eccentric07,"So far so good!  I like the reminders that come in each day, as encouragement.  I wish some of the paid services were free however",Good,5,False,"{'id': 17168310, 'body': 'Thank you for the review! ❤️ Please email us, hello@getmoodfit.com and let us know what services you wish were free. Gratefully yours!', 'modified': '2020-08-09T16:15:22Z'}",moodfit,1054458809
2020-12-08 15:46:46,perkinsal12,The reminders are a pleasant break throughout the day and it really gets me to focus on myself. I love the meditations and gratitude journal! I will definitely keep using this app!,Love this app!,5,False,"{'id': 20562313, 'body': 'Thank you for the great review! So happy to hear that Moodfit is helpful to keep you on focus on things that are good for you! With gratitude!', 'modified': '2021-01-21T20:19:10Z'}",moodfit,1054458809
2021-04-28 12:01:53,mrw123,"This app is a must! Has carried me through the pandemic, helping me focus on my strengths & providing me help with focus. Got my husband using it now & we are grateful for it.",So helpful,5,False,"{'id': 23215257, 'body': ""Thank you for the review and for telling your husband about Moodfit. Very happy to hear it's been helpful with focus. Gratefully yours!"", 'modified': '2021-06-06T03:53:35Z'}",moodfit,1054458809
2021-02-28 15:17:06,Taylor63toys,This is a wonderful app I recommend to several clients. It has a lot of great tools.,Highly recommend!,5,False,"{'id': 22201115, 'body': 'Thank you for the review and for recommending it to clients. We have a program where providers can give extended free trials to their clients. See getmoodfit.com/pro. Let us know if you have any questions. Thank you again!', 'modified': '2021-04-12T20:38:41Z'}",moodfit,1054458809
2020-09-14 20:44:40,LisaSpeckles,This has been helping me and I have recommended it to others even.,Helps,5,False,"{'id': 18605744, 'body': 'Thank you for the review and for telling others about Moodfit. With gratitude!', 'modified': '2020-10-20T23:35:27Z'}",moodfit,1054458809
2021-02-11 17:24:53,pegertner,I’ve only been using the moodfit app for a few days but it’s a great tool to keep you focused on your mental health.,So far so great,5,False,"{'id': 21119979, 'body': 'Thank you for the 5 star review! Please keep going. Ever have questions just email us, hello@getmoodfit.com. ', 'modified': '2021-02-17T18:21:30Z'}",moodfit,1054458809
2020-10-17 13:36:41,GoldenNeugdae,"I don’t know if it’s me or the app, but lately it just won’t load. It won’t work on wifi, off of wifi, or with service.",Loading,4,False,"{'id': 18605732, 'body': ""Hi... This issue should be resolved. If you're still having a problem please drop us an email - hello@getmoodfit.com. Thank you!"", 'modified': '2020-10-20T23:31:54Z'}",moodfit,1054458809
2020-12-17 22:54:01,katrina luna,"trying to manage anxiety from pandemic, politics, and -dams it- apparently upcoming surgery. Love notifications to stretch and breathe while at work. Great sessions on mindfulness. Recommending to my patients.",helpful,5,False,"{'id': 20562296, 'body': ""Thank you for the review! Very happy to hear that Moodfit has been helpful dealing with all the stresses currently going on. And we're very grateful that you're recommending it to your patients!"", 'modified': '2021-01-21T20:18:19Z'}",moodfit,1054458809
2021-05-06 16:04:44,learning hope,"I’ve just started using.  This app has so much to offer. Easy to personalize .  Discusses gratitude, breath work , journaling , CBT and more!!!",Excellent for self care,5,False,"{'id': 23215249, 'body': ""Thank you for the review. Very happy to hear you're finding the customization features to be helpful. Gratefully yours!"", 'modified': '2021-06-06T03:52:09Z'}",moodfit,1054458809
2020-12-06 08:53:58,healthy guy1,"Easily accessible and the graphs show you progress that you’ve made, the app also comes with a toolkit with helpful activities in it such as  mindfulness practices.",Great app,4,False,"{'id': 20562339, 'body': ""Thank you for the review! Glad you're finding Moodfit helpful. We strive to give you a 5 star experience. We'd love for you to email us at hello@getmoodfit.com and let us know how we could make Moodfit even better. Thank you!"", 'modified': '2021-01-21T20:20:20Z'}",moodfit,1054458809
2020-05-17 17:19:59,blg69,Great app.  It’s helping to keep me mindful of all the things to be grateful for and to be more conscious of when I am falling into negative thinking patterns.,Very helpful,5,False,"{'id': 15655403, 'body': 'Thank you for the review. A regular practice of gratitude is a great way to rewire your brain to see more of the good in life. We love that you’re using it! With gratitude! ❤️ ', 'modified': '2020-05-29T14:40:27Z'}",moodfit,1054458809
2021-01-03 23:12:51,jfronk28,Use it every day. Helps me to know where I’m at and what I need to do to become better.,Keeps Me Motivated,5,False,"{'id': 20562215, 'body': 'Thank you for the 5 star review! Grateful to hear that Moodfit is helping you moving forward day by day.', 'modified': '2021-01-21T20:12:33Z'}",moodfit,1054458809
2020-06-23 10:32:16,57$!;;,I had been looking for something like this for a long time!,Really great,5,False,"{'id': 16837374, 'body': 'Thank you for the great review. Email us anytime with questions - hello@getmoodfit.com. ', 'modified': '2020-07-23T18:47:13Z'}",moodfit,1054458809
2020-06-03 15:02:19,blackbeltxina,I live the notifications is sends throughout the day!,Like it so far!,5,False,"{'id': 16082387, 'body': 'So happy to hear you like the notifications! Know that you can even put in your own using the Reminders tool. ✅ Thanks for the review!', 'modified': '2020-06-18T23:39:44Z'}",moodfit,1054458809
2020-09-14 13:13:35,lorifMusic,Not too many messages in a day. Live the nurse specific messages!,Just right!,4,False,"{'id': 18605752, 'body': ""Glad you're finding it helpful. You can thank The American Nurses Foundation who have partnered with us to bring Moodfit to nurses!"", 'modified': '2020-10-20T23:36:52Z'}",moodfit,1054458809
2020-01-14 20:03:23,Roxanne The Flower,And they really make a difference. The reminders are super helpful,It’s a really really good Mental health App. The exercises take 2 minutes,5,False,"{'id': 13145128, 'body': ""So glad you're using the tools in Moodfit and they're making a difference. Thank you for the review! ❤️"", 'modified': '2020-01-27T20:38:42Z'}",moodfit,1054458809
2020-09-19 12:40:41,deadathome,I use this app every morning as part of my 2020-sustain-the-sanity routine. It’s easy to use and gives great feedback.,Great app!,5,False,"{'id': 18605743, 'body': 'Thank you for the review! Yes, the 2020 sanity routing. So needed this year!', 'modified': '2020-10-20T23:35:01Z'}",moodfit,1054458809
