date,userName,title,developerResponse,rating,review,isEdited,app_name,app_id
2020-07-05 21:03:43,Jean2916,The best app!!,"{'id': 16466041, 'body': 'There are times illnesses and medication hide a difficulty we have in our internal world. It is great to hear that now you have comfort with meditation practice, rather than experiencing mental states as bodily reactions. Hope you keep enjoying all the content :) All the best, İpek - Member Happiness', 'modified': '2020-07-07T17:54:34Z'}",5,I suffer from anxiety and have been on meds for a couple of years now. This app has been the best medication so far I’m off my meds now and when I feel overwhelmed I take a couple of minutes to myself and pick a session according to how I’m feeling at the moment feel 100 times better when I’m done!,False,meditopia-meditation-breathe,1190294015
2020-06-17 21:00:19,cww1913,Developing Self-Awareness,"{'id': 16079631, 'body': 'Hello, it is great to know that you are now actively spending time for yourself. We are so happy you found us in this stage of your life. Please keep in mind that we are always beside you as Meditopia team in this challenging times. Wish you a great day. Best regards, Ezgi- Member Happiness', 'modified': '2020-06-18T18:29:20Z'}",5,"Meditation has always been something I wanted to try “when I had time.” Working remotely during this pandemic brought me the time, but I hadn’t realized the stress such uncertainty in my daily life would bring. Meditopia is helping to mitigate that stress and has demonstrated other benefits as well.  I’ve been at it 3 weeks now and looking forward to continuing.",False,meditopia-meditation-breathe,1190294015
2020-01-17 13:24:31,Leighbeec,Wisdom While Relaxing,"{'id': 12989626, 'body': 'Hello, it is great to hear that you liked Meditopia! We thank you so much for this precious comment. I hope you will enjoy the app while getting more and more help for a better sleep. If you have any questions, you can always reach us via hello@meditopia.com. All the best, İpek - Member Happiness', 'modified': '2020-01-18T16:52:24Z'}",5,"Great app for sleeping or just a quick unwind.   Works like a charm and I have insomnia, so this is a blessing. Several different topics you can pick and choose from depending on yours needs at that moment. I've tried many of these types apps and this is, by far, superior than all of them. Highly recommend.",False,meditopia-meditation-breathe,1190294015
2020-03-24 22:37:55,ksfjanalfownsn,Please make a male voice version.,"{'id': 14269030, 'body': 'Hello, it is great to hear that you are interested in meditation :) Thank you so much for your suggestion. We have a live team that is composed of the people who are specialized on meditation experience. If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help! Hope you discover the meditations that are best for you. All the best, İpek - Member Happiness', 'modified': '2020-03-26T15:58:52Z'}",1,"This seems probably a personal preference, but I find the female voice pretty disturbing and at times even creepy and unsettling.
I find this somehow relates to sexism and gender bias in machine/ human-imitating voices like with Echo, Alexa, Siri for instance, that somehow female voices are assumed to be more soothing, therapeutic, servient, helpful etc. - it’s not. 
I just don’t understand why there isn’t a male version to all the wonderful audios that I’m listening to with their wonderful content. Or even, a variety of voices from where I can choose. I hate the current voice. Please change this for the wider audience.",False,meditopia-meditation-breathe,1190294015
2020-06-16 12:48:28,Kris w A M,Just started and already love it,"{'id': 16046276, 'body': 'What a profound comment! Thank you so much for sharing this feeling of personal growth with us. It is great to hear that you meditate by self-observing your emotional and mental states. Hope you will continue meditating with us and experience being in the present moment. Wish you a great day :) All the best, İpek - Member Happiness', 'modified': '2020-06-17T12:46:52Z'}",5,"It’s helps me when I’m down, unfocused or even in determined. Do yourself a favor and take 15 minutes to check out for yourself. I would’ve started meditating years ago if I knew the strengths in the practice as well as it’s strengthning my spiritual as well as physical self.",False,meditopia-meditation-breathe,1190294015
2020-06-17 17:37:34,yehmed,Meditopia best app for meditation,,5,"All this pandemic situation made me look ways to be relief so I found Meditopia I can’t end a day without meditation. It is relaxing, it makes you discover your inner to control your emotions so emotions do not control you. The voice is relaxing specially to sleep, Many times i felt sleep without noticing.",False,meditopia-meditation-breathe,1190294015
2020-11-09 16:11:26,Lovelavish,Woman Is Annoying but Music is Great,"{'id': 19046848, 'body': ""Thank you so much for this precious feedback! It's been delivered to our team. Hope you keep enjoying all the content with a loth of insight. All the best, İpek - Member Happiness"", 'modified': '2020-11-11T16:23:19Z'}",4,I would definitely give five stars if they had more than one person do the meditations. Unfortunately there is only one woman who does all of them and I don’t personally like her meditation style so I have to take away a star. The other four stars are for the music meditations which are really amazing.,False,meditopia-meditation-breathe,1190294015
2020-02-03 05:48:27,STUPID ADMINISTRATORS!!,I highly recommend,"{'id': 13263187, 'body': 'Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness', 'modified': '2020-02-03T11:27:27Z'}",5,"This is a very motivational, peaceful app. The meditation practices make you feel more relaxed and aware of your surroundings. Gives you multiple choices and daily great videos. I highly recommend that you get this app. Everything is free too.",False,meditopia-meditation-breathe,1190294015
2020-07-11 03:03:48,sabscamp,Absolutely worth premium,"{'id': 16557254, 'body': 'Thank you so much for sharing your profound understanding and warm feelings. It is great to hear that meditation responds to your needs :) I hope you keep enjoying with wonderful meditation experiences. Take care! All the best, İpek - Member Happiness', 'modified': '2020-07-11T18:46:24Z'}",5,"I bought a year long of premium and I absolutely adore each meditation session. It somehow seems to give me exactly what I need in the moment. Each session is fulfilling, and brings me peace. 100% worth downloading even if you’re only using the base app.",False,meditopia-meditation-breathe,1190294015
2020-07-03 02:40:21,cafercoskun,Doctrine.,"{'id': 16382247, 'body': 'Thank you so much for sharing these deep ideas with us. I hope you will keep enjoying Meditopia in your journey of self-discovery. The last meditation series we did appear on the Today page of the app. Moreover, you can check day by day your history of meditation on the Profile page, My Journey option. Wish you a great day :) All the best, İpek - Member Happiness ', 'modified': '2020-07-03T10:13:39Z'}",4,"I have been through some spiritual doctrine. Listening to these words during meditation, ı can say that they were well thought and aligned. Only con that i can say is it can be easier to find the last meditation you did before and do the next one.
Thanks for how you contributed to our lives in a gentle way.",False,meditopia-meditation-breathe,1190294015
2020-04-06 10:09:11,hmiller00768,Don’t waste your time.,"{'id': 14542937, 'body': 'Hello, it is great to hear that you are interested in meditation :) In order for us to check your membership status, you can always reach us via hello@meditopia.com, we are ready to help! Hope you enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness', 'modified': '2020-04-08T13:06:39Z'}",1,"So I downloaded this app thinking i could try it out to see how I liked it before the free trial ran out? Not a chance. A day later, I was charged $70 for the app, for the whole year. Nowhere did it state that it would take that amount of money out, just $6 and some change per month. Unless you really have the money so spend, it’s definitely not worth it. Apple was so great with giving me a refund, but the maker of this app needs to be more specific on the charges.",False,meditopia-meditation-breathe,1190294015
2021-03-14 21:08:48,sierrashep,Short and sweet mediations,"{'id': 21772889, 'body': 'Hello! Thank you so much for your lovely review! We aim to provide meditations on any subject you may need. Even 7-15 minutes that you spare for yourself on daily basis can create a huge difference in your life. Hope you keep exploring our contents! All the best, Ezgi- Member Happiness', 'modified': '2021-03-20T17:42:23Z'}",5,"I am a huge fan of the different categories that are available. My favorite part about the app is how each session is about 7-15 minutes long. Although short, it puts you in an amazing state.",False,meditopia-meditation-breathe,1190294015
2020-02-08 13:25:42,X3ni,Love the app,"{'id': 13370787, 'body': 'Hello, it is great to hear that you enjoy Meditopia! I hope you will have many calming and insightful meditation experiences :) If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help you! All the best, İpek - Member Happiness', 'modified': '2020-02-08T19:02:38Z'}",5,"This app is amazing. They have series of meditations on different topics and have a new meditation topic every day. I really enjoy using the app, and it is helping me start a meditation practice because I choose from a number of different options.",False,meditopia-meditation-breathe,1190294015
2020-03-31 05:00:59,ii_Cobn,Not helpful,"{'id': 14361143, 'body': 'Hello, it is great to hear that you are interested in meditation. We have both free and paid subscriptions. You can listen unlocked meditations without any payment. Moreover, if you share the app with your friends, you can gain 2 weeks gift Premium membership. I hope you will discover the content that is best for you among our various meditations, sounds, and articles. If you have any questions, you can always reach us via hello@meditopia.com. \nWe are always ready to help. Keep safe and healthy! All the best, İpek - Member Happiness', 'modified': '2020-03-31T11:42:48Z'}",1,"I tried this every night and it never helps me. If anything, it makes me more tense. First off, you have to pay for almost all the lessons. The voices of the people really annoys me and makes it hard to concentrate on sleeping or whatever I’m trying to do. Lastly, I don’t like the layout of the app. To wrap this review up, I would like to be able to just listen to the sounds and not the voice. A different layout for the app. More lessons that don’t need to be paid for.",False,meditopia-meditation-breathe,1190294015
2020-03-20 14:56:55,ucjdurkfjfigugu,Cannot Recommend More!,"{'id': 14181810, 'body': 'Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness', 'modified': '2020-03-23T08:46:36Z'}",5,Had issues with focus and anxiety before using Meditopia. Now I see the difference after a month of every day meditating with this app. Emotionally I am in a different level and much stronger.,False,meditopia-meditation-breathe,1190294015
2020-06-18 13:36:22,Danimad777,I don’t have words 🤍,"{'id': 16112201, 'body': 'Thank you so much for this warm-hearted comment :) It is great to feel that our positive feelings are shared by our precious members. Hope you will have wonderful meditation experiences. All the best, İpek - Member Happiness', 'modified': '2020-06-20T12:54:06Z'}",5,"Everything it’s amazing, you guys have all organized in a way that we can easy work in our specific situation. 

I can see and feel the love in this app, in all this content 

Thank you so much.",False,meditopia-meditation-breathe,1190294015
2020-06-17 18:11:18,camilla01,More connected!!!!,"{'id': 8454221, 'body': 'Hello, thank you for comment :)  I felt really happy about your experiences. Wish you deeper meditations as you continue! Take care, All the best, Seher - Member Happiness', 'modified': '2019-04-30T19:21:07Z'}",5,I was at a point where my emotions had the best of me and this App has really taught me to slow down and not be so hard on my self. I feel so much more relaxed and at ease now. Highly recommend it,True,meditopia-meditation-breathe,1190294015
2020-06-17 06:18:44,desiizuzu,So good ...,,5,I’ve been using Meditopia for over three months now and I already feel so different. Morning meditations are my daily routine now and I totally feel different. I highly suggest to everyone who wishes to start meditation.,False,meditopia-meditation-breathe,1190294015
2020-07-20 00:55:26,Deejay411,Standard business practice,"{'id': 16741293, 'body': 'Hello, we are sorry to hear that you had trouble in cancelling your trial. When the memberships are cancelled during the trial period, Apple does not start the paid membership. Most probably, there was a problem in the cancellation steps or in the timing of your cancellation. We would be glad to help you. Can you please reach us through hello@meditopia.com? So that we can check your subscription status. All the best, İpek - Member Happiness', 'modified': '2020-07-20T07:59:38Z'}",1,"I’ve only had this app a few days. I marked my calendar for July 20 to cancel before it started charging me in case I didn’t use it. I used the app a couple times and decided I’d better delete it because i wasn’t using it. I went to settings and canceled it and instead, it charged me. Others complained about this same business practice but I gave you the benefit of the doubt and you charged me. Please refund.",False,meditopia-meditation-breathe,1190294015
2020-06-19 11:02:13,Shurouq29,So calming and grounding!,,5,"Whenever I felt stressed at work or felt anxious about what’s going on, I immediately go in and pick a meditation and it feels very calming within minutes. I highly recommend this app as an investment in one’s mental health and wellness 💜",False,meditopia-meditation-breathe,1190294015
2020-06-25 21:33:40,Nashty227,Meditopia,"{'id': 16235263, 'body': 'Thank you so much for your wonderful comment :) It is great to hear that meditation helps you calm down and rest the mind which is nearly impossible in these chaotic days. Hope you keep enjoying with soothing and insightful meditation experiences. Wish you a great day! All the best, İpek - Member Happiness', 'modified': '2020-06-26T09:47:38Z'}",5,I really love this app. It helps me to calm down and relax and get to sleep. With what’s going on in the world today it’s hard to silence the mind but Meditopia helps tremendously. I also want to say thank you to Meditopia for starting using more culturally diverse icons.,False,meditopia-meditation-breathe,1190294015
2021-03-23 04:27:57,kevinkamel,This app it’s amazing but,"{'id': 21906675, 'body': 'Hello Kevin! Thank you so much, this is a great suggestion! I have delivered it to the team and we will be adding it to our development list for future improvements . Please keep your app updated! All the best, Ezgi- Member Happiness', 'modified': '2021-03-28T13:32:45Z'}",5,It’s really a problem that he doesn’t have a dark screen mode it’s annoying to have a bright white screen at night they should Add it,False,meditopia-meditation-breathe,1190294015
2021-02-03 23:11:21,Appex predator,Great app,"{'id': 20879730, 'body': 'Hello! We are so happy to hear that meditating makes you feel better! Meditation is a great way to reduce stress and as their stress levels decrease, most people feel less need for smoking. We would suggest you to give a chance and try if this would work for you too. Hope you keep discovering the best meditations for yourself! All the best, Ezgi- Member Happiness', 'modified': '2021-02-05T11:22:51Z'}",5,Would definitely recommend I smoke and meditate and I immediately feel better they have a lot of good options to choose from,False,meditopia-meditation-breathe,1190294015
2020-03-25 00:47:10,MysteryRidertoo,Please download 🥰🥰🥰🥰🥰🥰,"{'id': 14234966, 'body': 'Hello, it is great to hear that you like Meditopia :) If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help! Hope you enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness', 'modified': '2020-03-25T09:45:40Z'}",5,"This is the most peaceful app I have ever used it helps me sleep,breath,and feel safe. I recommend this app to people who have trouble sleeping and many more this app is truly amazing",False,meditopia-meditation-breathe,1190294015
2020-09-04 04:22:57,Bfighter03,Best thing for anxiety and stress,"{'id': 17707466, 'body': 'Hello, we are so happy to accompany your life journey. Meditation is a great way to reduce stress. Hope you keep meditating with us and experience all the benefits of meditating! Stay safe and healthy. Best regards, Ezgi- Member Happiness', 'modified': '2020-09-05T13:24:54Z'}",5,"Ive been very stressed and anxious especially with online school and medical issues I have and I just started and I feel great alot of my stress, pain, and anxiety has gone away",False,meditopia-meditation-breathe,1190294015
2020-06-19 13:30:00,travelingpam,I use this app first thing in the morning,"{'id': 16112411, 'body': 'Hello, thank you so much for your comment. This is incredible to see the effects of daily meditation practice in your life. First of all, it means a self-observing aspect that is open with meditation. We are so happy to accompany your mornings with our content, beginning a new day. Hope you keep enjoying :) All the best, İpek - Member Happiness', 'modified': '2020-06-20T13:13:52Z'}",5,"I use the app first thing in the morning . I meditate and it helps me start my day . Great way to do it, as I see the results during my journey. I love it",False,meditopia-meditation-breathe,1190294015
2020-02-11 01:38:21,Ariana butthead,Annoyed,"{'id': 13426731, 'body': 'Hello, it is great to hear that you liked Meditopia!  I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. For your questions about the app, you can always reach us via hello@meditopia.com, we are waiting to help you! All the best, İpek - Member Happiness', 'modified': '2020-02-11T20:37:23Z'}",4,"I got this on my apple watch and it keeps making me put my password in! I love the app and all but my watch keeps vibrating to put the password in! You people are killing me. Fix your system, yet it is STILL here.",False,meditopia-meditation-breathe,1190294015
2020-10-13 13:23:53,Markers1994,Unable to play meditation in ios14.2,"{'id': 18509315, 'body': 'Hello, we would like to thank you for the elaborative review. Can you please reach us through hello@meditopia.com? As Meditopia team, we continue to renew the app with appropriate content and technical improvements in line with the suggestions and feedback from our members. We would be happy to get your feedbacks. Have a great day! All the best, Ezgi- Member Happiness', 'modified': '2020-10-15T22:25:37Z'}",1,"I haven’t used Meditopia for a while but have found myself in need of it. I was a public beta tester for iOS 14 and it seems this app is not functioning for iOS 14.2. I go to a meditation, it gets stuck on the loading symbol and never plays. Here is what I’ve done so far:

- Power cycle of phone. 
- Airplane mode 30 seconds to reset network connectivity. 
- Force close of the Meditopia app. 
- Uninstall/reinstall Meditopia. 

No change with any of those steps. I did notice when I go to start a meditation, the volume graphic appears even though the volume buttons have not been touched. Please help with this app.",False,meditopia-meditation-breathe,1190294015
2020-01-27 02:15:18,Emiky Kate,Totally worth the $2.99 a month for premium.,"{'id': 13130510, 'body': 'Hello, it is great to hear that Meditopia helps you sleep well! If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help you. Hope you enjoy! All the best, İpek - Member Happiness', 'modified': '2020-01-27T08:16:44Z'}",5,I love this app it works great. Whenever I’ve had a long day the sleep meditation puts me right to sleep!,False,meditopia-meditation-breathe,1190294015
2020-08-27 12:37:53,JD00129,Wonderful app!,"{'id': 17567300, 'body': 'Hello, I am so happy to know that you enjoy the daily inspirations! As Meditopia team, we are trying to reflect our philosophy of life through these notifications and spread mindfulness as much as we can. Keep safe and healthy, and motivated! Best regards, Ezgi- Member Happiness', 'modified': '2020-08-28T20:10:00Z'}",5,Just want to say that the motivational messages everyday are just amazing. They are so thought out and really speak to me. Thank you for this.,False,meditopia-meditation-breathe,1190294015
2020-06-18 13:54:28,claompo,Great!!,"{'id': 16079249, 'body': 'Hello, I am really glad to hear that Meditopia has helped you cope with your sleeping difficulties. Wish you a great day! Best regards, Ezgi- Member Happiness', 'modified': '2020-06-18T18:05:06Z'}",5,"The sleep meditations are great, it has helped me so much.
I have fibromyalgia which also causes sleepy problems, since I use Meditopia it had get so much better.",False,meditopia-meditation-breathe,1190294015
2021-03-03 04:02:24,Goodgodomighty,More relax,"{'id': 21495203, 'body': 'Hi! It is a great way to concentrate on our breathing when our emotions intensify. It helps us return our heartbeat and blood pressure to normal, directs our attention from the environment to our inner self. Hope you practice meditation regularly and keep sharing your experiences with us! All the best, Ezgi- Member Happiness', 'modified': '2021-03-07T14:18:05Z'}",5,I was agitated and felt frustration creeping up. I did a breathing exercise that took less then 20 seconds tans now I feel less agitation and frustration.,False,meditopia-meditation-breathe,1190294015
2020-07-01 22:00:12,XD_meme,My mind is finally at ease,"{'id': 16369177, 'body': ""Hello, that's great news! I'm glad you loved Meditopia . We know we are the best but it is really nice to hear that from you!:) Hope you keep enjoying our meditations and other content. Best regards, Ezgi- Member Happiness"", 'modified': '2020-07-02T19:30:33Z'}",5,Love this app so much! So glad I spent the money for a monthly subscription. Compared to all other meditation apps this one is by far the best!!!,False,meditopia-meditation-breathe,1190294015
2020-02-13 06:05:13,leonor pacheco,The best app I ever got,"{'id': 13463099, 'body': 'Hello, it is great to hear that you were able to sleep better with Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness', 'modified': '2020-02-13T11:17:07Z'}",5,Me and my sister couldn’t sleep so then I got an add of this app we fell asleep like babies it was the best and her voice is so smoothing and calming I just love this app,False,meditopia-meditation-breathe,1190294015
2021-02-14 00:46:01,Ramisita,Great and useful,"{'id': 21118218, 'body': 'Great to hear that! Meditation brings us piece and a better relaxation experience. Hope you keep enjoying :) We have both free and paid subscriptions. You can listen unlocked meditations without any payment. Moreover, if you share the app with your friends, you can gain 2 weeks gift Premium membership. All the best, İpek - Member Happiness', 'modified': '2021-02-17T16:07:58Z'}",5,"My sleeping problem have been solved with this application, this is very useful and great meditation app, I wish there was more free options 😁",False,meditopia-meditation-breathe,1190294015
2020-05-27 06:24:40,sikyreyna,Help,"{'id': 15598063, 'body': 'Hello, thank you so much for your precious comment! It is great to hear that you see how meditation works and feel relaxed. I hope you keep enjoying. There are different options to try the app with or without a membership via e-mail. When you register with an e-mail, then you can log in with that address to the same membership. In order for us to help you by seeing the details, please reach us via hello@meditopia.com. All the best, İpek - Member Happiness ', 'modified': '2020-05-27T10:59:56Z'}",3,"Ok so I can see this working...but I signed in with my email and accidentaly signed out but I tried to put in my email again and it said email take.... just saying they should also add a sign in and not just a sign up
Overall Im feeling #relaxed",False,meditopia-meditation-breathe,1190294015
2020-06-21 23:47:36,coef7,Great meditation app!,"{'id': 16147659, 'body': 'First of all, thank you so much for sharing your positive thoughts with us. It is great to hear that you feel it is worth to have Meditopia as the road friend in your journey. Hope you keep enjoying all the content :) Have a great day! All the best, İpek - Member Happiness', 'modified': '2020-06-22T15:01:25Z'}",5,I have tried many apps but none matches the quality and variety of Meditopia. It is well worth the money.,False,meditopia-meditation-breathe,1190294015
2021-05-16 09:53:32,yoyoomo1010,so amazing,"{'id': 22880855, 'body': 'Wonderful to hear that meditation helped you have a better emotional regulation and a calmer resting! Hope you keep meditating with joy, relaxation, and insight :) All the best, İpek - Member Happiness', 'modified': '2021-05-18T17:19:06Z'}",5,This is amazing I was feeling horrible. Feeling like I had to throw up but I but this on and I went right to bed. Thank you for this amazing app,False,meditopia-meditation-breathe,1190294015
