userName,isEdited,rating,title,review,date,app_name,app_id,developerResponse
MRStone27,False,4,"Good concept, confusing UI","This app totally works — building habits a little at a time is precisely what my last therapist told me works very well for my ADD and anxiety. Doing one thing for a few days, then adding another little thing, and so on, had been working great for me for a little over a week now. 
I’ve seen people say that the app is inflexible in its goals, but most of the time you can work around the specifics and do something else in the same vein. I can’t drink a full glass of water first in the morning because of my acid reflux, but I can remember that it’s a goal of mine and drink 4-5 extra sips. I don’t exercise first thing in the morning, but instead I did 8 mins of yoga. 
This is great therapy for those of us who can’t get access to behavioral therapy right now. I feel more refreshed when I go about my business in the morning because I have more habits to keep me moving. I feel rewarded just for drinking water. In principle, this app is amazing. 
The only issue is that there are so many buttons and screens that it gets wildly confusing sometimes as to what I’m trying to do and how I got here. I end up just force closing sometimes and starting over.",2021-04-12 13:18:06,fabulous-daily-routine-planner,1203637303,
Kayoala101,False,5,Amazing app (highly recommend),"This app is absolutely amazing. It may have a confusing set up at first but it really helps you once you’ve figured out how it works. There’s routines for throughout the day which help you get up and start moving and have a plan for your day. This app also has “circles” designated to certain things that you may be struggling with. It allows you to chat with others from all around the world and share your experiences and help each other. I think this feature is really great because you get to see others progress in their life and you also get to help them with it, and share your progress. There are also journeys that you set up to help you with everyday problems. For example, social media detox, self-love, de-clutter, gratitude, being able to let go, journaling, etc. This app gives you a chance to reflect and change yourself for the better. It’s really inspiring all the positivity this app and the people using it radiates. Overall, this app is phenomenal and I would definitely recommend it if you struggle with being productive, self-love, etc.",2021-04-01 01:34:42,fabulous-daily-routine-planner,1203637303,
Mr. MearKat,False,3,App is nice,"I really like the visuals like seeing the calendar at a month glance and seeing the progress that I’ve made. But it’s not a convenient thing at this point if I add one thing to my morning routine that I’ve already been doing so well at and I miss one thing I don’t get my mark on top of that I can’t go back further and make sure it’s properly tracking. So I have been on track my calendar doesn’t show it and that makes me sad and I also know that I need to cancel my membership for this application going forward it’s two limiting and it’s not helpful when I feel defeated.

I enjoy the app I love the instant positive feedback. I appreciate the pace and reading about why were setting up the structure for personal success. However I am bummed that you can’t go back and rewatch the animated journey and there doesn’t seem to be away two go back and edit your meals or habits from the night previous. When I turn my phone off for the night I’m not gonna pick it back up to click that I did a meditation so I would like to be able to toggle between days and to rewatch cartoon journey , One for encouragement and two I was excited to share with others what a great app but there was not a way for me to do so.",2021-02-06 17:22:22,fabulous-daily-routine-planner,1203637303,
hilbarx,False,2,Not intuitive,"I tried to set up this app for the free trial (7 days) but it made me start with only one habit that happened to already be something I do every day. And then because I don’t always look at my phone every morning and didn’t check off a day even when I did it, it set me back to day 1. So the one week trial was useless to see if I could build new habits. When I cancelled before getting charged, they sent me an email offering me a 30 day trial since 7 days might not be enough—this seemed like a great option until I tried to use it and because I already had an account it said “you’ve already subscribed”. So they sent me a useless 30 day trial unless I want to create a second account and start over from day 1, again. 

Besides those issues, i found the animations to be rather annoying and pointless. Maybe it works better over the long term, but it really feels oriented towards teens and young adults and I wouldn’t recommend it. The interface is also not intuitive and you have to go through like 5 steps to check off each habit, which feels like it wastes a bunch of my time when I could be actually getting on with my day. I will be searching for a streamlined alternative.",2021-06-14 09:05:08,fabulous-daily-routine-planner,1203637303,
Brynnieb09,False,1,"Horrible Customer Service, App Difficult to Follow","I signed up for a free trial looking for an app to help me develop, maintain and track healthy habits. I used it for a couple days but ultimately, it was just too difficult to navigate and had a lot going on. I am a millennial so I’m fairly competent with technology but I was truly just lost in this app so I quit using it and forgot about it. It was renewed without any reminders of notifications for the annual fee. I immediately cancelled it and attempted to contact customer service through the app to request a refund. I was shortly notified via email that I had to request a refund through a link they sent me. There were many options and I picked the one that said I forgot to cancel my free trial and I was notified that because Apple tells me when the free trial will end and the subscription will renew when signing up for the free trial, they do not refund for that. It was truly an honest mistake. Anyways, just to check, I attempted to see if a refund was able to be received for any of the reasons listed and they do not reimburse for their subscriptions no matter the case. I was just taken aback because that type of monetary greed just didn’t seem to vibe with what they attempt to promote in the app.",2021-01-09 01:40:29,fabulous-daily-routine-planner,1203637303,"{'id': 20472884, 'body': 'We appreciate your feedback and we apologize for any misunderstandings regarding the current refund policy for the auto-renewal of trials. We\'re constantly working to improve. If you\'d like to share additional details with us, then we can be reached by completing the form after emailing hello@thefabulous.co or in-app via the Profile icon from the home screen, then ""Help and Feedback."" We apologize in advance for any delays.\xa0', 'modified': '2021-01-18T10:24:51Z'}"
Momoyo-chan,False,2,Terrible,"How do you unsubscribe from the free trial? I worry about getting charged additional fees that I have not consented to. Without thinking to read the reviews, I downloaded the app and I didn’t know you had to make a $40 payment after the trial ends. I do not have the money nor could afford it. I deleted the app before the free trial had ended but my email is linked. I didn’t create a premium account though which I am really confused about. (Note: I’m unsure if I’ve actually been charged because I deleted the app) This app has vague instructions and poorly explains how to delete an account and unsubscribe. I’ve emailed the developers but I keep receiving automated responses. I attempted to fill out the form they provide but I doubt my luck in getting the answer I need. I feel uncomfortable that this app still has my email address and any other personal information I have provided. The developers is definitely scamming people of their money and stands opposite of their beliefs. Terrible support system. Don’t make the same mistake as I did by downloading this app thinking it would be life changing. It’s just a money grubbing nightmare. You’ll regret it + It’s not worth your time.",2021-03-30 00:30:22,fabulous-daily-routine-planner,1203637303,
Jessie Garner,False,5,This app has helped me more in two weeks than 3 years of medication ever has!,"I can’t say enough about Fabulous Premium. As someone diagnosed with and medicated for ADHD, depression, anxiety, and PTSD, the app has been more helpful to me than anything I have tried so far, and it’s worth every penny! Fabulous helps by reminding you to take care of yourself before anything else. I’m learning that my mental and physical well-being is the foundation for success. There is never a shortage of support while progressing through routines and challenges. The challenges are simple—typically things you do every day—but the encouragement you get for completing tasks makes it seem like drinking water or brushing your teeth is a big deal. And it is! So often, I think we forget that even the smallest accomplishments are still putting us on track for a healthier, happier tomorrow. Thank you so much to all the founders, creators, developers, employees, and everyone else in between for making this app what it is—a lifesaver!",2021-02-27 06:41:16,fabulous-daily-routine-planner,1203637303,
Gogurtgirl,False,3,Wonderful application with a bit of issues,"Love the app so far it’s a wonderful concept and has completely changed the way I look at my routine! I purchased the premium subscription, but would actually not recommend until some bugs were resolved and user experience issues. The timer for your schedule experiences does not continue outside of the app making it pretty useless in certain settings. But my REAL pet peave is how little journeys are customized and how specific they are about asking you to do things without knowing your diet/sleep schedule etc. For example, I intermittent fast, so when it tells me that for a journey I HAVE to eat breakfast three days in a row, can’t do that. A journey to “eat fish and seafood or flax seeds three times in a week” allergic to fish, can’t do that”, tells me to go to sleep and follow their schedule umm I work nights. there should 100% be an option to skip these journeys or convert them/ customize them/ change the time they’re to be accomplished, or something I don’t know but the user experience I do have in this area occasionally frustrates me.",2021-03-30 13:45:34,fabulous-daily-routine-planner,1203637303,
Love.Mango,False,4,Nice,"I like the interface of this app for scheduling habits, however I hate the process of actually logging them. During the day, I just want to mark the job done and move on. Unless you complete the task onboarding flow, your changes aren’t saved and you have to mark things complete again. I do appreciate the task onboarding flow for night routines since I’m getting ready for bed and naturally have more time to spend on the app. 

This app should also come w/ a trigger warning as it stands today. The community posts aren’t filtered and the suicide notes were jarring for my first time looking through the community. Not saying we should sweep them under the rug, but these posts naturally get a lot of traffic because basic human instinct is to offer help to someone at their lowest point. However, I’m guessing the traffic pushed notes like this to the top of the feed. This resulted in me reading through at least 3-5 posts about suicide on day 1 using this app. Hoping there’s a compromise that can take place to remedy this issue.",2021-05-26 01:47:40,fabulous-daily-routine-planner,1203637303,
cataliep,False,5,Love this app,"I’ve been using Fabulous for a little over a week and I love it. The daily coaching can be very insightful and so far I’ve been able to cement the following morning habits: drinking water as soon as I wake up, eating a good breakfast to fuel up for the day, and doing some low-impact exercise in the mornings to help me wake up fully and get moving. This may not sound like a lot but just two weeks ago I was setting four alarms every night and snoozing them repeatedly in the morning, rolling out of bed and into the shower and trudging to work without having ingested anything but coffee. I particularly love that Fabulous discourages you from trying to take on too much at once or make too many changes; instead, the focus is on building one habit at a time and celebrating small victories. This makes it SO MUCH easier to actually stick with your new habits, without feeling overwhelmed. Whoever made this app knew what they were doing, and I can’t thank them enough!",2021-04-06 13:13:23,fabulous-daily-routine-planner,1203637303,
mama_jes,False,5,Very beneficial.. life changer!!,"This is the BEST self care app in the entire App Store HANDS DOWN.  I usually try and use free versions of all the apps I use but this app is the only premium version subscription that I will pay for.  I was seriously shocked when I learned how much the monthly premium subscription was because it’s worth every dollar PLUS MORE. You definitely get a lot more out of your money than you’d be able to find anywhere. I love that this app continues to not only teach something new everyday, but also allows you to experience something new everyday. I love how it isn’t repetitive.  I feel like every single person needs to utilize this app for mental health, personal daily life coaching, physical health, healthy relationships, and daily self care. Whoever created this app is literally a genius. 🙌🏽 THANKYOU so much for the gift you’ve given in creating and sharing this app with all of us!  It for sure has changed my life for the better! ❤️",2021-04-18 17:24:09,fabulous-daily-routine-planner,1203637303,
carrieblmt,False,5,Excellent for encouragement & accountability,"I’ve been looking for ways to create more accountability as I work toward creating better habits & routines (in my overall goal of living a life of intention & purpose), and the Fabulous app is THE best one I’ve found so far. I love how it guides me step by step, day by day, to “check off” habits as I complete them, even giving recommendations on new habits that I should start, based on my goals. The ambience within the app—the soothing & uplifting colors & music, even the voice of the “coach” in the mini-coaching sessions (2-3 mins)—is especially appealing to me, as I am a very visual person/learner. There are a few other features within the app that I’ve not yet fully explored; but overall, this app has helped me more in one week than any other accountability & encouragement avenues I’ve tried so far. I look forward to continuing my “Fabulous Journey” and highly recommend & encourage you to check it out to.",2021-06-08 15:03:14,fabulous-daily-routine-planner,1203637303,
DSST039,False,5,Life changing! ❤️,"I am a 38 year old married working mom mother of   2 teen girls ages 17 senior and 11 6th grader who have been distance learning since April while both my husband and I were furloughed for several months but now work from home most of the time when we don’t randomly have to go in and then have to pray plan b or c for coverage at home when we both have to go in..so basically my stress levels are those of  an average person today.  😊 With all the “new normals”, habits went out the window for all in this house so I was determined to turn it around by starting with me. 
This app has changed so many aspects of my everyday to a positive state by simply helping me create the simple habit of drinking water daily. That’s it. The motivational tools used in the app work. I am usually skeptical and horrible at change. I am a create of habit but those habits were not the good kind until now. Now to get my tribe in line! Thank you Fabulous!",2021-01-09 13:23:13,fabulous-daily-routine-planner,1203637303,
Christiana1993,False,5,Love it!,"Living by myself has been difficult. I get bored and spend so much time on my phone. I can never think of anything else to do. I don’t know how to break up my day. I don’t drive so I’m very isolated, not just because of quarantine, but especially right now because of quarantine. Then I saw this app come up on Instagram and it was advertised with some Myers Briggs types of I remember correctly. Basically saying we could build a routine where my personality type would thrive and I love that. It’s really helped me find things to do and break up my day and stay motivated to do them by feeling accomplished when I check things off the list, even when it’s something simple like drinking water or eating breakfast. I feel so much better already and it’s only day 3. I love this app and I highly recommend it. I would love to subscribe but I prefer to pay month by month and that option doesn’t exist yet, as far as I know.",2021-01-13 22:23:30,fabulous-daily-routine-planner,1203637303,
DameDeLaLuna,False,5,The most focused on myself I’ve ever been!,"I’ve tried multiple schedule & routine building apps, including just using google calendar to set goals for myself, but I’ve never been as dedicated to my routines as I am thanks to Fabulous. Not only does the interface make things easy to use, but I love the little positive reminders and motivators. I actually feel excited about my routines because I have something to keep me focused now! I have ADHD and it’s easy for me to get off topic, but now I just start my fabulous app, put in my headphones, and work my way through each of my goals. I love that there is a feature to set a duration for each task too, it’s totally customizable! It makes it easy for me to let my timers run, even if I am off the app for a workout or meditation. Thank you, Fabulous team, for making an app that not only helps you with your goals but motivates you to complete them in such a self-love oriented way!",2021-04-08 16:57:43,fabulous-daily-routine-planner,1203637303,
Not Rebecca For Sure,False,2,It’s a lot,"I was really looking forward to purchasing the premium yearly subscription. I tried the app about a year & half ago when I was at my worst in life but I didn’t have the energy and motivation to follow through. I decided to give it another try this year, especially with a fresh start of the year and I’m doing better in life thank God, but there’s areas of improvement for me, specifically strengthening habits.

The app has so many elements & moving parts to it, it gets too confusing & overwhelming. From the design, to the videos, to the notes, to suggestions. They are all over the place, I tend to miss certain pieces & am jumping throughout the app to make sure i don’t miss anything. 

I’m never sure if I indeed checked off drinking water for that particular day or if i should add a afternoon habit & when. Sometimes, a video pops up when i accomplish a goal, sometimes it doesn’t. I’m unable to save the post to share tips on my phone. Maybe I can but like I said, so many moving parts, not simplistic enough especially for those who want to build a habit & ease anxiety like myself.",2021-01-14 05:15:47,fabulous-daily-routine-planner,1203637303,
Upmove,False,5,Not like other habit apps,"This is much better designed (and beautiful!!). It’s really intended for people who need help with a “reset”, especially in my opinion for people struggling with self-care due to mental health. It really encourages you to just do one or two things at first and take it slow, versus automatically giving you access to absolutely everything (and therefore setting you up to fail). Plus it’s got these cute stories, poems that are sort of like super quick mediation, and REALLY good animation. Plus it’s got a huge number of tips, gentle reminders, and inspirational messages to go along with the habits. So when it started telling me to eat breakfast every day (which you are technically allowed to delete if you’re super against breakfast I guess), it also started adding a daily tiny article about food, or breakfast ideas, or (my favorite) reminders to actually buy breakfast foods... Really loving this so far!",2021-01-21 11:47:11,fabulous-daily-routine-planner,1203637303,
Lydiddy89,False,4,Wonderful but a little complicated,"A lot of moving parts/themes/ multi-part metaphors and features makes this feel slightly less cohesive and user friendly than I’d like. After all my problem is that I complicate my routines  and objectives and that’s why I sought an app to help me. But it IS very good at tracking habits and offering motivation as well as sound principles and reasons for each step. I’m a fan! 

 I’ve at least been drinking water and usually eating breakfast as well as calming my self before bed—the three default habits the app starts you with. Aaaand I attached some other habits to the ones mentioned without actually logging them, just as part of completing the other steps like making my bed as I drink water in the morning and doing my skin care routine as part of my nightly coaching and wind down. It’s only been (almost) three weeks but this is the most consistent I’ve been with anything, so I’m excited to streamline more parts of my life!",2021-03-04 13:39:39,fabulous-daily-routine-planner,1203637303,
Myfirstandlastnames,False,5,An App That Makes a Real Difference,"Last weekend I deleted two social media apps on my phone that I was spending 3-6 hours engaging with daily. I replaced them with a set of apps & tools to train myself to engage with new habits that promote productivity, achievement, and a sense of well-being. This app is one of those four! In fact, this app is my primary driver throughout the day. My days now have a beginning, middle, end. I am engaged in ways that make guide me to being present, inspired, and motivated to keep going. After first, we started small - 3 days in a row of drinking water. Then I added afternoon and evening routines. The app sends a morning, afternoon, and evening coaching clip - SUPER GOOD. I was very pleased by the variety of options of new habits to form. I love the storytelling rpg style of progress, as well as the Focus Zen Mode that walks me through each step in my routine with prompting questions.",2021-05-18 23:23:13,fabulous-daily-routine-planner,1203637303,
That_Writer_Weirdo,False,5,Solidly based in CBT & will change your life,"Pay for the premium.  If you follow the program, I *guarantee* you will change your life for the better.  After nearly a decade of being bedridden by disability, all my former structure & good habits were gone.  I’m doing better now & am trying to re-enter the world, so to speak. Fabulous is helping me rebuild not just my daily habits, but all aspects of my life.  I get far more value from this program than it costs.

The site is very deep, with many options so you build a journey that works for and with YOU, not some standardized hypothetical being that never walked the face of the earth.

I don’t have time to give an in-depth review because I’m too busy being Fabulous — and your journey will be different than mine, anyhow.  But if you’re ready to commit to changing your life in any way, Fabulous will help you achieve your goals and feel fulfilled.

(Though dear developer guys, bad verse is just bad verse.  The writer of the daily story segments isn’t good enough to pull it off.  Editors should have warned you that these forced rhymes actually detract from the comprehension process, not enhance them.  Also, you need a proofreader — each day I find typos, grammar errors, etc. — not tons, but always at least one.  I know that’s the new normal, but I don’t care.  Proofread your site.  Thanks.)",2021-03-14 17:55:36,fabulous-daily-routine-planner,1203637303,
weepingdorito,False,4,Love this app perfect for building habits even with ADHD,"I feel like I often get distracted when trying to form new habits or get discouraged when I lack the motivation to follow through on a new task I was so excited for (involving self care, a new craft project etc) and this app is such a nice gentle way to ease into practicing healthier habits, I love the “fabulous moments” and the slow stream of suggested habits. I feel like with other planning apps it leaves it all up to the user as to what you need to do and when and all those choices can seem overwhelming. I really appreciate the gentle introduction and slow adding of new habits which I’ve found has made them more lasting. The only reason I deducted a star is because the reminders don’t always  show up for me in terms of notifications or noises when I need them which can be a little frustrating and it is 60 dollars a year which is a lot for me and I’m sure some of you",2021-03-08 17:40:10,fabulous-daily-routine-planner,1203637303,
Spacehorizons,False,4,So far great app!,"I’ve only been using the app for a few days now, but the pace and routine forming capabilities are clear.  I find the tips and journey videos quite soothing and thoughtful.  I would have given a 4.5 star but can’t do halves.  I have two things I’d love to see, one, when it suggests I share my progress it’s showing me an image I thought would go with my share, but in reality the only thing that shares is a link for the app...not a big deal, but probably won’t share that way anymore.  The second thing I’d like to see, being able to get back to videos or recordings that were available on previous days.  Like today, I was doing my breathe routine and there wasn’t any pop up guidance on different breathing techniques like there was the previous 3 days; or sometimes I missed part of the journey video because the kids interrupted.  It’d be nice to be able to see these somehow.",2021-05-19 19:58:34,fabulous-daily-routine-planner,1203637303,
jayshultis,False,1,Shady sales practices,"If you ask me a life changing app will not need to shake you down for cash.  The impact will be so significant that the cost will be irrelevant.  I downloaded this app after it peaked my interest.  I tried it out a little but it did not relate super well with me.  I attempted to turn off the subscription after two days because I knew I had not yet fell in love with it.  

Low and behold 10 days in, I was still somehow charged the recurring subscription fee.  I attempted to immediately ask the app customer service for a refund as I was not interested.  The app makers literally have no process for completing refunds for any situation, period.  Apple did give me a refund when I submitted a request.  

Stand by your product, and only make a sale when you know your customer is getting good value.  I don’t believe for a second, that you are interested in changing peoples lives.  It appears you think you have to sales pitch everyone hard and then steal their money when they are not interested in your app.  Disgusting, how do you sleep at night?",2021-03-03 12:41:11,fabulous-daily-routine-planner,1203637303,
