rating,isEdited,review,userName,date,title,app_name,app_id,developerResponse
5,False,"This is the free guided meditation app with minimal obvious data mining that I have been looking for. I feel comfortable using the app, which is easy to understand with a pleasant and intuitive interface. There is a lot of content to discover. I appreciate the diversity of the teachers, both backgrounds and styles. I did not have to answer a bunch of personal questions to get started but that kind of filtering is optional if you want it. I did not have to make an account or set up yet another password. It is really and truly free to use long term, but it is easy to donate to your favorite teachers if you are so able and so inclined. There is a social media aspect available but it is not required. I never would have found this app based on just the name but I’m so glad I read a review somewhere and decided to try it. It is non-threatening, inclusive, feels private with my opt-outs, and is very easy to get started. It even works with my truly crummy rural internet. Thank you so much, lovely people who make Insight Timer work! You’ve given me exactly what I was looking for.",yuhfdfbged,2020-12-02 01:27:16,This is it!,insight-timer-meditation-app,337472899,
5,False,"Insight Timer is wonderful. I love the variety of offerings, teachers who the reflect the cultures in our world, the many approaches, from mindfulness to music. I learned about something new to help me fall asleep, Yoga Nidra. Sometimes I just try something or someone completely new, and through that have discovered some favorite teachers and readers. I tried some other meditation apps before I found Insight Timer. This is the best meditation app in my opinion, because there’s plenty of content to explore and it’s free. I did buy the Premium membership when it was on sale, so that I could take some courses and also to support IT, their staff and teachers. I listen to a meditation every night and sometimes during the day. The coronavirus talks and meditations have been outstanding and full of variety. Not everything is to my taste or needs, but it’s all such high quality that I know I can find what I need at a given time. I recommend Insight Timer frequently. Thank you for 
creating it.",Moxie Carol,2020-05-16 07:26:13,Why Insight Timer is my favorite app,insight-timer-meditation-app,337472899,
5,False,"This app is wonderful! I downloaded it to help me get to sleep, and there are many meditations here (guided, nature sounds, music) that have helped immensely with that. A life-changing bonus has been starting my day, rather than with news or social media, with uplifting, positive meditations - there are even some that talk you through stretching or other gentle exercises. This has really improved my outlook, which affects my whole day in a good way, and that, of course, positively affects those around me, which, hopefully, they then share...

I appreciate that the teachers and guides receive payment for their work via the app, and additionally, the app makes it easy to donate to them. I’m not yet able to afford the paid version, but plan to make that purchase as soon as possible to do my part to support them & the developers. My previous review was very critical of the free version not offering rewind & fast-forward; I don’t even miss that now because of how many great things this app offers.",Dharmamama,2020-09-17 07:40:23,All You Could Ask For,insight-timer-meditation-app,337472899,
5,True,"I have been on IT for a few years now and I upgraded last year because, well, why shouldn’t I? I’d been using it for free for years and honestly it is a good price for the fact I use it every day. The benefits are wonderful, I really love the features like the playlists and the free courses. My eight year old also uses the kids section and we do meditations together because of this app. I don’t really go for the “online community“ aspect, but that is active if you want it. The range and selection of meditations is phenomenal and IT has expanded amazingly over the years, now with live classes and yoga... everything I try is great. Music is also a feature I use. I recommend IT to a lot of folx with insomnia, you can reach for your phone in the night and turn on a sleep meditation, it works! Not to mention always being free for everyone to bring meditation to the world! What a gift! I am happy to pay and to support something so valuable in my life. Thank you!!!!",Mskarmam,2021-02-27 06:06:00,Loyal daily user!,insight-timer-meditation-app,337472899,"{'id': 3562514, 'body': ""Dear Mskarmam - We're glad to hear you love the App! This issue has now been fixed. Please update to the latest version in the App Store. Apologies for any inconvenience.💛"", 'modified': '2018-05-23T05:50:04Z'}"
2,False,"I have been using insight timer, on and off, for a couple of years but never without difficulty getting the timer set the way I wanted. I wanted interval bells and got them but never at the intervals I had them set for. Recently I decided to contact insight timer for help with this issue and the only thing that they found appropriate was to send me two notification emails with nothing in them except the automated response that they received my email and someone would contact me, they never did that. I try to meditate, partially because of almost nonexistent self esteem. It took a lot, for me, just to ask for help and then, for all intents and purposes to get completely rejected didn’t help at all. If a company isn’t interested in helping a customer then why bother with having a customer support contact in the first place? A giant let down from another company pretending to have customer support.

Update: While I did receive two email replies to my request for support it is still disappointing to me to think that it took leaving a negative review to get that support. Nonetheless, thank you for the support you did end up providing.",Jgrimsley6,2021-02-24 12:32:33,Big let down.,insight-timer-meditation-app,337472899,"{'id': 23141099, 'body': ""\u200bWe'd like to thank you for taking the time to write this review of the app. We would be happy to receive suggestions from you to further improve the app. \xa0We'd really like to get some more specific details and be able to update you directly so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/0f3d169e6d073f5b91bc2786831d300f"", 'modified': '2021-06-02T02:21:53Z'}"
5,False,"I started using this app along with a few others. I’ve really been recently working to improve my mindfulness and practice stress management. As a new mom, that’s SO HARD. I’ve had relationship stress and mom guilt. I’ve even had insomnia. For some reason after having my daughter, I couldn’t sleep through the night. Everything was always out of wack despite her sleeping 11-12 hours (happy she’s at least rested). Since I’ve been using this app and practicing morning gratitude, I have actually been sleeping amazing. It’s progress I’m looking for and going from multiple night wakings and feeling stressed during the day to only maybe 1 night waking to use the bathroom and being more productive at work, I can say this app works. If you put in the work and take the courses and do the meditations to break up your day, you will see changes for the better. I don’t actually ever leave reviews, but health and wellness are everything to me.",Happyiphonegrl,2020-03-13 09:17:36,This app is everything!,insight-timer-meditation-app,337472899,
5,False,"This app has literally changed my life, I do martial arts but always struggled with the spiritual, meditation part of it; I have a very stressful job in crisis torn countries and was wondering how to bring more calm and mindfulness into my life. I started listening to daily insights, only for 10 minutes a day, and  I discovered fantastic teachers through that daily activity and that led me to taking courses and it has now become a morning ritual for me: instead of reaching for my phone and getting all upset about work stuff first thing in the morning, I now take a class and do 10 min daily insight meditation. This ritual lasts 25 minutes. And I love it. On top of that the yoga classes are also fantastic, there are so many resources on this app that it is worth every single dollar spent on a full membership for the year. I have recommended it to so many people, I hope it will transform their lives and outlook the way it transformed mine. Zahra",Jane Zahra,2021-01-18 21:38:28,Best find and best app I ever came accross,insight-timer-meditation-app,337472899,
5,False,"I’ve been using this app for a few years now and really like it. Nice timer, wonderful selection of guided meditations covering the gamut of interests and disciplines, good music for meditation, stretching, sleep, etc. 
It’s fun to see who my fellow Insight meditators are in my area and l actually found a local sangha this way. 
I also particularly like the opportunity to participate in interest groups. My current favorite is the group led by Australian meditation teacher Stephen Proctor. Stephen provides weekly guidance and is on hand to answer any meditation questions that arise, which is enormously helpful. Our group encompasses meditators from all over the world, which is interesting in its own right. 
There are innumerable meditation apps available these days and several are very good. Finding one that appeals to you and sparks an interest in creating  a daily practice is the thing - so try several! l continue to explore, but enjoy anchoring my daily practice with Insight Timer.",Furfull,2020-05-29 17:20:38,Great App,insight-timer-meditation-app,337472899,
5,False,"Insight Timer not only helps to create a consistent meditation practice, it offers thousands of opportunities to learn from the best teachers. It allows anyone to access meditation and guidance free of charge. I used the free app version for well over a year before I purchased a subscription. The subscription is well worth the money as it connects you to daily insight and guided course work to work on personal development and spiritual growth in a wide range of areas. I think the biggest benefit is the community. You can literally see your not meditating alone, this connection to meditators world wide spreads the truth of unity, connection to all and lifts our planet into a state of peace and grace. There is support here in a wide variety of groups and positive friendships. I’m a Soul Coach and highly recommend Insight to all of my clients. Customer service/support is also very responsive if any glitches arise in app use(which is rare). Thank you Insight 🙏🥰",Tara Lee-,2020-05-01 14:02:13,Loving Community of Meditators,insight-timer-meditation-app,337472899,
5,False,"I’ve been using this app on-and-off for the past couple years now. So far it is my favorite meditation app because it gives your hundreds of meditations to choose from, a large majority for free! The fact that many meditation apps are paid is what held me back from getting into meditation in the first place. I love that this app is mainly free and that we don’t have to follow a given meditation plan (if we don’t want to) and that has helped me discover what meditations I like and don’t necessarily like. I’m personally very bad at keeping up with a streak and there are times when I don’t meditate for months, but Insight Timer is always the first app I go to when I try to pick up the habit again. I even recommended this app to a few patients (I’m an OTA) who wanted to improve their mindfulness and increase their emotional regulation (and because it’s free so there’s no reason not to download!). Can’t recommend Insight Timer enough!!",LeAnonymousReviewer,2021-02-05 07:03:31,Love it!,insight-timer-meditation-app,337472899,
5,False,"Edit: Upped it to five stars. (Now you can remove courses that you no longer want!) I love the huge selection and variety of meditations. Premium membership is worth it, with access to lots of really wonderful and valuable courses. 

I want to give this lovely app five stars, but had to subtract one because of this issue: you can’t DROP courses. I purchased a membership because I wanted to listen to and participate in some of the courses- they sounded interesting and helpful. I signed up for a course and listened to the first couple of classes, but decided it wasn’t for me. Too bad, nothing I can do, it will continue showing up on all my lists, I will keep receiving reminders about it, and it will haunt me forever. LOL It seems like such a simple fix, but it’s been over a year and they still haven’t been able to make this change. Pretty annoying- but other than that, great meditations and teachers and community.",GoodEveningEmily,2020-05-14 15:58:31,Hooray!,insight-timer-meditation-app,337472899,
5,False,"As a recovering evangelical, I am extremely allergic to all forms of woo. But I’d had so many friends talk about how great this app is, so I finally decided to give it a try, starting with the sleep meditations. I don’t have a hard time falling asleep, generally, but I do struggle a lot with falling *back* asleep if I wake up in the middle of the night. The sleep meditations saved me. Every time I’ve used it, I go right back to sleep. I’ve started using them at bedtime, and it might be psychosomatic, but I’m definitely waking up far less now than I did before I started making the sleep meditations a regular practice. 

The regular guided meditations are really great as well. I have never been good at keeping my mind focused (which was why prayer was always hard for me, lol), and I’ve tried meditation on my own, but never really hooked into it. There are several absolute beginner’s courses which have been a great starting point for me. Looking forward to getting into it a lot more! 

Literally the only change I wish they’d make is being able to filter individual artists’ offerings. Like: I can go into the sleep meditations, sort by the longest, most popular, etc. But if I go into a specific artist’s page, there aren’t the same filters available. It’s a minor issue, and doesn’t detract from my love of this app at all. 

Anyway, great app, highly recommended.",The Best Food Blog Ever,2021-01-17 22:10:24,This skeptic loves it.,insight-timer-meditation-app,337472899,
5,False,"I’ve been using Insight Timer everyday for the last 40 days, and while I love the app, I noticed that when searching or using the filters to find meditations, the results almost always deliver predominantly white teachers. After some googling I eventually found a playlist created by Insight Timer that highlights Teachers of Color - many of whom have become my favorite meditation teachers to practice with - but the playlist isn’t easy to find within the app interface. 

As a woman of color, I’ve found it much easier to identify and connect with meditations led by non-white teachers, and it’s unfortunate that the algorithm doesn’t easily enable new users to discover these teachers on their own. I encourage the company and its engineers to look into how to make the discovery and search technology less biased. Aside from this, the app is great.",Kdgz,2020-10-11 15:36:18,Search algorithm needs work,insight-timer-meditation-app,337472899,
5,False,"This is the most expansive, most varied meditation app I have tried so far. There are others that I like very much, but if you are looking for one meditation app that delivers a ton of meditations that you can search by subject, for example, “grief” you are in the right place. This app is a gem at an extremely fair annual subscription. What absolutely amazes me about this app are the courses. They are super high quality with excellent instructors. All you need are  15 minutes a day and most courses are 10 days long. With the 400 + courses they offer, needless to say, I am always taking a course. I finish one and I start another, lol. I am seeing a therapist for some difficult things I am going through in my life right now and I find Insight Timer to be an excellent addition to my sessions with my therapist. So pleased to be a part of this community as I work at becoming the best version of myself.",Josie_G,2020-08-11 01:40:06,So Grateful for This App!,insight-timer-meditation-app,337472899,
4,False,"Really enjoying this app and using it a lot. I use the timer for meditation, and listen to the music selections to go to sleep. The one thing I think needs to be improved on is the background music/noise for the meditation timer. Some of the ones on there are a little funky in my opinion; there is one with rainfall which is great until every few seconds there is 3 chimes or something that play, it’s a small loop and they don’t feel very natural in there. Same goes for the ocean background, would be great to just listen to waves but there is some low overtone going on thats rather distracting. 

I actually would really like to be able to access the mantras or the binaural beats from the music area of the app while running the timer, that would make this app perfect. So if they could figure out a way for the meditation timer to access the music selection to be played while timing I would give this 5 stars.",Antilabel13,2020-08-18 10:45:13,Lovely app that needs one improvement.,insight-timer-meditation-app,337472899,
5,False,"I’ve tried so many other apps for meditation and as soon as I tried this one, I did away with all others. No other app has such an expansive community of teachers, which was important for me to find teachers of color that I resonate with. There’s also the option to design your own unguided meditation preset, meditation music, mindfulness talks, etc. There’s also a really good range of meditations in terms of “depth,” giving beginners the option to do basic body scans and breath work, and seasoned mindfulness practitioners the option to longer and more spiritually engaging work. I didn’t meditate consistently until I started using Insight Timer, so I’m incredibly grateful. Oh, and it’s genuinely free- not the pushy kind where you can only access 10% of features. This has encouraged me to donate to teachers and maybe try a paid course in the future. I couldn’t recommend this app more!",localnative319,2020-11-04 18:02:48,Elite Meditation App,insight-timer-meditation-app,337472899,
5,False,"Unfortunately recent updates have made the app more glitchy and less useful. I have used your out for a while.  But it seems that it's become more difficult to use the simple timer.  The need to constantly tinker with things and the inability to leave things as they are seems to be a problem with all technology. It seems that you have missed the point of what you're trying to teach. Less is more.  Just to use the timer now, which I find glitchy and sometimes pauses for no reason, it is necessary to be asked if you want to do a daily check in. Why? I want to start my meditation and first I have to answer a question.  There is something wrong there. Why complicate very simple thing?  I think the assumption is this everybody needs guidance, but please don't interrupt something that is so simple with what you think someone might need.

Thank you.",Addicted to puzzle,2021-06-02 17:13:03,Problems,insight-timer-meditation-app,337472899,
5,False,"I could not imagine attempting my daily meditation regimen without help from Insight Timer! I have been using it almost daily for over a year, and it has become indispensable. There are several lifetimes worth of free content. There are more structured programs  (courses lasting 10, 15, 20, or more days) accessible only to paying customers, but the single free meditations lasting five minutes, ten minutes, 15-to-20 minutes, even up to two hours, are excellent quality, offering a wide range of audio material, ranging from guided meditations to spiritual talks, to self-help lectures, to life-coaching sessions, also relaxation music, and recorded nature sounds. There is simply so much material, many users may feel overwhelmed! Finding the teacher whose material resonates most strongly with one’s personality and listening only to that once or twice a day is perfectly acceptable! Give Insight Timer a try!",Superdave7777,2020-12-12 15:23:33,Essential App!,insight-timer-meditation-app,337472899,
2,False,"Folks, hi. I’m a longtime user of the app, and have seen a lot of nice improvements over the years (I haven’t loved all of them, but that’s beside the point), however, today’s update was a real bummer. I suddenly have a ton of old (deleted long ago) presets showing up, many of which have something in common with current presets, so there was a vet & delete process to go through to be able to do my practice this evening... and that was not easy because the updated user interface is *reeeeeally* jumpy. If my finger didn’t hit the center of the very small ‘delete’ button **dead** on, I’d be taken *out* of edit mode, and the preset would load up as if I’d chosen it for a practice. I had to backtrack from that jumpy accident about a dozen times to be able to fulfill the ‘delete’ mission. Not the end of the world, but also not my favorite moment of usage within this app. I hope it can be calmed down a bit (without reloading any deleted stuff). Thanks!

TL;DR: New UI is way too jumpy, and old deleted presets have come back from beyond the grave.",Jai-Jagdeesh,2021-05-17 06:12:14,Today’s update made a mess,insight-timer-meditation-app,337472899,"{'id': 23143263, 'body': ""We are very sorry you are experiencing these issues with the new update. Our developers are working tirelessly to find and resolve the issues so we can have you back to normal. We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/ed1f7768b35a7788e49d5b1cf93f4911"", 'modified': '2021-06-02T04:56:59Z'}"
5,False,"Yes! The timer for meditation works very well for a meditation with “steps”—I use it when meditating with either three or six “aspects”/steps. 
However, although I recognize that folks also do a more open/Zen meditation which doesn’t need such close timing, I wonder if “folks” could choose to have the music sequences “not count” as meditations. Reason:  I am getting “credit” for using music to help me get to sleep OR “return to sleep” as I adjust to a new sometimes noisy home (during a pandemic)...
Thanks for opportunity to give feedback!
Re: I also loved the webinar “gentle yoga class” class with Carolyn Budgell. I actually felt wonderful—beyond any expectations for a remote class. Amazing calm and my body relaxed and I remained in silence in body and mind. Is Carolyn offering a series? I’ll go back and check

I signed up for other classes that were more like lectures—folks were messaging and adding contributions while the presenter/s were talking. My Insight was there was too much busyness...for me, that is! 
And I missed three workshops that I’d signed up for—a sign to me to make decisions based on current needs rather than curiosity because, I imagine that it’s disconcerting for someone to see folks leaving. Personally. I feel that approach could keep a leader constantly looking at her/his #s... Too much info for me, at least, at age 76!",SKeeZiXS is ME!,2020-08-30 14:49:18,Love timer for meditation...,insight-timer-meditation-app,337472899,
5,False,"This app has helped change my life. I downloaded the free version to time my sittings when i began meditating about 4 years ago, used it fairly regularly for casual/non-structured meditation for a few years, then upgraded to the paid version and began using it’s courses over the last year to more seriously practice meditation. The changes i have seen in my life since starting to meditate have been both numerous and dramatic, and this app facilitated those changes. Had i realized just how much my life was going to change for the better when i downloaded this app, i would have been willing to pay absurd sums of money. The fact that the basic version is free (very helpful in itself), and that the paid version is well worth the cost (great structured daily courses) makes me wish i could rate this app six out of five stars.",Synonym Junkie,2020-10-14 00:35:49,Wonderful app for all levels of meditation,insight-timer-meditation-app,337472899,
5,False,"I have always tried to meditate and felt like I could not calm my mind and thoughts to really tune in. I felt I needed to have a spot in my home start first thing in the morning, laying down or sitting, etc.
This app and more importantly Mindful Mornings has been a game changer. Some meditations that I listened to told me if I couldn’t lie down or find a quiet spot to just do it where I was. So I have meditated in my car with this app on my way to work....I have meditated while doing the dishes...I have sometimes meditated in bed before starting my day...and I have meditated a couple times with my 3 year old. Having this leniency with myself has made meditating a habit for me. If I don’t start my day meditating it’s on my mind or I do some breathing and affirmations of gratitude, etc. 
So thank you insight timer for your mindful mornings challenge and starting my journey of meditating 🙌🏻🙏🏽",Schofield Massage Therapy,2021-02-12 12:04:42,This app has helped me mediate,insight-timer-meditation-app,337472899,
5,True,"Used to be great. Now great again. This has always been a very versatile timer with an unbelievable selection of bell and timing features. For a brief time someone rewrote the access mode in a really annoying way. I complained and wrote the negative review below. Amazingly they quickly responded and I now again have normal access to their simply wonderful app. To write a useful program is very good, but to stand by it and have the humility to correct mistakes is the mark of actually good human beings. A rare gem. Thank you.  

Great Timer and bell selection ruined by forcing the user to navigate intrusive “check-in” page. Just when you decide it’s time to meditate THEY decide it’s more important to make you do something else, namely answer their survey. And if you don’t you can’t get to the Timer app. For a supposed meditation group it’s beyond stupid.",Newyaka,2021-06-02 11:50:13,Let goodness reign eternally,insight-timer-meditation-app,337472899,"{'id': 23139621, 'body': ""Thank you for your feedback. We apologize that we did not satisfy your expectations. We strive to provide the best experience and your happiness is our number one priority.\xa0We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/30d2e4be837ee1be8c82fba8a7668cdb"", 'modified': '2021-06-02T00:30:32Z'}"
5,False,"Insight timer is a gift, I feel so grateful to have discovered it about four years ago. It is the meditation app where you can access thousands of meditations of every kind, of any length, for every purpose and so many meditation teachers to guide you, all for free! They also offer many excellent courses for a price, which anyone may select to meet their needs. 
The app also has a customizable timer that is uniquely great too, as you can personalize the start and ending bells from about a dozen different kind, set interval bells at your desired interval lengths, each interval can have a different bell tone, and one can also select a background sound, all which can be saved for your daily practice. 
I have tried several other meditation apps and none offer me what Insight Timer does. I turn to it every time!",epachec11,2020-07-04 13:27:39,Best Meditation App and space there is!,insight-timer-meditation-app,337472899,
